begin{nbTrucks}
182
end{nbTrucks}
begin{nbDocks}
44
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
37
end{nbResourcePersonel}
begin{nbResourceEquipment}
11
end{nbResourceEquipment}
begin{nbResourceVehicule}
15
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	4	10	2	6	2	4	1	2	
2	5	13	2	5	3	4	1	2	
3	8	13	1	5	2	3	2	3	
4	5	13	2	8	3	3	2	2	
5	1	8	2	9	2	2	2	2	
6	1	6	1	7	2	4	2	2	
7	11	16	2	5	3	4	2	3	
8	9	16	2	5	3	3	2	3	
9	11	16	2	7	2	3	1	3	
10	9	16	2	5	3	4	2	2	
11	5	13	2	5	3	3	1	3	
12	7	13	1	9	2	4	1	2	
13	0	6	2	9	2	4	0	2	
14	8	16	2	8	3	3	1	1	
15	5	12	1	5	3	4	1	3	
16	3	11	2	6	3	3	1	1	
17	3	11	2	7	3	3	2	1	
18	1	9	1	5	3	2	2	3	
19	7	14	1	8	3	4	0	3	
20	8	16	2	6	3	2	2	1	
21	7	13	1	5	2	3	0	3	
22	6	13	2	5	2	2	0	1	
23	10	16	1	7	3	3	1	1	
24	7	15	1	7	3	2	0	1	
25	2	10	2	9	3	4	0	3	
26	10	15	1	9	2	2	1	2	
27	4	9	1	8	2	3	2	3	
28	2	10	2	7	3	3	1	1	
29	10	16	2	6	2	3	1	2	
30	2	9	1	6	3	4	2	1	
31	8	14	2	7	2	2	1	2	
32	1	9	1	9	3	4	1	2	
33	0	5	1	6	2	4	0	1	
34	1	9	1	6	3	2	0	2	
35	8	15	1	9	3	3	0	3	
36	3	11	2	5	3	4	0	3	
37	4	9	1	8	2	4	2	1	
38	10	16	2	5	3	4	1	3	
39	7	14	2	7	2	2	0	3	
40	5	12	2	6	2	4	1	2	
41	6	11	1	7	2	2	0	3	
42	0	8	2	5	3	2	1	1	
43	4	10	1	6	2	3	1	2	
44	11	16	2	5	3	4	1	1	
45	11	16	1	6	2	2	0	2	
46	7	14	2	7	2	4	0	2	
47	8	14	1	7	2	2	2	2	
48	9	16	1	6	3	3	0	1	
49	2	11	2	6	3	4	1	3	
50	11	16	1	5	2	3	1	3	
51	5	11	2	8	2	2	2	3	
52	2	7	1	9	2	2	0	2	
53	11	16	1	5	3	4	1	3	
54	2	10	2	8	3	4	2	3	
55	9	16	2	5	3	2	0	2	
56	1	9	1	5	3	3	2	3	
57	8	16	2	7	3	3	2	2	
58	0	7	2	8	2	4	0	3	
59	6	14	1	9	3	4	1	3	
60	4	12	1	8	3	4	1	2	
61	0	6	1	6	2	4	1	1	
62	5	10	1	6	2	2	2	1	
63	8	16	2	8	3	2	0	2	
64	11	16	1	9	2	4	2	1	
65	8	15	1	9	3	3	1	3	
66	11	16	1	7	2	2	1	1	
67	5	12	1	5	3	2	2	2	
68	0	5	1	7	2	3	1	1	
69	2	10	2	6	3	2	1	3	
70	3	10	1	8	3	2	2	2	
71	0	7	1	9	3	3	2	2	
72	1	10	2	7	3	3	2	3	
73	2	8	2	6	2	2	0	3	
74	0	9	2	8	3	4	0	2	
75	10	16	2	9	2	2	2	1	
76	3	11	1	9	3	3	0	3	
77	1	10	2	7	3	2	0	1	
78	3	11	1	9	3	3	1	3	
79	7	13	2	6	2	4	2	2	
80	8	13	1	6	2	4	2	2	
81	5	12	1	8	3	3	2	3	
82	2	9	2	5	2	4	2	1	
83	7	14	2	7	2	2	0	3	
84	5	14	2	6	3	3	2	2	
85	5	12	1	9	3	2	0	3	
86	0	6	1	6	2	2	0	2	
87	5	13	2	8	3	4	1	2	
88	1	8	2	5	2	3	2	3	
89	7	15	1	5	3	3	0	2	
90	11	16	1	8	2	2	1	2	
91	9	15	1	6	2	3	1	3	
92	11	16	2	9	3	3	1	1	
93	4	9	1	7	2	3	1	1	
94	8	15	2	5	2	4	2	3	
95	1	7	2	8	2	3	1	2	
96	9	16	1	7	3	2	2	2	
97	9	16	1	9	3	2	1	3	
98	3	12	2	5	3	3	1	3	
99	10	16	1	6	3	4	2	1	
100	8	14	2	7	2	2	2	3	
101	9	15	2	5	2	2	0	1	
102	10	16	2	5	3	3	1	3	
103	11	16	1	6	2	2	2	2	
104	8	16	2	8	3	2	2	3	
105	7	14	2	5	2	2	2	2	
106	0	7	2	6	2	3	0	2	
107	9	15	1	6	2	3	1	2	
108	2	8	2	8	2	4	0	3	
109	7	13	1	7	2	2	2	1	
110	11	16	2	6	3	4	0	1	
111	8	13	1	5	2	4	0	3	
112	2	9	1	8	3	4	2	3	
113	5	14	2	6	3	2	0	1	
114	9	16	2	6	3	4	0	2	
115	3	11	1	5	3	3	0	3	
116	6	14	1	5	3	3	0	1	
117	6	12	2	7	2	3	0	2	
118	5	12	1	9	3	4	2	3	
119	2	8	1	8	2	3	1	3	
120	0	8	1	5	3	2	2	2	
121	3	9	2	9	2	2	2	3	
122	0	6	1	7	2	3	0	2	
