begin{nbTrucks}
151
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	6	12	1	5	2	4	1	3	
2	9	16	2	6	3	2	0	3	
3	11	16	1	8	2	4	2	3	
4	6	12	1	9	2	3	1	3	
5	7	15	2	9	3	4	0	3	
6	0	7	2	9	2	3	2	3	
7	4	9	1	7	2	3	1	3	
8	7	13	2	7	2	4	2	3	
9	4	10	1	9	2	3	1	1	
10	9	16	2	7	3	3	1	1	
11	2	7	1	6	2	3	0	1	
12	8	16	1	7	3	3	2	2	
13	6	14	2	7	3	4	1	2	
14	1	9	1	9	3	4	1	3	
15	9	16	2	5	3	2	2	3	
16	5	12	1	5	3	2	2	2	
17	8	15	2	8	2	3	0	3	
18	10	15	1	5	2	4	0	3	
19	6	14	1	8	3	3	1	2	
20	0	5	1	6	2	4	2	2	
21	0	5	1	7	2	4	0	1	
22	0	7	2	5	2	2	1	3	
23	8	15	1	8	3	3	0	2	
24	7	14	2	8	2	3	0	1	
25	9	16	2	8	2	3	2	2	
26	10	16	2	8	2	2	0	2	
27	9	16	2	6	2	4	0	2	
28	3	9	2	6	2	3	1	1	
29	10	16	2	7	2	2	0	1	
30	2	10	2	7	3	2	2	2	
31	2	10	2	6	3	4	0	2	
32	5	10	1	9	2	4	0	3	
33	8	14	2	6	2	4	1	2	
34	11	16	1	8	2	3	1	2	
35	8	16	1	8	3	3	1	2	
36	9	16	1	8	3	3	1	3	
37	8	14	1	8	2	4	1	2	
38	9	14	1	8	2	2	2	3	
39	11	16	2	8	2	4	2	2	
40	9	16	2	6	2	3	2	2	
41	6	13	1	8	3	3	1	1	
42	11	16	1	6	2	3	1	2	
43	7	15	2	5	3	4	0	2	
44	2	8	1	7	2	3	0	2	
45	11	16	2	5	3	3	0	2	
46	1	9	1	5	3	2	2	2	
47	9	16	1	7	3	4	2	2	
48	10	16	1	6	3	2	2	1	
49	11	16	2	8	3	2	1	1	
50	8	14	1	6	2	3	2	1	
51	1	7	2	9	2	3	1	2	
52	3	12	2	9	3	2	0	3	
53	2	9	2	8	2	3	1	2	
54	11	16	2	9	2	2	0	2	
55	8	15	1	5	3	2	1	1	
56	0	8	2	7	3	4	0	3	
57	11	16	1	7	3	3	2	3	
58	9	16	1	6	3	4	2	1	
59	8	13	1	8	2	2	0	2	
60	3	10	2	9	2	3	2	3	
61	2	8	2	8	2	3	0	3	
62	7	16	2	9	3	2	0	2	
63	1	8	1	8	3	2	0	1	
64	3	9	2	5	2	2	1	3	
65	1	8	2	6	2	2	2	1	
66	9	16	2	9	3	3	2	1	
67	3	8	1	6	2	2	0	3	
68	11	16	1	7	2	2	1	2	
