begin{nbTrucks}
194
end{nbTrucks}
begin{nbDocks}
58
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
49
end{nbResourcePersonel}
begin{nbResourceEquipment}
15
end{nbResourceEquipment}
begin{nbResourceVehicule}
20
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	4	12	2	5	3	4	0	1	
2	5	12	2	9	2	4	0	3	
3	7	12	1	8	2	3	1	1	
4	10	16	2	5	3	3	0	3	
5	5	12	1	7	3	2	0	2	
6	6	11	1	7	2	4	1	3	
7	4	12	1	8	3	2	1	3	
8	2	9	2	9	2	4	2	1	
9	6	12	2	9	2	3	2	1	
10	4	10	2	6	2	3	0	2	
11	7	12	1	9	2	4	2	2	
12	9	16	1	6	3	4	0	1	
13	4	13	2	7	3	2	0	1	
14	9	15	2	9	2	3	0	2	
15	11	16	1	7	2	4	1	1	
16	7	15	2	5	3	4	2	1	
17	6	15	2	7	3	4	2	1	
18	4	12	1	8	3	3	1	2	
19	5	13	2	9	3	3	1	2	
20	5	14	2	8	3	4	0	1	
21	1	7	2	5	2	2	0	1	
22	3	8	1	7	2	4	1	1	
23	5	13	2	6	3	3	0	3	
24	11	16	1	8	3	4	2	1	
25	4	9	1	5	2	3	2	3	
26	8	14	1	6	2	3	1	2	
27	5	12	1	8	3	3	2	2	
28	4	9	1	7	2	2	2	3	
29	8	13	1	5	2	4	0	2	
30	5	12	1	5	3	4	2	1	
31	6	15	2	5	3	2	0	1	
32	5	12	1	9	3	3	0	1	
33	8	16	1	6	3	2	2	3	
34	10	16	2	9	2	2	0	2	
35	6	12	1	8	2	4	2	1	
36	11	16	1	6	3	3	0	3	
37	3	10	2	7	2	2	2	3	
38	3	9	2	9	2	4	0	2	
39	10	16	2	9	3	3	1	2	
40	5	13	2	6	3	4	0	3	
41	0	9	2	7	3	4	2	1	
42	10	16	1	5	3	4	2	2	
43	2	7	1	6	2	2	0	2	
44	7	13	2	6	2	2	2	3	
45	4	11	1	8	3	3	2	2	
46	3	10	2	6	2	2	2	1	
47	5	10	1	8	2	4	1	2	
48	10	16	1	9	3	3	1	2	
49	2	8	2	6	2	3	0	2	
50	9	16	2	8	3	3	1	3	
51	7	15	1	6	3	2	1	2	
52	2	9	2	7	2	4	0	1	
53	9	16	2	6	3	4	0	2	
54	5	13	2	8	3	3	0	2	
55	2	7	1	9	2	2	0	1	
56	7	13	1	8	2	2	0	1	
57	9	16	1	5	3	3	0	3	
58	3	11	1	6	3	3	0	3	
59	7	16	2	8	3	3	2	3	
60	0	7	1	9	3	3	2	2	
61	5	12	2	6	2	2	1	3	
62	4	12	1	9	3	2	1	2	
63	3	10	2	5	2	4	1	1	
64	1	10	2	7	3	4	2	1	
65	2	9	2	7	2	3	1	3	
66	10	16	2	6	3	2	0	2	
67	11	16	2	5	2	2	1	2	
68	8	16	2	8	3	2	0	2	
69	6	14	2	9	3	4	2	3	
70	6	15	2	6	3	2	0	3	
71	7	12	1	6	2	3	1	1	
72	3	11	2	8	3	4	2	2	
73	3	12	2	5	3	2	0	3	
74	9	15	1	6	2	4	1	3	
75	6	13	1	8	3	4	2	3	
76	5	13	2	7	3	2	1	2	
77	10	16	2	6	2	2	0	3	
78	2	8	1	7	2	3	2	1	
79	9	16	2	6	3	4	1	2	
80	4	9	1	7	2	4	2	2	
81	6	14	2	7	3	3	2	3	
82	6	14	1	8	3	3	2	2	
83	3	8	1	8	2	3	1	1	
84	0	8	1	5	3	3	0	2	
85	4	11	1	8	3	4	2	3	
86	8	16	1	6	3	3	1	2	
87	9	15	2	6	2	3	2	2	
88	8	16	1	8	3	3	1	1	
89	8	15	1	9	3	2	0	2	
90	7	13	2	7	2	3	2	2	
91	4	11	2	8	2	2	1	2	
92	1	8	1	9	3	3	2	3	
93	7	14	2	7	2	2	2	1	
94	2	8	2	6	2	4	0	3	
95	3	10	2	7	2	2	1	2	
96	10	15	1	5	2	2	0	2	
97	11	16	2	6	2	4	0	1	
98	11	16	2	8	3	4	0	1	
99	11	16	1	8	3	4	0	3	
100	6	14	2	6	3	2	2	2	
101	4	11	2	9	2	3	1	2	
102	1	6	1	5	2	2	1	1	
103	2	8	2	9	2	3	1	1	
104	0	6	2	8	2	4	1	1	
105	11	16	2	8	2	4	2	1	
106	11	16	1	6	2	4	0	1	
107	9	16	2	7	2	2	0	1	
108	4	11	1	5	3	2	2	1	
109	7	15	2	5	3	3	0	1	
110	6	12	2	6	2	3	1	3	
111	8	16	2	6	3	2	2	3	
112	7	16	2	6	3	3	1	3	
113	11	16	1	5	3	4	1	2	
114	5	11	2	8	2	4	1	1	
115	2	10	2	9	3	4	0	2	
116	11	16	2	8	2	3	2	1	
117	3	11	1	6	3	2	0	1	
118	2	7	1	6	2	3	0	2	
119	3	9	1	8	2	3	2	1	
120	11	16	2	5	2	4	2	1	
121	4	11	1	7	3	4	0	1	
122	0	6	1	9	2	4	1	3	
123	8	15	2	9	2	2	2	1	
124	11	16	1	9	2	3	1	2	
125	1	9	1	9	3	3	2	2	
126	2	7	1	5	2	4	2	1	
127	6	11	1	6	2	2	1	2	
128	10	16	2	5	3	2	0	2	
129	9	16	2	9	3	3	0	2	
130	4	9	1	5	2	3	0	2	
131	5	12	2	6	2	3	2	1	
132	1	8	2	9	2	2	2	3	
133	11	16	2	6	3	2	2	2	
134	8	16	2	9	3	2	0	1	
135	3	12	2	6	3	3	2	3	
136	10	16	2	9	3	2	0	1	
137	5	12	1	9	3	3	1	2	
138	2	10	1	7	3	4	0	3	
139	3	10	2	7	2	3	0	3	
140	1	7	2	5	2	3	2	1	
