begin{nbTrucks}
126
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	6	13	2	9	2	4	1	3	
2	6	13	2	6	2	2	0	2	
3	10	16	1	5	2	4	2	3	
4	2	9	2	6	2	2	1	1	
5	9	16	1	6	3	2	1	2	
6	5	11	1	9	2	2	1	2	
7	8	14	1	7	2	2	0	1	
8	6	12	1	5	2	4	1	2	
9	5	10	1	5	2	2	0	2	
10	4	10	2	9	2	4	2	3	
11	10	16	2	7	3	4	1	3	
12	6	14	1	6	3	3	2	3	
13	3	9	1	7	2	4	1	2	
14	9	16	1	7	3	4	1	2	
15	11	16	2	8	3	4	0	3	
16	5	11	1	7	2	2	2	1	
17	9	16	2	6	3	3	1	2	
18	6	14	2	5	3	4	0	3	
19	4	10	2	9	2	4	2	3	
20	4	12	2	5	3	2	0	2	
21	1	10	2	5	3	2	1	3	
22	8	16	2	8	3	3	2	3	
23	9	16	2	6	3	4	1	1	
24	1	6	1	8	2	2	1	1	
25	9	16	2	5	3	2	2	1	
26	4	10	2	6	2	2	2	2	
27	3	9	1	5	2	3	1	2	
28	6	12	1	9	2	4	0	2	
29	9	15	1	6	2	2	0	2	
30	4	9	1	7	2	3	0	3	
31	5	13	1	8	3	4	2	3	
32	4	9	1	7	2	3	2	3	
33	2	8	2	5	2	4	0	3	
34	11	16	1	9	2	4	2	1	
35	10	16	2	5	3	3	2	3	
36	2	8	1	7	2	2	0	2	
37	11	16	1	7	2	3	0	2	
38	11	16	1	5	3	2	1	2	
39	4	10	1	9	2	2	2	2	
40	7	16	2	5	3	4	1	3	
41	3	11	2	7	3	3	1	1	
42	9	15	1	7	2	2	2	2	
43	9	16	2	7	2	3	2	2	
44	9	16	2	6	3	4	2	3	
45	10	16	2	6	3	2	1	3	
46	2	9	1	5	3	4	2	2	
47	7	15	2	8	3	2	2	1	
48	11	16	1	6	3	2	0	1	
49	9	15	1	9	2	4	0	3	
50	6	12	2	6	2	2	0	3	
51	10	16	2	6	3	3	1	2	
52	5	11	1	5	2	2	0	3	
53	9	16	1	5	3	4	1	2	
54	10	16	2	9	2	2	2	3	
55	8	15	1	6	3	3	2	3	
56	8	16	1	6	3	3	0	1	
57	11	16	2	8	2	2	2	2	
58	6	13	2	8	2	3	0	3	
59	3	11	2	5	3	2	2	2	
60	1	7	2	5	2	3	1	2	
61	0	7	2	5	2	3	1	3	
62	5	13	1	9	3	2	0	2	
63	6	13	2	9	2	4	0	3	
64	3	10	1	6	3	4	0	2	
65	9	14	1	5	2	4	1	3	
66	10	16	1	7	3	2	1	3	
67	11	16	1	6	3	3	1	3	
68	9	16	1	6	3	4	2	1	
69	3	11	1	9	3	3	0	2	
70	4	11	2	9	2	2	0	2	
71	7	15	2	6	3	3	1	3	
72	8	15	2	6	2	2	0	1	
73	3	9	2	8	2	3	2	1	
74	4	12	2	8	3	2	2	1	
75	10	16	2	9	2	3	0	3	
76	3	10	1	6	3	3	0	1	
77	11	16	2	7	2	3	1	3	
78	2	10	1	7	3	2	1	1	
79	3	10	1	8	3	3	0	3	
80	9	16	1	8	3	4	2	3	
81	5	13	1	9	3	4	2	3	
82	9	15	2	8	2	3	1	2	
83	3	12	2	5	3	2	1	3	
84	10	16	1	9	3	4	1	1	
85	10	16	2	8	3	4	2	3	
86	8	14	2	5	2	3	0	1	
87	11	16	2	8	2	2	1	2	
88	8	15	1	7	3	2	0	1	
89	9	16	2	6	3	3	2	3	
90	1	6	1	5	2	4	1	1	
91	2	11	2	9	3	2	2	2	
92	3	10	1	7	3	2	2	3	
93	6	14	1	7	3	4	1	1	
94	1	10	2	5	3	3	0	1	
95	10	16	1	6	3	4	1	2	
96	1	7	1	7	2	4	1	1	
97	2	10	1	8	3	4	2	3	
98	7	14	2	6	2	2	1	3	
99	8	16	1	8	3	2	2	3	
100	11	16	2	8	2	2	2	2	
101	8	15	1	5	3	3	2	2	
102	10	16	2	9	3	2	2	1	
103	4	9	1	6	2	3	1	3	
104	2	10	1	6	3	3	1	3	
105	4	12	2	7	3	4	0	1	
106	4	13	2	9	3	4	1	2	
107	2	11	2	7	3	3	2	2	
108	4	10	1	6	2	2	2	2	
109	8	13	1	5	2	3	0	1	
110	10	16	1	7	3	4	0	2	
111	6	11	1	7	2	3	2	2	
112	5	12	2	7	2	2	1	3	
113	5	14	2	8	3	2	2	2	
114	2	8	2	6	2	2	1	2	
115	2	7	1	6	2	2	2	1	
116	9	15	2	6	2	4	0	3	
117	4	9	1	7	2	4	2	3	
118	10	15	1	7	2	4	0	2	
119	11	16	2	7	3	4	1	3	
120	8	16	2	8	3	4	1	3	
121	1	9	1	9	3	4	2	1	
122	5	11	2	6	2	3	2	3	
123	1	6	1	8	2	4	1	2	
124	0	9	2	9	3	3	2	2	
125	1	8	2	6	2	3	1	3	
126	6	13	1	9	3	4	1	3	
end{Tasks}
