begin{nbTrucks}
108
end{nbTrucks}
begin{nbDocks}
26
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
22
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
9
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	3	9	1	7	2	4	1	1	
2	8	13	1	7	2	2	1	2	
3	0	9	2	7	3	4	2	1	
4	4	12	1	6	3	4	0	3	
5	4	11	1	8	3	2	1	2	
6	1	10	2	9	3	3	2	3	
7	2	11	2	6	3	2	1	1	
8	0	8	1	8	3	4	2	2	
9	7	15	1	5	3	2	1	3	
10	1	10	2	6	3	2	0	2	
11	6	14	1	8	3	3	2	2	
12	10	15	1	9	2	4	1	3	
13	9	16	2	8	3	4	0	2	
14	0	7	1	5	3	4	0	2	
15	3	11	2	8	3	4	1	3	
16	0	9	2	9	3	4	2	2	
17	4	12	1	6	3	3	1	1	
18	1	7	2	5	2	2	1	2	
19	0	6	2	5	2	3	1	3	
20	7	13	1	5	2	4	1	2	
21	0	8	2	5	3	4	0	3	
22	4	9	1	5	2	3	2	1	
23	4	11	1	7	3	2	2	2	
24	5	13	2	6	3	3	0	1	
25	9	14	1	7	2	4	1	3	
26	2	10	1	9	3	3	1	3	
27	2	8	1	9	2	3	0	3	
28	1	6	1	6	2	3	0	2	
29	1	7	2	6	2	2	0	3	
30	1	10	2	8	3	3	2	2	
31	1	9	2	8	3	3	1	2	
32	10	16	1	7	2	2	2	1	
33	7	12	1	6	2	3	0	3	
34	6	11	1	9	2	4	2	3	
35	0	7	1	9	3	3	1	3	
36	10	16	2	8	2	2	0	3	
37	6	12	1	9	2	2	1	2	
38	11	16	1	8	2	2	1	2	
39	2	8	1	9	2	4	0	2	
40	1	9	2	9	3	2	2	2	
41	9	16	1	6	3	4	0	1	
42	0	9	2	9	3	3	0	1	
43	2	10	2	7	3	3	2	3	
44	3	8	1	9	2	2	2	1	
45	8	15	1	7	3	2	2	3	
46	9	16	2	7	2	3	0	3	
47	0	7	1	6	3	4	0	2	
48	6	12	1	9	2	2	2	3	
49	4	11	2	8	2	3	2	2	
50	3	9	2	5	2	2	0	3	
51	10	16	1	8	3	4	2	2	
52	9	16	1	8	3	3	1	1	
53	6	12	2	5	2	2	0	3	
54	8	15	2	9	2	3	0	2	
55	7	13	1	5	2	3	0	1	
56	7	16	2	9	3	3	2	2	
57	8	14	1	7	2	3	0	2	
58	1	9	2	9	3	3	0	3	
59	10	16	2	7	2	3	1	3	
60	8	16	2	7	3	2	2	1	
61	3	9	1	8	2	4	2	3	
62	7	15	2	8	3	4	1	2	
63	6	11	1	9	2	3	0	2	
64	5	12	2	7	2	2	0	3	
65	6	14	1	6	3	3	1	2	
66	11	16	2	5	2	3	2	3	
67	3	8	1	7	2	3	2	3	
68	8	15	1	7	3	2	1	1	
69	0	8	1	9	3	4	1	3	
70	1	7	2	6	2	2	0	3	
71	7	12	1	7	2	3	0	2	
72	5	12	2	6	2	2	0	1	
73	3	9	2	9	2	3	1	2	
74	8	16	2	6	3	3	2	2	
75	11	16	1	8	3	4	1	2	
76	5	13	2	8	3	3	2	1	
77	6	13	2	6	2	3	1	1	
78	7	14	2	8	2	3	0	3	
79	8	16	2	6	3	2	1	1	
80	0	8	1	9	3	2	0	2	
81	9	16	1	5	3	2	0	1	
82	4	10	1	7	2	4	0	1	
83	3	8	1	7	2	2	2	3	
84	9	16	1	9	3	2	0	3	
85	11	16	1	5	3	3	1	3	
86	9	15	1	8	2	2	2	2	
87	6	14	1	7	3	2	0	3	
88	3	9	1	6	2	4	0	2	
89	5	14	2	5	3	4	2	1	
90	2	9	2	8	2	3	0	3	
91	3	8	1	6	2	4	0	3	
92	7	15	2	9	3	2	2	2	
93	11	16	1	8	2	4	1	3	
94	2	8	2	9	2	4	0	2	
95	0	6	2	9	2	4	0	3	
96	8	16	2	5	3	3	2	1	
97	4	11	2	5	2	2	2	3	
98	11	16	2	5	2	3	0	2	
99	10	16	2	7	3	4	2	1	
100	11	16	1	7	2	4	0	1	
101	8	13	1	5	2	3	0	2	
102	10	15	1	6	2	4	1	3	
103	11	16	1	7	3	3	2	1	
104	7	15	2	8	3	3	0	1	
105	1	7	2	5	2	3	2	2	
106	2	11	2	7	3	3	0	2	
107	7	13	1	7	2	2	0	2	
108	1	7	2	6	2	3	1	3	
end{Tasks}
