begin{nbTrucks}
147
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	8	13	1	6	2	2	2	2	
2	10	15	1	6	2	2	2	3	
3	3	9	1	9	2	3	0	2	
4	7	15	1	9	3	4	2	3	
5	6	13	2	7	2	2	0	2	
6	6	11	1	9	2	3	1	3	
7	9	16	2	6	2	2	2	2	
8	6	12	1	7	2	2	2	2	
9	2	7	1	8	2	3	1	2	
10	6	14	2	6	3	3	2	3	
11	5	11	1	8	2	2	1	3	
12	8	16	1	6	3	3	0	2	
13	8	14	1	8	2	2	2	3	
14	5	10	1	5	2	4	0	2	
15	0	6	1	9	2	2	1	2	
16	3	11	1	5	3	4	1	3	
17	8	14	2	7	2	4	0	1	
18	11	16	1	5	2	4	2	2	
19	5	12	1	7	3	2	1	2	
20	5	12	2	6	2	3	2	1	
21	11	16	1	7	2	4	1	1	
22	4	9	1	7	2	4	2	1	
23	7	13	1	8	2	2	1	1	
24	7	15	2	9	3	3	2	2	
25	5	11	1	9	2	3	2	3	
26	10	15	1	7	2	4	0	1	
27	8	15	2	6	2	4	0	2	
28	7	14	2	5	2	2	0	1	
29	7	13	1	8	2	3	2	2	
30	0	7	2	5	2	3	1	2	
31	1	8	2	9	2	3	0	3	
32	4	10	2	6	2	2	1	1	
33	8	15	1	9	3	4	0	2	
34	7	12	1	6	2	3	0	2	
35	11	16	1	8	2	3	0	2	
36	0	6	2	8	2	3	0	2	
37	1	6	1	9	2	4	1	1	
38	1	8	1	8	3	2	2	1	
39	3	8	1	8	2	2	0	1	
40	10	15	1	5	2	2	2	3	
41	8	16	1	5	3	2	1	3	
42	6	13	2	6	2	2	2	1	
43	10	16	2	6	2	4	0	3	
44	10	16	1	5	3	3	2	1	
45	2	9	2	6	2	4	0	2	
46	5	11	1	7	2	2	2	3	
47	0	8	2	6	3	4	1	1	
48	6	14	2	6	3	4	2	3	
49	7	13	2	9	2	3	2	1	
50	0	8	2	5	3	4	0	2	
51	5	11	2	9	2	4	2	3	
52	4	9	1	9	2	2	2	3	
53	10	16	2	5	2	4	2	2	
54	9	14	1	8	2	3	0	3	
55	4	12	2	5	3	2	2	2	
56	7	13	2	5	2	3	1	2	
57	4	10	1	9	2	3	0	3	
58	11	16	1	5	2	3	2	2	
59	11	16	1	6	3	2	0	3	
60	8	16	2	8	3	3	2	1	
61	10	16	1	6	3	3	2	1	
62	1	9	1	6	3	2	1	1	
63	10	16	2	6	2	4	0	2	
64	3	11	2	8	3	2	1	1	
65	5	11	2	9	2	4	2	2	
66	8	15	2	7	2	3	1	1	
