begin{nbTrucks}
106
end{nbTrucks}
begin{nbDocks}
22
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
19
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	7	2	9	2	2	2	2	
2	3	10	2	9	2	4	0	3	
3	7	16	2	6	3	4	2	3	
4	11	16	1	5	2	4	2	1	
5	8	16	1	7	3	4	0	1	
6	5	12	2	8	2	4	2	3	
7	11	16	2	8	3	2	2	2	
8	1	6	1	5	2	2	1	1	
9	11	16	1	9	3	4	2	1	
10	4	13	2	7	3	2	1	3	
11	3	10	2	7	2	3	1	3	
12	7	16	2	6	3	4	1	3	
13	1	7	1	7	2	4	1	1	
14	7	16	2	5	3	4	1	1	
15	3	8	1	8	2	2	2	2	
16	0	6	2	8	2	4	2	3	
17	9	16	1	8	3	3	2	1	
18	4	10	2	5	2	4	2	3	
19	4	10	1	5	2	3	0	2	
20	2	9	2	5	2	4	2	1	
21	8	14	2	5	2	3	2	1	
22	11	16	2	9	2	2	2	2	
23	4	12	1	8	3	4	0	3	
24	9	14	1	9	2	4	2	3	
25	4	10	1	8	2	4	2	3	
26	2	8	2	9	2	3	0	3	
27	10	16	2	5	2	2	2	2	
28	10	15	1	9	2	2	2	1	
29	2	9	1	5	3	2	0	1	
30	10	16	1	5	3	3	2	1	
31	5	11	1	6	2	2	0	2	
32	5	10	1	6	2	2	0	2	
33	4	10	2	9	2	2	1	3	
34	5	14	2	5	3	4	0	1	
35	6	12	2	5	2	3	2	2	
36	5	10	1	7	2	2	2	2	
37	2	8	2	6	2	4	0	1	
38	4	10	2	8	2	3	0	3	
39	2	8	2	8	2	3	0	1	
40	4	10	1	7	2	2	0	2	
41	2	11	2	8	3	4	0	2	
42	9	16	1	9	3	3	2	1	
43	10	16	1	7	3	3	2	3	
44	1	7	1	9	2	2	1	2	
45	8	16	1	9	3	3	0	2	
46	1	10	2	9	3	4	0	3	
47	3	10	2	8	2	2	2	3	
48	5	11	1	5	2	4	1	3	
49	11	16	2	8	3	4	1	3	
50	6	12	2	6	2	2	0	2	
51	9	16	1	8	3	2	0	3	
52	0	9	2	9	3	2	1	3	
53	8	16	2	8	3	2	0	1	
54	9	16	1	7	3	2	1	3	
55	5	10	1	6	2	3	0	2	
56	10	16	2	9	3	3	2	3	
57	2	9	2	5	2	2	1	1	
58	4	12	1	7	3	3	1	2	
59	3	10	1	7	3	3	2	2	
60	3	10	2	6	2	4	1	2	
61	3	12	2	7	3	4	2	2	
62	10	16	1	6	3	4	1	2	
63	3	11	1	8	3	4	0	2	
64	9	16	2	6	3	2	0	2	
65	3	11	2	9	3	4	2	1	
66	5	12	1	7	3	3	0	2	
67	5	10	1	6	2	2	2	3	
68	0	9	2	9	3	4	0	3	
69	5	14	2	8	3	4	0	1	
70	5	11	1	9	2	4	1	1	
71	5	11	2	6	2	4	1	3	
72	0	6	2	6	2	3	2	3	
73	5	11	1	9	2	3	0	1	
74	7	15	2	8	3	3	2	3	
75	9	16	2	9	2	2	1	3	
76	11	16	2	6	3	4	0	3	
77	5	13	1	9	3	2	2	3	
78	8	15	1	6	3	3	2	3	
79	7	14	2	9	2	3	2	1	
80	9	15	2	6	2	2	1	2	
81	7	15	2	5	3	3	2	1	
82	4	11	1	7	3	4	0	2	
83	3	11	2	7	3	4	1	2	
84	5	11	2	9	2	3	1	1	
85	0	8	1	9	3	2	1	3	
86	0	6	1	6	2	2	2	2	
87	0	5	1	9	2	2	1	1	
88	2	11	2	7	3	3	1	3	
89	6	12	2	8	2	3	1	2	
90	1	9	2	6	3	2	0	1	
91	11	16	1	9	3	3	1	2	
92	1	8	2	8	2	4	2	3	
93	4	13	2	6	3	3	0	1	
94	9	16	1	6	3	2	2	2	
95	0	6	1	6	2	3	1	1	
96	4	12	2	7	3	4	2	3	
97	9	16	1	5	3	3	2	3	
98	0	7	1	8	3	4	2	2	
99	5	12	1	9	3	3	2	2	
100	2	7	1	9	2	4	1	1	
101	3	12	2	8	3	3	0	1	
102	6	12	2	9	2	4	2	1	
103	11	16	1	6	3	2	0	2	
104	10	16	2	6	3	4	1	3	
105	11	16	2	8	3	2	2	2	
106	11	16	1	7	2	4	1	1	
end{Tasks}
