begin{nbTrucks}
167
end{nbTrucks}
begin{nbDocks}
54
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
45
end{nbResourcePersonel}
begin{nbResourceEquipment}
14
end{nbResourceEquipment}
begin{nbResourceVehicule}
18
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	11	16	1	7	2	3	2	1	
2	11	16	2	6	3	3	0	1	
3	2	8	1	5	2	3	1	3	
4	6	11	1	6	2	3	1	2	
5	2	10	2	9	3	3	2	2	
6	8	15	1	5	3	2	0	1	
7	7	13	1	8	2	2	0	1	
8	0	8	2	6	3	3	2	1	
9	5	13	1	6	3	4	1	1	
10	1	7	1	6	2	2	2	1	
11	10	16	2	9	3	2	2	2	
12	5	12	2	9	2	3	0	1	
13	7	16	2	6	3	4	2	3	
14	5	13	2	7	3	4	2	1	
15	11	16	1	8	3	4	1	3	
16	1	8	1	8	3	2	2	2	
17	1	9	2	5	3	2	1	2	
18	11	16	2	7	2	4	0	1	
19	0	9	2	5	3	4	0	2	
20	4	13	2	8	3	2	1	3	
21	8	15	1	7	3	2	1	3	
22	7	13	1	5	2	4	2	1	
23	7	15	1	8	3	3	0	2	
24	9	14	1	9	2	2	0	2	
25	10	16	2	7	3	3	2	2	
26	11	16	1	8	3	3	1	3	
27	3	12	2	8	3	4	0	3	
28	4	11	2	6	2	3	1	2	
29	8	16	1	8	3	2	2	2	
30	6	14	2	9	3	2	0	2	
31	6	14	2	8	3	2	1	2	
32	0	7	1	6	3	4	1	1	
33	4	10	2	9	2	3	1	1	
34	4	12	2	8	3	2	0	3	
35	9	16	2	7	3	4	2	3	
36	11	16	1	5	2	2	2	2	
37	9	15	1	6	2	4	0	1	
38	7	15	2	8	3	3	1	3	
39	0	7	1	8	3	2	1	2	
40	11	16	1	9	3	4	0	1	
41	10	15	1	8	2	3	0	2	
42	3	10	2	9	2	3	0	1	
43	11	16	2	9	3	4	0	2	
44	9	15	2	6	2	2	2	2	
45	5	14	2	7	3	3	2	3	
46	11	16	1	6	3	3	2	3	
47	11	16	2	9	3	4	1	3	
48	1	7	1	8	2	4	2	2	
49	3	10	2	7	2	3	2	2	
50	3	11	2	8	3	4	1	3	
51	3	11	2	8	3	4	2	1	
52	9	15	1	6	2	2	1	2	
53	1	6	1	9	2	3	1	1	
54	7	15	2	9	3	2	1	1	
55	4	11	1	6	3	4	0	3	
56	8	16	1	8	3	2	0	2	
57	7	12	1	5	2	2	0	2	
58	5	13	1	8	3	2	1	1	
59	6	15	2	7	3	3	0	1	
60	7	13	2	8	2	3	2	3	
61	10	16	1	5	3	2	1	2	
62	9	16	2	6	3	3	0	1	
63	10	16	2	6	3	2	0	3	
64	5	12	2	6	2	4	1	1	
65	9	16	2	9	3	2	1	2	
66	0	7	2	7	2	2	1	2	
67	5	12	1	6	3	2	0	1	
68	6	15	2	6	3	4	0	3	
69	2	9	2	8	2	4	0	2	
70	2	10	1	6	3	3	0	2	
71	0	7	2	5	2	3	0	3	
72	2	11	2	8	3	2	2	1	
73	3	8	1	7	2	2	0	2	
74	5	12	2	8	2	4	0	2	
75	4	10	1	8	2	2	2	2	
76	1	8	1	9	3	2	1	1	
77	3	9	1	6	2	2	0	2	
78	10	16	1	7	3	3	2	1	
79	1	10	2	7	3	2	1	3	
80	2	11	2	9	3	4	1	3	
81	8	16	2	7	3	3	0	3	
82	8	13	1	8	2	3	0	1	
83	3	11	2	5	3	4	2	3	
84	5	11	2	8	2	3	0	2	
85	0	9	2	9	3	4	2	3	
86	7	13	2	5	2	4	0	3	
87	7	15	2	9	3	4	0	3	
