begin{nbTrucks}
185
end{nbTrucks}
begin{nbDocks}
50
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
42
end{nbResourcePersonel}
begin{nbResourceEquipment}
13
end{nbResourceEquipment}
begin{nbResourceVehicule}
17
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	9	16	1	5	3	3	2	2	
2	9	15	1	7	2	4	1	2	
3	5	12	2	9	2	2	2	3	
4	6	13	1	5	3	3	0	1	
5	6	11	1	6	2	2	2	1	
6	4	10	2	6	2	3	2	3	
7	1	9	2	6	3	4	1	2	
8	5	11	1	5	2	4	0	3	
9	5	13	2	8	3	3	2	1	
10	10	16	1	8	3	4	1	2	
11	8	15	2	5	2	4	2	2	
12	3	9	1	5	2	2	2	1	
13	9	15	1	5	2	4	0	3	
14	3	10	1	9	3	3	1	3	
15	5	12	1	8	3	3	2	3	
16	11	16	2	7	3	3	0	2	
17	5	12	1	5	3	4	1	3	
18	5	12	1	7	3	4	0	3	
19	5	13	2	8	3	2	0	1	
20	4	11	1	9	3	2	0	3	
21	8	15	1	6	3	2	0	2	
22	7	12	1	7	2	2	0	2	
23	3	8	1	8	2	2	1	2	
24	3	11	2	5	3	4	1	3	
25	2	9	1	8	3	4	0	1	
26	3	10	1	9	3	2	0	3	
27	11	16	1	8	2	4	1	3	
28	8	15	2	5	2	3	2	1	
29	5	11	2	9	2	4	1	2	
30	7	14	1	7	3	3	1	1	
31	0	8	1	6	3	4	1	1	
32	9	16	2	8	3	3	2	1	
33	3	11	2	6	3	3	2	2	
34	9	16	2	9	3	3	2	3	
35	2	8	1	8	2	4	2	3	
36	7	14	1	6	3	3	2	2	
37	1	7	2	5	2	2	2	1	
38	4	13	2	5	3	3	2	2	
39	10	16	2	8	3	2	2	3	
40	7	12	1	9	2	3	2	1	
41	8	14	1	6	2	3	2	3	
42	11	16	2	5	3	3	2	1	
43	4	11	1	9	3	4	0	3	
44	2	8	1	7	2	2	0	1	
45	1	9	1	6	3	4	2	1	
46	8	13	1	6	2	2	0	2	
47	10	16	1	7	3	3	0	1	
48	2	10	1	8	3	3	2	3	
49	10	16	2	7	2	3	2	3	
50	7	12	1	5	2	3	2	1	
51	2	10	1	8	3	4	0	1	
52	2	10	1	5	3	2	2	1	
53	6	12	1	9	2	2	1	2	
54	3	8	1	6	2	2	1	1	
55	4	11	1	8	3	4	1	1	
56	0	7	2	9	2	3	0	1	
57	3	12	2	5	3	3	1	1	
58	3	10	1	8	3	2	2	3	
59	5	11	1	6	2	2	1	2	
60	3	8	1	6	2	2	2	1	
61	8	14	2	7	2	4	1	1	
62	2	9	2	5	2	4	2	1	
63	0	8	2	5	3	2	1	3	
64	8	16	2	7	3	2	1	1	
65	4	13	2	6	3	2	0	1	
66	10	15	1	8	2	3	0	3	
67	0	9	2	5	3	2	2	3	
68	4	11	1	5	3	3	1	3	
69	9	15	2	5	2	3	2	1	
70	4	12	2	8	3	4	2	2	
71	7	16	2	7	3	2	1	1	
72	10	15	1	6	2	3	0	3	
73	7	15	2	5	3	4	1	2	
74	3	9	1	9	2	3	1	2	
75	2	8	2	5	2	4	1	3	
76	2	9	2	8	2	2	2	2	
77	7	14	2	6	2	3	0	2	
78	5	11	2	7	2	4	0	1	
79	5	11	1	6	2	2	1	1	
80	10	16	1	6	3	2	1	1	
81	4	10	2	8	2	4	0	3	
82	5	11	1	9	2	2	2	2	
83	10	16	1	8	3	4	0	1	
84	4	11	1	7	3	3	0	3	
85	8	16	2	9	3	3	1	3	
86	1	8	1	9	3	3	0	1	
87	4	10	1	7	2	3	2	1	
88	3	9	1	6	2	2	0	2	
89	6	12	2	8	2	2	2	3	
90	6	12	1	5	2	3	2	1	
91	7	15	2	8	3	2	1	1	
92	9	16	1	6	3	3	0	3	
93	2	11	2	6	3	2	0	2	
94	11	16	2	9	2	3	0	1	
95	10	16	2	6	3	2	1	1	
96	4	12	2	7	3	2	0	1	
97	11	16	1	9	3	2	2	2	
98	8	14	1	9	2	4	1	1	
99	11	16	2	7	3	2	0	2	
100	10	16	1	7	3	2	2	3	
101	6	12	2	6	2	4	1	1	
102	9	14	1	7	2	4	0	1	
103	6	13	2	6	2	4	1	3	
104	11	16	1	9	3	2	0	2	
105	2	9	1	9	3	3	1	2	
106	7	16	2	5	3	4	0	2	
107	2	10	2	9	3	3	0	3	
108	0	6	1	5	2	4	1	1	
109	7	13	2	6	2	3	0	3	
110	7	14	1	9	3	4	1	2	
111	5	14	2	5	3	4	2	3	
112	4	10	2	7	2	4	0	1	
113	10	16	2	6	2	4	0	1	
114	0	5	1	9	2	2	1	3	
115	3	12	2	6	3	4	2	3	
116	1	6	1	9	2	2	0	2	
117	9	16	1	6	3	4	2	2	
118	3	10	2	8	2	4	1	2	
119	5	13	1	9	3	4	2	1	
120	10	16	1	9	2	3	1	1	
121	1	8	1	9	3	2	2	2	
122	11	16	2	6	3	2	1	2	
123	6	12	1	7	2	3	2	1	
124	7	13	1	6	2	3	1	1	
125	9	14	1	5	2	2	1	1	
126	10	16	2	5	2	2	0	3	
127	2	10	1	5	3	2	1	3	
128	10	16	2	9	3	3	0	2	
129	2	8	2	8	2	4	0	1	
130	5	14	2	7	3	3	2	2	
131	5	11	2	7	2	4	2	3	
132	2	8	1	6	2	2	0	1	
133	8	16	2	8	3	2	0	1	
134	3	8	1	7	2	3	0	3	
135	2	8	1	8	2	4	0	2	
136	8	16	2	8	3	3	0	2	
137	2	11	2	9	3	2	0	3	
138	9	16	2	7	3	3	0	2	
139	9	16	1	6	3	3	1	1	
140	2	7	1	7	2	2	0	3	
141	1	8	2	6	2	4	2	1	
142	6	14	2	8	3	3	1	1	
143	11	16	1	9	2	4	0	2	
144	11	16	1	9	3	4	0	1	
145	5	14	2	7	3	4	1	1	
146	10	16	2	7	2	3	0	3	
147	7	15	2	7	3	2	2	1	
148	11	16	2	9	3	4	1	3	
149	6	14	2	7	3	3	1	2	
150	6	15	2	9	3	3	2	3	
151	0	7	1	7	3	3	2	3	
152	6	15	2	5	3	2	2	2	
