begin{nbTrucks}
163
end{nbTrucks}
begin{nbDocks}
36
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
30
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	8	2	5	2	3	0	3	
2	1	7	2	7	2	4	0	1	
3	5	14	2	5	3	2	1	2	
4	10	16	2	8	3	3	1	2	
5	3	11	1	5	3	3	1	1	
6	11	16	2	5	2	4	1	2	
7	9	16	1	5	3	2	0	2	
8	9	16	2	9	2	2	2	3	
9	7	16	2	5	3	4	0	2	
10	4	12	2	5	3	2	0	1	
11	5	13	2	5	3	2	1	1	
12	1	8	1	6	3	3	0	2	
13	2	9	2	8	2	3	0	1	
14	7	13	1	8	2	3	0	3	
15	6	15	2	6	3	2	0	2	
16	7	13	1	9	2	2	1	1	
17	10	15	1	9	2	3	1	1	
18	7	13	1	7	2	4	1	3	
19	7	13	1	7	2	4	1	1	
20	5	10	1	8	2	4	0	2	
21	4	11	2	6	2	2	0	1	
22	11	16	2	6	2	3	0	2	
23	7	13	1	7	2	4	1	2	
24	5	10	1	6	2	2	1	2	
25	3	9	2	8	2	2	1	3	
26	7	13	1	7	2	4	1	1	
27	5	11	2	8	2	4	0	2	
28	8	14	2	5	2	4	1	3	
29	8	14	1	8	2	4	2	3	
30	7	13	2	5	2	4	1	3	
31	9	16	2	6	3	3	1	3	
32	0	8	2	8	3	4	0	3	
33	5	14	2	9	3	3	1	2	
34	5	14	2	8	3	2	2	1	
35	10	16	1	9	3	4	0	1	
36	4	10	1	7	2	3	0	3	
37	1	7	1	5	2	3	1	2	
38	9	15	1	7	2	3	0	2	
39	6	15	2	9	3	4	2	2	
40	3	11	2	8	3	3	0	3	
41	5	10	1	9	2	2	0	1	
42	0	7	2	6	2	4	2	3	
43	11	16	2	5	3	3	1	3	
44	9	16	2	7	3	2	2	2	
45	1	9	2	6	3	4	1	1	
46	0	9	2	8	3	2	2	1	
47	1	8	2	9	2	2	0	1	
48	4	11	1	8	3	2	1	3	
49	7	13	1	6	2	3	1	2	
50	7	12	1	9	2	3	1	1	
51	8	14	2	8	2	2	2	2	
52	9	16	2	7	3	2	0	1	
53	7	15	2	5	3	4	2	1	
54	4	12	1	8	3	3	2	1	
55	10	16	2	8	3	2	2	3	
56	1	6	1	9	2	4	1	3	
57	6	15	2	8	3	4	2	1	
58	0	9	2	6	3	2	2	1	
59	4	13	2	5	3	2	2	3	
60	4	9	1	5	2	4	1	3	
61	1	6	1	8	2	4	1	2	
62	7	14	1	5	3	2	0	2	
63	5	11	1	5	2	2	1	2	
64	8	14	2	6	2	3	2	1	
65	0	8	1	7	3	3	1	3	
66	4	13	2	5	3	4	2	2	
67	0	9	2	6	3	3	1	2	
68	2	10	1	9	3	4	1	2	
69	5	13	2	6	3	4	0	2	
70	10	16	1	9	2	3	1	3	
71	2	9	1	8	3	3	0	1	
72	5	10	1	9	2	3	1	2	
73	5	11	1	9	2	3	0	3	
74	2	8	2	8	2	2	2	1	
75	6	12	2	8	2	4	0	3	
76	0	7	1	7	3	2	2	2	
77	11	16	1	9	2	4	2	3	
78	0	9	2	7	3	4	2	2	
79	6	14	2	9	3	2	1	2	
80	0	7	2	9	2	2	2	2	
81	10	16	2	6	2	2	2	1	
82	0	5	1	9	2	2	0	2	
83	7	14	2	9	2	3	2	3	
84	3	9	2	7	2	2	0	3	
85	1	7	2	6	2	2	0	3	
86	4	10	1	6	2	3	1	2	
87	6	14	2	5	3	2	1	2	
88	2	10	1	5	3	2	1	2	
89	6	12	1	6	2	4	0	1	
90	7	12	1	9	2	4	0	2	
91	0	7	1	5	3	2	2	3	
92	7	13	2	7	2	3	1	2	
93	5	14	2	8	3	2	1	1	
94	4	9	1	8	2	4	0	2	
95	9	14	1	6	2	4	2	2	
96	10	15	1	6	2	2	0	1	
97	7	15	1	7	3	3	0	2	
98	8	14	1	5	2	3	2	3	
99	2	8	2	8	2	2	0	1	
100	10	16	1	7	3	3	0	2	
101	11	16	1	6	2	2	1	2	
102	11	16	2	5	3	4	1	1	
103	0	8	1	7	3	3	2	2	
104	9	16	1	5	3	4	1	2	
105	10	16	2	9	2	2	1	2	
