begin{nbTrucks}
96
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	10	2	7	3	3	1	3	
2	5	12	2	6	2	2	1	3	
3	0	8	1	5	3	2	1	2	
4	11	16	1	6	2	3	1	2	
5	5	13	1	7	3	3	0	1	
6	4	12	2	5	3	2	0	3	
7	2	8	1	7	2	3	2	2	
8	11	16	1	9	3	2	0	3	
9	0	8	2	5	3	4	2	1	
10	8	16	2	8	3	3	0	3	
11	3	8	1	5	2	2	1	2	
12	4	12	2	7	3	2	0	1	
13	6	13	1	8	3	3	1	3	
14	0	9	2	8	3	2	2	1	
15	5	12	1	6	3	2	0	1	
16	4	11	2	9	2	3	0	1	
17	11	16	1	5	2	2	0	2	
18	7	14	2	7	2	4	2	3	
19	9	16	1	7	3	2	1	2	
20	8	13	1	6	2	2	1	2	
21	5	14	2	5	3	2	0	2	
22	5	11	2	8	2	4	1	3	
23	9	15	2	8	2	4	0	1	
24	9	15	1	9	2	2	2	1	
25	3	11	2	7	3	4	2	3	
26	11	16	2	6	3	3	1	2	
27	10	16	1	6	3	3	2	1	
28	8	14	2	5	2	4	2	2	
29	5	12	1	9	3	3	2	3	
30	6	12	1	9	2	2	1	1	
31	7	13	2	6	2	2	2	1	
32	4	12	2	9	3	2	0	2	
33	2	11	2	8	3	2	2	1	
34	1	6	1	9	2	3	2	2	
35	4	12	1	8	3	4	1	2	
36	11	16	2	8	2	2	1	2	
37	11	16	1	5	3	4	2	1	
38	8	14	2	7	2	2	2	2	
39	10	16	1	6	3	4	2	2	
40	6	15	2	6	3	3	0	2	
41	4	9	1	8	2	2	0	2	
42	11	16	2	8	3	2	1	2	
43	11	16	2	7	2	4	0	2	
44	1	7	2	8	2	4	0	1	
45	10	16	1	5	3	3	0	1	
46	9	16	2	6	2	4	2	1	
47	6	13	2	9	2	3	0	3	
48	9	16	2	5	3	4	0	3	
49	0	7	1	6	3	3	2	2	
50	10	15	1	8	2	4	1	1	
51	3	10	1	8	3	3	0	2	
52	1	8	2	8	2	2	2	1	
53	9	16	2	9	3	2	0	2	
54	6	11	1	8	2	4	2	3	
55	7	16	2	9	3	3	2	1	
56	6	11	1	6	2	4	1	1	
57	2	8	2	9	2	4	0	1	
58	0	8	2	6	3	2	0	1	
59	4	11	2	6	2	2	0	1	
60	4	9	1	6	2	4	1	3	
61	9	16	1	5	3	4	2	1	
62	6	14	1	7	3	4	2	1	
63	10	16	1	8	2	3	0	2	
64	0	7	1	9	3	4	2	3	
65	8	16	2	5	3	2	1	1	
66	3	9	1	8	2	3	1	3	
67	3	9	1	5	2	4	0	1	
68	6	13	2	5	2	3	1	1	
69	7	13	2	8	2	4	2	3	
70	11	16	2	7	3	2	1	3	
71	7	15	1	9	3	4	0	2	
72	5	14	2	5	3	2	0	2	
73	0	8	1	6	3	3	0	3	
74	11	16	2	6	3	4	0	3	
75	3	9	1	9	2	3	1	1	
76	0	8	2	6	3	2	2	1	
77	0	6	1	8	2	4	1	1	
78	10	15	1	6	2	4	2	1	
79	9	15	2	6	2	2	0	1	
80	1	10	2	5	3	3	2	2	
81	10	16	2	7	2	4	1	1	
82	5	10	1	6	2	4	2	3	
83	8	14	1	7	2	2	2	1	
84	7	13	2	6	2	4	2	1	
85	8	14	1	7	2	4	1	3	
86	5	11	2	7	2	2	1	3	
87	10	16	1	5	3	2	2	3	
88	2	10	2	9	3	2	2	1	
89	5	12	2	5	2	4	0	1	
90	3	9	1	8	2	3	1	2	
91	7	14	2	5	2	2	0	1	
92	2	9	2	8	2	4	2	2	
93	9	16	1	7	3	3	0	1	
94	7	15	2	6	3	3	2	1	
95	2	9	2	5	2	3	2	3	
96	7	12	1	6	2	2	2	1	
end{Tasks}
