begin{nbTrucks}
139
end{nbTrucks}
begin{nbDocks}
28
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
24
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	8	14	1	8	2	4	2	3	
2	7	15	2	9	3	3	0	1	
3	1	9	2	6	3	4	2	3	
4	9	15	1	5	2	4	0	1	
5	8	16	1	5	3	2	1	2	
6	7	14	1	6	3	2	1	2	
7	7	13	1	5	2	4	1	1	
8	1	7	2	6	2	2	1	2	
9	7	16	2	5	3	2	1	2	
10	7	13	1	9	2	2	1	1	
11	11	16	1	6	3	3	1	1	
12	1	9	1	6	3	2	1	2	
13	4	12	1	8	3	4	1	3	
14	7	13	1	6	2	4	1	2	
15	0	7	2	9	2	4	0	2	
16	4	9	1	7	2	4	2	2	
17	10	16	1	9	2	2	0	3	
18	11	16	1	8	3	4	1	2	
19	5	12	2	5	2	3	1	2	
20	2	8	2	5	2	4	2	1	
21	7	15	2	5	3	2	2	1	
22	6	14	2	8	3	4	2	2	
23	10	16	2	8	2	4	1	3	
24	8	15	2	8	2	2	2	3	
25	5	12	2	6	2	4	1	2	
26	9	16	2	7	3	3	2	2	
27	4	11	1	8	3	2	0	2	
28	8	16	2	7	3	4	2	3	
29	7	15	2	8	3	4	1	1	
30	1	7	1	8	2	2	1	3	
31	3	12	2	8	3	2	2	3	
32	2	10	2	7	3	3	1	3	
33	9	16	2	8	2	3	2	1	
34	3	12	2	6	3	2	0	3	
35	1	10	2	9	3	3	0	2	
36	1	8	1	7	3	4	2	1	
37	11	16	2	7	3	3	0	1	
38	11	16	1	6	2	3	0	1	
39	0	6	1	8	2	2	0	3	
40	4	12	2	6	3	3	1	2	
41	10	16	2	8	3	3	1	1	
42	11	16	1	7	2	3	1	2	
43	10	16	2	5	2	2	1	3	
44	6	12	2	7	2	4	2	2	
45	1	6	1	6	2	2	1	3	
46	10	16	2	7	2	3	2	2	
47	8	16	1	9	3	2	1	3	
48	10	16	2	7	3	4	2	3	
49	9	16	1	8	3	2	0	1	
50	8	13	1	6	2	4	1	3	
51	5	11	2	5	2	3	0	3	
52	5	12	1	6	3	2	0	1	
53	6	14	1	7	3	4	1	2	
54	5	12	2	5	2	4	1	1	
55	4	12	1	9	3	3	2	1	
56	7	13	2	9	2	2	2	2	
57	0	8	1	7	3	4	0	3	
58	2	9	2	5	2	4	1	1	
59	11	16	1	7	2	2	1	2	
60	7	15	2	8	3	4	1	1	
61	0	9	2	5	3	2	2	2	
62	6	13	2	8	2	3	2	2	
63	11	16	2	6	3	4	1	3	
64	2	11	2	7	3	3	1	2	
65	3	10	2	5	2	2	0	2	
66	10	16	2	5	3	2	2	1	
67	5	11	2	9	2	4	2	3	
68	5	12	1	7	3	3	2	2	
69	9	16	2	6	3	4	1	2	
70	5	12	2	7	2	4	1	3	
71	7	16	2	6	3	3	2	3	
72	2	8	1	7	2	4	1	3	
73	3	9	1	9	2	4	0	2	
74	8	16	2	7	3	2	1	1	
75	2	9	2	8	2	3	2	2	
76	4	10	1	9	2	3	2	3	
77	10	16	1	7	3	3	2	3	
78	6	12	2	9	2	2	0	3	
79	6	12	2	5	2	2	1	1	
80	11	16	2	8	2	3	2	1	
81	5	14	2	5	3	2	1	1	
82	7	14	2	6	2	2	1	1	
83	2	8	1	7	2	2	1	3	
84	2	11	2	9	3	2	0	3	
85	8	15	2	9	2	3	2	3	
86	7	15	2	9	3	4	0	2	
87	6	13	2	6	2	4	1	3	
88	6	11	1	9	2	2	0	3	
89	10	16	2	8	3	3	2	3	
90	1	8	2	6	2	2	1	1	
91	2	9	2	7	2	3	2	3	
92	10	16	1	7	3	4	2	1	
93	1	10	2	5	3	3	2	2	
94	8	16	2	5	3	2	1	1	
95	5	11	1	6	2	4	2	1	
96	6	11	1	6	2	4	2	1	
97	4	11	2	7	2	3	0	3	
98	8	16	1	5	3	4	2	1	
99	9	16	1	9	3	2	1	3	
100	8	15	1	6	3	2	1	3	
101	0	8	2	8	3	3	2	1	
102	4	10	2	5	2	4	2	3	
103	7	13	2	6	2	3	0	2	
104	1	9	2	6	3	3	2	1	
105	0	9	2	5	3	3	2	1	
106	7	15	1	8	3	2	1	3	
107	9	14	1	9	2	2	2	3	
108	2	8	2	5	2	4	2	3	
109	6	14	1	6	3	2	0	1	
110	1	7	2	8	2	3	1	2	
111	11	16	1	5	3	4	0	1	
112	4	11	2	6	2	2	2	2	
113	9	16	2	8	3	2	2	1	
114	0	9	2	7	3	3	0	2	
115	9	14	1	7	2	3	0	2	
116	10	16	1	6	3	4	0	1	
117	10	16	1	9	3	3	1	3	
118	8	13	1	9	2	4	2	2	
119	3	12	2	5	3	2	2	1	
120	3	10	1	5	3	4	2	1	
121	11	16	2	8	3	3	0	2	
122	11	16	1	5	3	2	2	1	
123	1	7	2	5	2	3	2	2	
124	3	10	1	5	3	3	0	2	
125	11	16	2	9	2	2	1	3	
126	9	16	2	5	3	2	2	3	
127	6	14	1	9	3	3	1	3	
128	7	14	1	6	3	4	0	1	
129	3	9	2	7	2	4	0	2	
130	8	16	2	7	3	4	1	3	
131	2	8	2	7	2	2	2	2	
132	5	12	2	8	2	3	1	3	
133	10	16	1	6	2	3	0	3	
134	11	16	2	9	2	4	0	2	
135	9	16	1	9	3	4	1	3	
136	6	13	1	8	3	3	0	1	
137	7	15	1	9	3	3	2	1	
138	8	13	1	7	2	3	0	3	
139	2	8	2	9	2	3	1	3	
end{Tasks}
