begin{nbTrucks}
118
end{nbTrucks}
begin{nbDocks}
26
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
22
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
9
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	9	2	7	2	4	2	2	
2	8	14	2	6	2	2	2	3	
3	7	13	1	8	2	3	0	3	
4	6	15	2	6	3	4	2	3	
5	11	16	2	9	3	3	1	1	
6	8	15	1	9	3	2	2	2	
7	6	13	1	9	3	2	2	3	
8	2	7	1	8	2	2	0	3	
9	4	11	2	5	2	3	1	2	
10	11	16	2	5	3	2	2	1	
11	9	16	2	7	3	4	1	1	
12	4	11	1	5	3	3	0	1	
13	9	16	1	6	3	3	0	3	
14	5	12	2	9	2	4	2	3	
15	5	12	2	8	2	3	2	2	
16	6	14	1	8	3	2	2	1	
17	1	7	1	9	2	3	0	3	
18	11	16	2	9	2	3	1	1	
19	5	13	1	6	3	3	1	2	
20	1	8	1	5	3	2	0	1	
21	0	8	1	8	3	3	2	2	
22	6	13	1	9	3	4	0	3	
23	11	16	2	9	2	2	0	2	
24	10	16	1	8	3	2	0	1	
25	8	15	2	6	2	4	1	2	
26	7	15	1	5	3	3	2	1	
27	0	6	1	8	2	2	2	2	
28	1	7	1	6	2	2	0	2	
29	1	7	2	8	2	2	2	2	
30	11	16	2	9	2	2	0	2	
31	1	7	2	5	2	2	2	3	
32	8	16	2	6	3	2	2	1	
33	5	13	2	8	3	4	0	2	
34	3	12	2	8	3	3	1	1	
35	10	15	1	9	2	3	1	1	
36	1	7	1	5	2	3	1	3	
37	4	12	1	7	3	3	0	2	
38	6	12	2	7	2	4	2	3	
39	10	16	1	9	3	4	0	3	
40	4	12	2	6	3	3	2	3	
41	6	13	1	9	3	4	2	1	
42	7	12	1	5	2	2	0	1	
43	1	7	1	5	2	3	1	1	
44	10	15	1	5	2	2	0	3	
45	6	11	1	8	2	3	0	2	
46	2	10	1	6	3	4	2	2	
47	11	16	1	5	3	3	0	3	
48	4	12	1	7	3	2	2	2	
49	2	7	1	5	2	3	0	2	
50	4	12	1	8	3	4	1	3	
51	6	11	1	5	2	3	2	1	
52	8	14	1	8	2	3	2	2	
53	10	16	1	7	3	4	2	1	
54	6	15	2	9	3	2	2	1	
55	2	9	2	9	2	2	0	2	
56	6	11	1	7	2	2	1	1	
57	3	9	1	9	2	2	0	1	
58	4	12	2	6	3	4	1	2	
59	10	16	2	8	2	4	1	3	
60	3	11	1	8	3	4	0	1	
61	1	7	2	7	2	3	1	3	
62	0	9	2	5	3	3	0	2	
63	10	16	1	8	3	2	0	1	
64	5	10	1	9	2	3	1	2	
65	6	14	1	5	3	2	2	1	
66	3	11	2	8	3	3	1	1	
67	6	12	1	9	2	3	2	3	
68	8	14	2	6	2	4	0	2	
69	10	16	2	9	3	4	1	3	
70	5	13	2	9	3	2	2	1	
71	3	11	2	7	3	3	2	1	
72	4	10	1	8	2	3	0	2	
73	8	14	2	8	2	2	1	3	
74	3	12	2	5	3	3	0	3	
75	11	16	2	6	3	3	1	2	
76	8	16	1	7	3	3	2	2	
77	1	8	2	5	2	3	2	2	
78	4	12	2	9	3	2	2	2	
79	5	12	1	8	3	2	2	1	
80	4	12	2	7	3	2	1	2	
81	11	16	2	8	2	3	1	1	
82	3	12	2	8	3	4	1	2	
83	7	13	2	7	2	2	2	1	
84	3	11	2	5	3	4	0	3	
85	11	16	2	6	2	2	2	1	
86	4	13	2	9	3	2	0	2	
87	4	10	2	5	2	2	1	3	
88	3	9	1	9	2	2	1	2	
89	4	9	1	9	2	3	0	1	
90	8	14	2	7	2	2	2	3	
91	2	11	2	7	3	2	2	3	
92	0	7	2	9	2	3	2	3	
93	2	9	2	7	2	2	2	2	
94	7	14	2	8	2	2	2	1	
95	11	16	1	7	2	2	0	3	
96	8	16	2	8	3	3	1	3	
97	2	7	1	8	2	2	0	1	
98	5	13	1	8	3	4	2	1	
99	7	13	2	6	2	2	0	3	
100	6	13	1	9	3	4	1	3	
101	8	16	2	7	3	3	0	2	
102	5	14	2	9	3	3	1	3	
103	4	11	1	7	3	4	0	3	
104	3	9	1	9	2	4	2	2	
105	0	8	2	8	3	2	2	1	
106	1	8	2	5	2	2	0	3	
107	7	16	2	8	3	4	2	3	
108	8	16	1	8	3	3	0	2	
109	11	16	1	7	3	4	1	1	
110	5	13	1	5	3	2	1	3	
111	0	6	2	5	2	2	0	3	
112	8	14	1	8	2	3	0	3	
113	2	8	1	7	2	3	0	1	
114	7	14	2	9	2	2	1	3	
115	0	9	2	9	3	4	0	1	
116	0	6	1	6	2	2	0	2	
117	2	11	2	6	3	2	2	1	
118	4	10	2	7	2	3	0	1	
end{Tasks}
