begin{nbTrucks}
161
end{nbTrucks}
begin{nbDocks}
42
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
35
end{nbResourcePersonel}
begin{nbResourceEquipment}
11
end{nbResourceEquipment}
begin{nbResourceVehicule}
14
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	9	16	1	7	3	3	0	2	
2	3	12	2	8	3	2	2	3	
3	9	15	1	7	2	4	2	1	
4	1	8	1	7	3	2	2	2	
5	0	8	2	6	3	2	1	1	
6	0	5	1	7	2	2	1	2	
7	3	10	1	7	3	3	2	1	
8	5	13	2	5	3	4	0	3	
9	5	12	1	8	3	3	2	3	
10	3	9	1	8	2	2	0	3	
11	8	16	2	8	3	4	2	3	
12	2	11	2	6	3	3	2	3	
13	8	16	2	9	3	2	0	2	
14	1	9	1	8	3	2	0	2	
15	7	15	2	6	3	4	2	1	
16	4	10	2	9	2	4	1	3	
17	1	7	1	9	2	3	1	1	
18	8	16	2	9	3	3	2	2	
19	6	14	2	5	3	3	2	1	
20	7	13	1	6	2	4	2	2	
21	6	11	1	5	2	3	1	3	
22	6	14	2	5	3	2	2	2	
23	10	16	1	6	3	3	0	3	
24	0	6	2	8	2	3	0	1	
25	0	8	1	5	3	3	0	2	
26	5	11	1	8	2	3	1	1	
27	11	16	2	6	3	2	1	1	
28	7	13	1	7	2	4	1	3	
29	7	14	1	5	3	3	1	3	
30	2	7	1	9	2	2	0	3	
31	10	16	2	8	3	2	1	1	
32	5	12	2	9	2	3	1	1	
33	0	5	1	7	2	4	1	3	
34	2	11	2	8	3	4	0	1	
35	5	11	2	8	2	4	0	2	
36	2	8	2	6	2	4	2	3	
37	1	9	2	9	3	3	0	2	
38	1	9	1	7	3	4	0	3	
39	10	16	1	5	3	4	2	1	
40	9	15	1	9	2	4	2	2	
41	10	16	1	7	3	3	1	3	
42	10	16	1	8	3	3	2	2	
43	6	11	1	8	2	2	2	1	
44	5	13	1	9	3	4	1	1	
45	4	13	2	9	3	3	2	1	
46	4	10	2	8	2	2	2	2	
47	3	8	1	7	2	2	0	1	
48	2	8	1	9	2	4	0	3	
49	3	10	2	8	2	3	1	3	
50	7	14	2	6	2	4	0	1	
51	7	15	1	6	3	3	2	3	
52	10	16	2	7	3	2	1	3	
53	0	6	1	9	2	2	2	3	
54	11	16	1	7	2	2	0	1	
55	8	13	1	9	2	2	2	1	
56	2	7	1	6	2	2	2	3	
57	7	15	1	5	3	3	0	1	
58	7	12	1	8	2	2	1	1	
59	8	16	1	5	3	2	0	1	
60	3	12	2	8	3	3	2	1	
61	0	6	2	6	2	2	2	3	
62	7	13	1	6	2	2	1	3	
63	10	16	2	9	3	2	2	2	
64	7	13	2	7	2	2	2	1	
65	4	11	2	6	2	3	0	3	
66	7	15	2	5	3	2	0	2	
67	10	16	2	6	2	4	0	3	
68	6	11	1	5	2	3	0	3	
69	7	16	2	7	3	3	0	1	
70	0	6	2	9	2	3	2	3	
71	0	6	2	5	2	2	2	1	
72	1	9	2	7	3	2	2	2	
