begin{nbTrucks}
87
end{nbTrucks}
begin{nbDocks}
24
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
20
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	10	2	9	3	4	2	3	
2	7	14	2	7	2	3	2	3	
3	6	15	2	6	3	4	0	1	
4	1	7	1	9	2	3	0	1	
5	11	16	2	8	3	4	1	2	
6	7	16	2	7	3	2	2	3	
7	0	8	1	8	3	4	1	3	
8	7	14	1	9	3	4	0	1	
9	2	9	1	6	3	2	1	3	
10	10	16	1	5	3	3	0	3	
11	7	15	2	9	3	4	0	2	
12	4	11	2	7	2	4	0	3	
13	6	14	1	5	3	2	2	2	
14	4	12	1	7	3	3	1	2	
15	5	13	2	9	3	4	2	2	
16	5	13	2	8	3	4	1	1	
17	8	14	1	5	2	2	2	3	
18	1	8	2	8	2	3	1	2	
19	8	15	2	5	2	4	1	1	
20	8	15	1	6	3	3	1	3	
21	11	16	1	5	2	3	0	1	
22	11	16	2	9	2	2	2	3	
23	5	13	1	7	3	4	2	3	
24	11	16	1	6	2	2	0	3	
25	3	10	2	9	2	4	0	1	
26	1	10	2	5	3	2	0	3	
27	11	16	1	5	3	3	2	1	
28	8	14	1	8	2	2	1	2	
29	3	11	1	7	3	4	0	1	
30	4	12	1	7	3	2	0	3	
31	11	16	2	8	2	2	1	1	
32	9	15	1	6	2	4	1	3	
33	2	8	2	5	2	2	2	1	
34	10	16	2	7	3	2	0	2	
35	2	7	1	9	2	3	2	3	
36	3	11	1	7	3	2	0	3	
37	6	12	2	8	2	2	0	1	
38	3	8	1	7	2	3	2	2	
39	9	15	2	7	2	3	1	2	
40	7	12	1	8	2	4	0	2	
41	7	12	1	8	2	2	0	3	
42	9	16	1	8	3	4	0	3	
43	3	9	2	9	2	2	2	3	
44	6	14	1	6	3	2	1	1	
45	8	16	1	9	3	3	1	1	
46	11	16	1	5	3	3	1	3	
47	6	12	1	9	2	3	0	1	
48	11	16	1	9	3	2	0	3	
49	5	11	2	6	2	4	1	3	
50	6	14	1	6	3	3	1	3	
51	0	8	1	8	3	4	0	2	
52	10	16	1	6	3	4	0	2	
53	4	10	1	5	2	2	0	3	
54	6	14	2	6	3	3	1	1	
55	1	8	1	9	3	4	0	2	
56	4	10	2	8	2	4	1	2	
57	7	12	1	9	2	3	1	1	
58	9	14	1	9	2	2	0	2	
59	9	16	2	8	3	4	2	1	
60	1	8	1	6	3	3	1	1	
61	1	10	2	9	3	3	1	3	
62	5	12	1	8	3	4	0	1	
63	11	16	1	6	3	4	1	1	
64	4	9	1	6	2	3	0	3	
65	3	10	2	6	2	3	1	3	
66	10	16	1	8	3	3	1	1	
67	3	11	1	5	3	3	1	3	
68	4	11	2	6	2	4	0	1	
69	0	6	2	6	2	2	1	1	
70	1	9	1	9	3	4	0	1	
71	10	16	2	7	3	4	1	3	
72	11	16	2	9	3	3	0	2	
73	5	11	1	6	2	3	0	1	
74	3	12	2	8	3	4	1	1	
75	9	16	1	7	3	2	0	2	
76	3	10	1	7	3	4	1	2	
77	10	15	1	6	2	4	0	3	
78	8	16	2	9	3	4	2	2	
79	3	9	1	5	2	3	1	2	
80	6	12	1	8	2	4	1	3	
81	6	14	2	7	3	4	2	1	
82	2	8	2	9	2	4	0	3	
83	7	16	2	9	3	4	1	2	
84	10	16	1	6	3	3	2	3	
85	10	15	1	6	2	2	1	3	
86	5	14	2	9	3	3	0	3	
87	0	7	1	9	3	2	0	3	
end{Tasks}
