begin{nbTrucks}
159
end{nbTrucks}
begin{nbDocks}
38
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
32
end{nbResourcePersonel}
begin{nbResourceEquipment}
10
end{nbResourceEquipment}
begin{nbResourceVehicule}
13
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	10	1	7	3	4	1	2	
2	10	16	1	7	2	3	1	3	
3	2	11	2	6	3	4	2	2	
4	8	13	1	7	2	4	2	2	
5	9	16	2	7	3	3	1	2	
6	1	6	1	8	2	2	0	1	
7	2	9	1	8	3	2	2	2	
8	8	15	1	9	3	3	1	1	
9	0	9	2	9	3	2	0	2	
10	2	10	2	7	3	2	1	3	
11	2	11	2	7	3	2	1	2	
12	0	8	1	6	3	2	2	1	
13	10	16	2	9	2	2	2	3	
14	11	16	2	7	3	2	0	1	
15	5	13	2	9	3	3	0	3	
16	4	12	2	8	3	4	1	1	
17	6	14	1	7	3	2	0	3	
18	2	7	1	5	2	3	0	2	
19	6	11	1	5	2	3	1	1	
20	0	5	1	5	2	4	1	2	
21	9	14	1	7	2	4	1	1	
22	1	6	1	5	2	3	2	1	
23	6	12	2	7	2	3	1	3	
24	2	11	2	7	3	4	2	3	
25	1	8	2	9	2	3	1	1	
26	11	16	2	5	2	2	0	1	
27	0	9	2	6	3	3	2	1	
28	2	10	2	9	3	4	0	3	
29	2	7	1	9	2	4	0	1	
30	4	13	2	6	3	4	2	2	
31	11	16	2	7	2	4	1	3	
32	1	9	1	6	3	2	2	1	
33	5	12	2	5	2	4	1	1	
34	3	10	2	6	2	4	2	3	
35	0	7	2	6	2	4	1	2	
36	3	9	2	9	2	2	0	2	
37	10	16	2	6	3	3	1	3	
38	4	10	1	9	2	4	2	2	
39	6	14	1	5	3	3	2	2	
40	9	15	1	7	2	2	0	2	
41	10	15	1	8	2	2	1	3	
