begin{nbTrucks}
156
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	9	2	5	2	2	1	2	
2	9	15	1	6	2	2	1	3	
3	9	15	2	5	2	4	2	2	
4	9	14	1	9	2	2	0	2	
5	9	16	2	7	2	2	2	2	
6	7	15	1	8	3	3	1	2	
7	4	12	1	8	3	3	2	2	
8	9	16	2	8	3	3	1	3	
9	2	7	1	9	2	2	2	1	
10	1	9	1	6	3	2	2	2	
11	11	16	1	7	3	2	0	1	
12	5	12	2	6	2	4	2	3	
13	11	16	2	8	3	2	2	3	
14	4	12	1	8	3	2	1	3	
15	5	13	2	9	3	3	2	2	
16	8	15	1	9	3	2	2	1	
17	5	13	2	6	3	2	2	3	
18	6	13	1	9	3	4	0	1	
19	11	16	1	9	3	4	2	1	
20	4	13	2	7	3	2	1	1	
21	6	14	1	6	3	3	0	1	
22	5	11	2	5	2	3	0	1	
23	6	14	2	7	3	3	2	3	
24	6	15	2	5	3	2	1	3	
25	8	16	1	8	3	4	1	1	
26	6	15	2	8	3	3	1	2	
27	1	7	1	6	2	3	0	3	
28	0	6	1	5	2	3	2	1	
29	1	10	2	7	3	3	2	1	
30	1	8	1	8	3	3	1	1	
31	0	8	1	6	3	4	1	2	
32	0	9	2	5	3	4	1	3	
33	10	16	1	6	3	3	1	2	
34	0	6	2	5	2	4	2	1	
35	10	16	2	6	2	3	2	2	
36	6	12	2	8	2	3	1	1	
37	0	6	2	8	2	4	2	2	
38	0	8	2	9	3	2	1	2	
39	10	16	1	8	3	2	2	3	
40	10	16	2	6	2	3	0	2	
41	11	16	1	9	2	4	0	2	
42	11	16	2	8	2	4	1	3	
43	11	16	2	8	3	4	2	1	
44	10	16	2	9	2	4	1	3	
45	7	15	1	7	3	3	1	2	
46	8	16	2	9	3	4	2	2	
47	4	11	1	9	3	4	0	2	
48	3	10	2	7	2	2	0	2	
49	8	14	1	8	2	2	1	2	
50	10	16	1	9	3	4	1	1	
51	4	10	2	5	2	2	2	3	
52	8	16	1	6	3	2	0	1	
53	2	10	1	9	3	2	0	1	
54	8	15	1	7	3	4	2	1	
55	6	12	1	5	2	3	2	2	
56	7	14	1	6	3	4	0	1	
57	8	16	2	6	3	4	0	3	
58	5	11	2	9	2	3	2	1	
59	7	15	1	8	3	2	1	2	
60	7	13	2	9	2	4	0	1	
61	10	16	2	9	3	2	2	2	
62	4	12	2	9	3	3	1	3	
63	11	16	1	6	3	2	1	2	
64	1	9	2	7	3	2	2	1	
65	9	15	2	8	2	2	2	3	
66	5	11	1	5	2	2	1	3	
67	0	7	1	8	3	3	2	3	
68	3	8	1	7	2	4	1	3	
69	10	16	2	5	2	4	1	2	
70	7	14	2	8	2	2	0	3	
71	3	11	1	7	3	3	1	3	
72	4	9	1	8	2	3	0	2	
73	11	16	2	9	2	4	1	3	
74	5	11	1	5	2	3	1	3	
75	10	16	2	8	2	4	0	2	
