begin{nbTrucks}
72
end{nbTrucks}
begin{nbDocks}
24
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
20
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	6	12	1	6	2	2	1	1	
2	9	15	1	7	2	3	0	1	
3	0	5	1	8	2	3	2	2	
4	3	11	2	5	3	4	1	3	
5	6	11	1	6	2	4	1	1	
6	1	8	1	5	3	2	1	1	
7	4	9	1	8	2	3	1	1	
8	10	16	2	7	2	3	2	2	
9	1	6	1	9	2	4	2	1	
10	1	9	2	5	3	3	1	1	
11	3	11	2	9	3	3	1	3	
12	11	16	1	7	3	2	2	3	
13	6	13	2	6	2	3	2	2	
14	0	9	2	6	3	3	0	1	
15	3	9	1	5	2	2	0	3	
16	7	13	1	5	2	4	0	1	
17	4	12	2	9	3	2	2	2	
18	2	8	2	9	2	4	2	2	
19	11	16	1	6	3	2	1	3	
20	9	15	2	7	2	2	1	1	
21	6	11	1	7	2	2	0	3	
22	2	8	1	5	2	3	2	1	
23	2	9	2	5	2	4	2	1	
24	0	5	1	6	2	2	1	2	
25	8	16	2	8	3	3	1	1	
26	7	14	2	6	2	3	0	1	
27	3	10	1	6	3	3	2	1	
28	4	11	2	7	2	3	2	3	
29	9	15	2	6	2	3	2	1	
30	1	9	2	8	3	3	1	2	
31	4	10	1	7	2	2	0	2	
32	5	10	1	7	2	2	2	2	
33	6	12	1	6	2	2	2	2	
34	3	10	2	7	2	2	1	1	
35	7	15	2	6	3	2	1	2	
36	1	6	1	8	2	4	0	3	
37	11	16	2	7	3	3	1	3	
38	2	8	2	9	2	4	2	1	
39	11	16	1	7	3	3	1	3	
40	6	13	2	8	2	2	1	1	
41	1	9	1	5	3	3	0	3	
42	2	8	2	8	2	3	0	3	
43	0	7	2	8	2	3	0	3	
44	9	16	2	6	2	2	2	3	
45	11	16	1	5	3	4	1	1	
46	0	5	1	6	2	3	1	1	
47	9	14	1	6	2	2	2	1	
48	7	16	2	9	3	4	0	2	
49	3	9	2	7	2	2	2	1	
50	3	9	1	6	2	3	1	3	
51	3	9	1	5	2	4	1	3	
52	7	13	2	9	2	2	2	2	
53	6	15	2	7	3	2	0	1	
54	4	10	1	9	2	4	0	2	
55	4	13	2	5	3	3	1	1	
56	8	16	2	5	3	4	2	3	
57	1	6	1	6	2	3	1	1	
58	1	10	2	9	3	4	0	3	
59	6	12	1	8	2	2	2	3	
60	0	9	2	7	3	2	0	1	
61	4	11	2	7	2	2	2	3	
62	7	14	2	7	2	2	2	2	
63	7	13	1	6	2	4	1	1	
64	5	14	2	9	3	2	0	1	
65	2	7	1	5	2	4	1	1	
66	0	5	1	9	2	2	0	1	
67	3	9	1	7	2	4	2	1	
68	2	9	1	9	3	3	1	3	
69	0	5	1	6	2	2	1	2	
70	3	12	2	5	3	4	0	2	
71	6	12	2	9	2	2	0	3	
72	11	16	1	7	2	2	0	1	
end{Tasks}
