begin{nbTrucks}
109
end{nbTrucks}
begin{nbDocks}
28
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
24
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	9	1	8	3	2	2	3	
2	1	8	1	6	3	4	2	1	
3	2	9	1	8	3	2	2	3	
4	7	14	2	5	2	2	2	1	
5	2	10	1	7	3	3	1	3	
6	1	7	2	5	2	3	1	2	
7	0	7	2	9	2	3	1	1	
8	9	16	1	6	3	2	0	3	
9	2	7	1	9	2	2	2	2	
10	11	16	2	5	2	2	2	2	
11	0	7	2	6	2	3	1	2	
12	7	13	2	9	2	3	0	1	
13	7	16	2	5	3	2	0	3	
14	5	12	2	6	2	3	0	1	
15	5	14	2	5	3	4	0	2	
16	7	16	2	9	3	4	2	1	
17	6	15	2	5	3	3	0	3	
18	1	6	1	7	2	3	1	1	
19	7	14	2	6	2	4	0	3	
20	7	14	1	5	3	3	1	3	
21	6	12	2	9	2	4	2	2	
22	4	13	2	8	3	3	0	1	
23	11	16	1	9	3	4	1	1	
24	4	13	2	5	3	4	1	1	
25	11	16	1	5	3	4	2	2	
26	8	16	2	5	3	2	0	3	
27	4	11	2	9	2	4	2	2	
28	8	16	2	5	3	3	0	1	
29	7	14	2	8	2	3	1	3	
30	3	9	2	7	2	2	1	3	
31	8	16	1	9	3	2	1	3	
32	11	16	2	6	3	4	0	1	
33	0	6	2	9	2	3	1	1	
34	7	14	2	6	2	4	0	3	
35	0	9	2	9	3	4	2	2	
36	4	12	2	6	3	3	1	1	
37	5	11	1	7	2	4	2	3	
38	0	8	1	9	3	2	1	3	
39	11	16	1	8	2	4	2	2	
40	0	7	1	7	3	3	1	3	
41	1	6	1	9	2	2	0	2	
42	2	9	2	7	2	3	1	2	
43	2	10	1	6	3	4	1	3	
44	1	9	2	5	3	4	2	3	
45	1	7	1	5	2	3	0	1	
46	3	11	2	8	3	3	2	2	
47	9	15	2	8	2	3	0	2	
48	1	7	2	7	2	2	2	3	
49	5	12	1	7	3	2	1	1	
50	2	9	1	5	3	2	2	3	
51	9	16	1	9	3	3	2	3	
52	5	13	1	9	3	2	2	3	
53	0	7	2	6	2	2	1	2	
54	5	11	1	9	2	3	2	2	
55	6	13	2	5	2	3	2	1	
56	9	14	1	6	2	2	0	3	
57	10	16	1	6	3	3	2	1	
58	10	16	2	9	2	2	0	3	
59	1	9	2	8	3	3	0	2	
60	7	13	1	9	2	2	2	2	
61	10	16	2	8	2	4	0	2	
62	5	14	2	5	3	2	1	1	
63	10	16	1	6	2	4	1	3	
64	8	16	2	5	3	4	0	3	
65	7	13	2	6	2	4	2	3	
66	0	7	1	8	3	3	0	2	
67	4	9	1	9	2	2	1	2	
68	2	9	1	6	3	4	2	1	
69	11	16	2	8	2	4	0	2	
70	11	16	1	9	2	3	2	2	
71	10	16	2	5	3	3	2	3	
72	9	15	1	5	2	3	2	1	
73	4	13	2	9	3	4	1	3	
74	9	16	2	7	2	4	2	2	
75	2	11	2	5	3	2	0	3	
76	0	7	1	7	3	4	2	3	
77	5	14	2	7	3	2	1	3	
78	7	16	2	6	3	2	0	1	
79	3	10	2	6	2	2	2	3	
80	10	15	1	9	2	2	1	1	
81	2	9	2	8	2	2	2	2	
82	9	14	1	9	2	4	0	2	
83	4	13	2	9	3	2	1	2	
84	7	12	1	8	2	2	2	3	
85	0	8	1	5	3	4	2	1	
86	2	9	2	5	2	3	1	1	
87	5	13	2	6	3	4	1	2	
88	6	13	1	7	3	4	1	3	
89	11	16	1	9	3	2	1	1	
90	11	16	2	6	3	2	1	2	
91	7	15	1	7	3	3	2	3	
92	5	10	1	6	2	4	2	3	
93	2	7	1	9	2	3	1	1	
94	4	10	2	7	2	3	2	2	
95	9	16	2	7	2	2	2	1	
96	0	8	1	9	3	2	1	2	
97	10	16	1	9	3	2	1	2	
98	7	14	1	7	3	4	1	2	
99	4	10	2	9	2	2	2	3	
100	1	10	2	9	3	4	1	2	
101	0	7	2	9	2	3	2	2	
102	5	11	1	8	2	4	2	2	
103	6	11	1	8	2	4	2	1	
104	1	7	1	5	2	3	2	3	
105	6	13	2	9	2	3	1	1	
106	4	10	1	9	2	2	0	1	
107	11	16	1	8	2	4	1	2	
108	11	16	1	9	2	4	0	1	
109	7	14	1	6	3	4	2	3	
end{Tasks}
