begin{nbTrucks}
145
end{nbTrucks}
begin{nbDocks}
30
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
25
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	11	2	7	3	3	0	3	
2	6	13	2	8	2	2	1	3	
3	6	11	1	6	2	2	0	1	
4	0	6	1	6	2	3	0	1	
5	1	6	1	8	2	2	0	3	
6	4	11	2	8	2	2	0	2	
7	2	10	1	8	3	3	2	3	
8	6	13	2	5	2	3	0	1	
9	9	15	1	6	2	2	1	3	
10	5	12	1	5	3	4	1	3	
11	7	13	1	7	2	2	0	3	
12	9	16	1	5	3	2	0	1	
13	5	10	1	5	2	2	1	1	
14	10	16	1	7	3	3	0	1	
15	1	8	1	6	3	4	0	1	
16	9	16	1	9	3	2	0	1	
17	8	15	2	9	2	4	1	3	
18	10	15	1	9	2	3	0	1	
19	5	13	1	8	3	3	2	1	
20	2	11	2	5	3	4	1	1	
21	7	13	2	7	2	4	2	2	
22	6	12	2	7	2	3	2	3	
23	7	15	2	9	3	3	0	2	
24	5	13	2	6	3	4	0	1	
25	2	8	2	6	2	3	0	2	
26	4	12	1	8	3	2	1	3	
27	10	16	2	7	2	3	0	2	
28	2	10	2	6	3	3	2	1	
29	5	14	2	8	3	4	1	1	
30	1	7	1	9	2	3	2	1	
31	4	13	2	5	3	4	2	1	
32	10	16	2	9	3	2	2	3	
33	0	6	2	9	2	2	0	1	
34	4	10	1	5	2	3	2	3	
35	11	16	2	9	2	2	2	3	
36	8	14	2	7	2	3	1	3	
37	3	9	1	5	2	3	1	2	
38	5	11	2	6	2	2	1	2	
39	10	16	2	8	2	2	0	3	
40	3	12	2	6	3	3	2	1	
41	6	14	2	9	3	2	0	3	
42	2	10	1	6	3	2	0	1	
43	6	13	2	9	2	2	1	2	
44	11	16	1	6	2	2	1	1	
45	9	15	1	9	2	4	2	3	
46	1	9	2	5	3	3	1	1	
47	10	16	2	7	2	3	2	2	
48	1	9	2	6	3	2	2	1	
49	3	11	2	5	3	3	2	3	
50	0	6	2	6	2	4	1	3	
51	9	16	2	7	2	2	1	2	
52	3	10	2	7	2	4	2	1	
53	3	11	2	5	3	4	2	3	
54	3	10	2	9	2	2	1	2	
55	0	8	2	9	3	3	2	1	
56	2	9	2	9	2	3	0	3	
57	6	13	2	8	2	3	1	1	
58	6	12	2	5	2	3	0	3	
59	3	12	2	8	3	3	2	2	
60	3	12	2	6	3	3	2	3	
61	2	9	1	5	3	3	2	1	
62	7	14	2	6	2	4	1	1	
63	0	8	1	6	3	3	1	3	
64	0	7	2	9	2	2	0	2	
65	6	14	2	6	3	3	1	3	
66	3	12	2	6	3	4	2	2	
67	0	7	2	8	2	4	2	2	
68	3	9	1	9	2	3	1	1	
69	10	16	1	5	2	2	0	3	
70	3	11	2	9	3	3	0	1	
71	0	7	1	6	3	3	0	1	
72	7	13	1	6	2	3	0	3	
73	1	8	2	6	2	2	2	1	
74	4	10	1	7	2	3	1	3	
75	7	12	1	6	2	3	1	2	
76	11	16	2	5	2	4	0	2	
77	9	16	2	8	3	3	2	2	
78	2	10	2	9	3	2	0	3	
79	8	14	1	6	2	2	1	3	
80	2	9	2	9	2	3	0	2	
81	0	8	1	7	3	4	1	2	
82	5	11	1	5	2	2	1	3	
83	3	8	1	9	2	2	0	1	
84	10	16	1	5	2	4	1	2	
85	11	16	1	8	3	4	1	1	
86	10	16	2	7	2	4	2	2	
87	4	9	1	7	2	2	0	1	
88	11	16	1	5	2	2	2	2	
89	5	10	1	6	2	4	0	3	
90	6	15	2	6	3	3	0	2	
91	1	8	1	9	3	2	1	2	
92	2	10	1	9	3	4	2	3	
93	0	6	2	6	2	4	0	1	
