begin{nbTrucks}
133
end{nbTrucks}
begin{nbDocks}
36
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
30
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	9	2	5	3	4	0	1	
2	7	15	2	6	3	3	0	1	
3	0	7	2	7	2	4	2	1	
4	6	14	1	6	3	4	1	3	
5	4	10	2	7	2	3	0	3	
6	6	15	2	5	3	2	2	1	
7	6	12	2	6	2	3	1	3	
8	4	12	2	7	3	2	0	3	
9	7	13	1	6	2	2	2	2	
10	2	8	1	9	2	3	2	1	
11	2	11	2	6	3	2	0	3	
12	3	11	1	6	3	2	2	3	
13	9	15	2	5	2	3	1	3	
14	6	13	2	6	2	3	1	3	
15	10	16	1	9	2	3	0	3	
16	8	15	1	8	3	3	0	3	
17	4	10	2	7	2	4	1	1	
18	9	15	2	7	2	4	2	2	
19	4	11	1	8	3	4	2	1	
20	9	16	1	9	3	3	1	3	
21	10	16	2	9	2	3	1	2	
22	9	16	2	7	3	3	1	3	
23	10	16	1	7	3	3	1	1	
24	1	6	1	6	2	4	0	3	
25	7	15	2	8	3	4	1	2	
26	0	6	2	6	2	3	0	2	
27	8	14	2	9	2	4	2	2	
28	7	12	1	7	2	4	2	1	
29	9	16	1	9	3	3	2	2	
30	5	13	1	5	3	3	1	2	
31	5	13	2	7	3	3	0	2	
32	8	13	1	5	2	2	2	1	
33	5	11	2	5	2	4	0	2	
34	3	11	1	6	3	2	0	2	
35	7	15	1	5	3	3	0	2	
36	8	16	2	9	3	2	1	3	
37	4	12	1	7	3	2	1	3	
38	7	16	2	8	3	2	2	1	
39	11	16	1	6	2	4	2	2	
40	1	8	1	5	3	4	2	3	
41	5	11	1	8	2	3	0	3	
42	10	16	2	5	3	2	2	2	
43	9	15	1	6	2	3	2	2	
44	8	16	2	9	3	2	1	2	
45	1	8	2	9	2	3	2	3	
46	9	15	1	5	2	4	1	3	
47	0	5	1	6	2	4	2	1	
48	5	11	2	6	2	2	0	1	
49	11	16	2	5	3	3	1	1	
50	7	15	2	7	3	3	0	2	
51	6	12	1	9	2	3	0	1	
52	0	5	1	5	2	4	0	2	
53	9	14	1	6	2	4	1	3	
54	9	16	2	9	3	2	0	3	
55	0	9	2	8	3	4	1	2	
56	10	16	1	8	3	4	2	1	
57	3	11	1	8	3	2	2	3	
58	1	8	1	8	3	4	1	1	
59	8	15	2	5	2	3	2	2	
60	3	10	1	5	3	4	1	1	
61	3	10	1	7	3	4	2	2	
62	3	8	1	9	2	2	0	2	
63	4	12	1	6	3	4	2	3	
64	4	13	2	6	3	3	1	3	
65	9	16	1	6	3	3	2	3	
66	9	16	2	6	3	4	1	1	
67	4	10	2	8	2	4	1	3	
68	4	11	1	8	3	3	1	1	
69	9	16	2	8	3	4	2	2	
70	4	10	2	5	2	2	0	3	
71	7	15	2	6	3	3	0	2	
72	6	12	2	5	2	4	0	3	
73	0	9	2	9	3	4	0	2	
74	1	6	1	6	2	4	0	3	
75	0	9	2	8	3	2	0	2	
76	9	14	1	5	2	4	0	2	
77	6	14	1	7	3	3	2	3	
78	3	9	2	6	2	4	2	1	
79	6	11	1	7	2	3	0	2	
80	0	6	2	9	2	3	2	3	
81	3	10	1	6	3	2	2	2	
82	9	16	2	6	3	2	0	3	
83	11	16	1	5	2	3	1	1	
84	11	16	1	8	2	3	0	2	
85	8	14	1	6	2	2	1	3	
86	8	14	1	5	2	3	1	2	
87	2	9	2	6	2	2	0	1	
88	3	11	2	7	3	4	1	2	
89	4	11	2	7	2	4	2	2	
90	10	15	1	5	2	2	0	1	
91	1	7	1	9	2	3	1	3	
92	11	16	1	9	3	4	1	1	
93	8	15	1	7	3	4	0	1	
94	1	10	2	6	3	4	1	3	
95	8	15	2	6	2	2	2	1	
96	4	12	2	8	3	3	1	1	
97	10	16	2	7	2	3	2	1	
98	10	16	2	5	3	4	0	2	
99	5	11	1	5	2	2	2	2	
100	11	16	2	7	2	3	2	3	
101	10	16	1	7	2	3	0	1	
102	8	15	2	6	2	3	1	3	
103	2	8	2	7	2	2	0	1	
104	3	11	2	9	3	3	2	1	
105	6	11	1	9	2	4	2	1	
106	0	5	1	8	2	2	1	1	
107	11	16	2	9	2	4	0	3	
108	1	7	2	8	2	3	0	3	
109	6	13	1	6	3	3	2	2	
110	1	10	2	9	3	2	1	2	
111	11	16	1	7	3	3	1	3	
112	4	9	1	8	2	3	2	1	
113	9	16	1	7	3	2	0	3	
114	3	9	2	6	2	4	0	3	
115	5	12	1	7	3	3	1	1	
116	2	11	2	5	3	3	2	1	
117	10	16	2	6	2	2	2	3	
118	3	9	1	7	2	3	2	2	
119	7	14	2	9	2	4	2	2	
120	6	14	2	8	3	4	2	2	
121	7	15	1	6	3	2	2	3	
122	11	16	2	9	2	2	2	1	
123	10	16	1	7	2	4	0	1	
124	0	6	2	7	2	2	0	1	
125	6	14	2	9	3	3	1	1	
126	10	16	2	7	2	2	0	1	
127	10	16	2	8	3	2	1	3	
128	3	10	1	6	3	2	0	3	
129	1	7	2	6	2	4	2	1	
130	11	16	2	9	2	2	1	3	
131	4	11	2	9	2	3	2	3	
132	0	7	1	5	3	3	0	1	
133	5	13	2	5	3	4	1	1	
end{Tasks}
