begin{nbTrucks}
66
end{nbTrucks}
begin{nbDocks}
22
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
19
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	11	2	7	3	2	2	2	
2	8	13	1	9	2	3	0	3	
3	9	16	2	8	2	3	0	3	
4	6	14	2	6	3	4	2	3	
5	7	14	2	5	2	3	0	3	
6	9	16	1	9	3	4	0	1	
7	8	15	1	5	3	4	0	1	
8	9	15	1	7	2	3	2	3	
9	6	11	1	6	2	4	1	1	
10	7	14	2	6	2	4	2	1	
11	5	13	1	7	3	2	0	2	
12	11	16	1	9	2	3	1	1	
13	8	15	2	8	2	4	2	3	
14	11	16	1	6	3	4	1	3	
15	2	11	2	9	3	2	2	2	
16	10	16	2	6	3	3	1	3	
17	10	16	1	5	3	4	2	1	
18	6	13	1	5	3	3	0	3	
19	6	12	1	7	2	2	0	1	
20	4	10	2	8	2	2	1	1	
21	4	10	1	5	2	3	1	3	
22	8	13	1	6	2	3	2	2	
23	3	11	1	7	3	2	1	3	
24	2	10	2	9	3	4	1	2	
25	8	16	2	6	3	4	2	1	
26	1	9	1	5	3	4	1	3	
27	0	5	1	7	2	3	1	3	
28	1	10	2	6	3	3	2	1	
29	7	12	1	9	2	3	0	1	
30	3	8	1	7	2	2	0	3	
31	11	16	1	7	2	3	1	2	
32	2	9	1	7	3	2	1	3	
33	11	16	2	5	2	2	2	2	
34	5	12	1	5	3	2	2	3	
35	11	16	2	9	3	2	1	3	
36	7	13	2	7	2	3	0	3	
37	0	6	2	7	2	4	2	2	
38	6	15	2	6	3	2	1	1	
39	10	16	1	8	2	3	0	2	
40	0	8	1	6	3	2	0	1	
41	5	13	2	9	3	2	2	1	
42	1	8	1	7	3	3	2	2	
43	2	10	1	5	3	2	0	3	
44	0	6	1	7	2	4	1	3	
45	10	15	1	5	2	3	1	3	
46	4	11	1	5	3	4	0	3	
47	1	9	1	7	3	4	1	2	
48	2	10	2	6	3	2	0	2	
49	1	8	2	8	2	3	1	3	
50	3	8	1	9	2	2	0	1	
51	0	6	2	7	2	2	0	3	
52	10	15	1	8	2	2	1	2	
53	4	12	1	5	3	4	1	1	
54	2	10	1	6	3	3	0	3	
55	2	7	1	8	2	2	0	2	
56	10	16	2	9	2	3	0	1	
57	9	16	2	8	2	4	0	2	
58	7	13	2	9	2	2	0	1	
59	10	16	2	7	3	4	1	2	
60	9	15	1	6	2	2	2	1	
61	3	11	1	5	3	3	0	2	
62	1	9	2	7	3	4	2	3	
63	6	12	1	6	2	3	0	1	
64	0	8	1	8	3	2	2	1	
65	0	8	2	7	3	3	0	1	
66	1	9	2	5	3	2	0	3	
end{Tasks}
