begin{nbTrucks}
137
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	7	16	2	8	3	4	1	1	
2	6	12	2	5	2	4	1	2	
3	1	7	1	6	2	2	0	1	
4	9	16	1	6	3	2	0	3	
5	3	12	2	5	3	3	0	2	
6	8	14	1	8	2	4	2	1	
7	10	16	2	9	3	3	2	3	
8	11	16	1	7	3	3	0	1	
9	5	13	2	7	3	2	2	3	
10	2	7	1	9	2	2	0	3	
11	2	9	1	7	3	2	2	3	
12	2	7	1	7	2	3	2	1	
13	5	13	1	7	3	3	0	3	
14	8	16	1	9	3	2	0	3	
15	7	12	1	9	2	2	1	1	
16	11	16	1	6	3	4	2	2	
17	1	7	1	5	2	3	2	2	
18	6	14	1	8	3	3	0	3	
19	1	7	2	6	2	2	0	2	
20	2	9	2	6	2	3	0	2	
21	5	12	2	5	2	3	1	2	
22	3	11	1	6	3	4	2	3	
23	3	10	2	8	2	3	1	1	
24	11	16	2	7	3	4	0	2	
25	10	16	2	8	2	2	1	1	
26	1	8	2	7	2	2	0	2	
27	7	15	1	6	3	4	2	3	
28	11	16	1	6	2	3	1	2	
29	2	7	1	5	2	3	1	1	
30	2	9	1	5	3	4	1	3	
31	8	16	2	7	3	4	0	1	
32	2	10	2	5	3	4	2	2	
33	6	14	1	5	3	4	2	3	
34	6	13	1	5	3	3	0	3	
35	0	8	1	6	3	4	2	1	
36	11	16	1	5	3	3	0	3	
37	1	7	1	7	2	4	2	1	
38	9	16	1	8	3	2	0	3	
39	2	8	1	8	2	2	2	1	
40	10	16	2	5	2	4	0	1	
41	0	5	1	7	2	2	0	1	
42	2	7	1	9	2	2	0	3	
43	8	16	2	7	3	4	1	1	
44	1	6	1	9	2	3	0	2	
45	2	8	1	7	2	4	0	2	
46	7	15	1	9	3	2	2	3	
47	0	6	2	8	2	2	1	3	
48	7	15	1	5	3	3	2	3	
49	9	16	2	6	2	4	1	1	
50	7	13	1	5	2	2	0	1	
51	1	7	1	5	2	4	2	3	
52	6	13	2	8	2	4	1	1	
53	5	14	2	8	3	2	2	1	
54	6	15	2	8	3	2	1	3	
55	3	11	1	9	3	4	2	2	
56	2	8	2	5	2	4	1	3	
57	5	12	1	5	3	3	0	3	
58	1	8	1	8	3	2	0	1	
59	7	13	2	9	2	4	0	3	
60	0	9	2	7	3	3	1	3	
61	4	11	2	8	2	3	2	3	
62	3	12	2	6	3	4	2	3	
63	7	14	1	7	3	2	1	3	
64	0	7	2	6	2	4	1	2	
65	11	16	1	5	3	3	1	2	
66	0	8	1	8	3	2	1	2	
67	10	16	1	9	3	3	1	2	
68	11	16	1	7	3	4	0	2	
69	7	16	2	5	3	3	0	1	
70	4	12	1	8	3	3	2	1	
71	6	11	1	6	2	2	1	2	
72	5	14	2	7	3	4	2	2	
73	11	16	1	5	2	4	0	2	
74	5	11	1	7	2	3	2	2	
75	10	16	2	6	3	3	2	3	
76	8	16	1	8	3	2	0	2	
77	5	13	1	9	3	4	2	3	
78	11	16	2	6	2	2	0	3	
79	10	16	2	6	3	4	0	1	
80	10	16	1	7	2	4	0	2	
81	1	8	1	8	3	4	0	2	
82	11	16	2	8	2	2	2	2	
83	8	16	2	8	3	3	2	1	
84	5	11	1	6	2	2	2	3	
85	8	15	1	9	3	3	1	1	
86	5	10	1	7	2	2	1	2	
87	3	10	1	5	3	4	1	2	
88	11	16	2	9	3	2	1	2	
89	3	9	1	7	2	2	0	2	
90	4	10	2	8	2	2	1	3	
91	8	16	1	5	3	4	2	2	
92	4	12	1	6	3	2	1	3	
93	2	7	1	8	2	2	1	3	
94	11	16	2	9	2	3	0	2	
95	1	7	1	8	2	3	0	3	
96	2	7	1	9	2	4	1	1	
97	11	16	2	6	2	3	0	3	
98	3	11	1	9	3	2	2	2	
99	8	16	2	6	3	3	1	3	
100	11	16	2	5	3	4	2	3	
101	8	16	2	6	3	4	1	3	
102	9	16	1	9	3	2	1	2	
103	3	11	2	5	3	2	2	3	
104	6	13	1	5	3	3	2	2	
105	1	8	1	8	3	3	2	1	
106	0	9	2	7	3	3	1	1	
107	0	6	2	6	2	4	2	1	
108	1	7	2	9	2	3	1	2	
109	4	11	2	6	2	2	1	3	
110	3	12	2	7	3	3	2	2	
111	5	14	2	5	3	3	0	2	
112	8	16	2	8	3	4	0	1	
113	11	16	2	9	2	4	2	1	
114	1	8	1	6	3	3	2	3	
115	0	7	1	9	3	3	1	1	
116	4	10	1	6	2	4	1	1	
117	4	11	2	9	2	2	0	1	
118	5	13	2	7	3	3	1	3	
119	7	15	1	9	3	3	2	2	
120	8	16	1	8	3	3	2	1	
121	0	9	2	9	3	4	1	2	
122	5	12	2	6	2	2	0	3	
123	2	8	2	7	2	3	2	1	
124	11	16	1	6	2	4	0	3	
125	6	11	1	7	2	3	1	1	
126	8	13	1	9	2	4	1	2	
127	11	16	1	7	2	3	0	3	
128	10	16	2	8	3	4	2	3	
129	1	8	2	9	2	2	0	1	
130	4	13	2	6	3	3	1	1	
131	9	14	1	9	2	3	1	3	
132	0	8	2	8	3	2	0	3	
133	9	16	2	7	2	4	0	1	
134	5	13	1	6	3	4	2	3	
135	3	9	2	9	2	4	2	3	
136	9	15	1	9	2	3	1	3	
137	8	16	1	8	3	2	1	3	
end{Tasks}
