begin{nbTrucks}
196
end{nbTrucks}
begin{nbDocks}
52
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
44
end{nbResourcePersonel}
begin{nbResourceEquipment}
13
end{nbResourceEquipment}
begin{nbResourceVehicule}
18
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	4	10	1	9	2	2	1	2	
2	6	14	1	7	3	4	1	2	
3	11	16	2	9	2	4	0	3	
4	1	8	1	7	3	3	0	2	
5	10	16	2	9	3	3	0	1	
6	1	8	1	5	3	2	0	3	
7	0	7	2	8	2	3	0	2	
8	8	15	2	8	2	4	0	1	
9	6	11	1	8	2	4	2	2	
10	9	16	1	5	3	3	2	3	
11	8	15	2	7	2	3	1	3	
12	7	14	2	7	2	2	2	1	
13	5	13	1	7	3	3	1	2	
14	10	16	2	5	2	3	1	1	
15	8	15	2	8	2	2	1	2	
16	4	9	1	6	2	3	2	2	
17	4	12	2	5	3	3	2	3	
18	10	16	2	7	2	2	2	2	
19	3	9	2	7	2	2	2	2	
20	7	13	2	6	2	2	2	2	
21	4	12	2	7	3	2	0	2	
22	1	6	1	7	2	3	2	2	
23	10	16	1	5	3	3	1	2	
24	9	16	2	5	3	2	1	2	
25	3	11	2	5	3	3	0	1	
26	11	16	2	6	2	2	1	1	
27	3	11	2	5	3	2	0	3	
28	10	16	1	8	3	3	2	2	
29	3	9	1	5	2	4	1	3	
30	11	16	1	9	3	4	1	1	
31	6	15	2	7	3	2	2	3	
32	10	15	1	8	2	4	0	3	
33	8	15	1	9	3	3	2	1	
34	11	16	2	5	3	4	0	1	
35	5	11	2	5	2	2	2	1	
36	11	16	2	8	3	3	1	3	
37	9	16	2	8	2	4	0	2	
38	2	8	2	6	2	3	2	1	
39	2	8	2	5	2	2	0	3	
40	2	9	2	5	2	3	0	1	
41	10	16	2	6	2	3	2	2	
42	4	10	2	7	2	3	2	2	
43	3	10	1	9	3	3	1	3	
44	4	11	1	5	3	4	1	2	
45	11	16	2	8	3	2	0	1	
46	11	16	2	6	2	4	2	1	
47	0	5	1	5	2	2	0	3	
48	0	7	1	8	3	4	2	3	
49	10	16	2	5	3	2	2	1	
50	4	10	1	5	2	3	1	2	
51	10	16	2	9	2	4	2	3	
52	10	16	1	9	3	4	2	3	
53	7	13	2	7	2	3	0	2	
54	8	16	2	9	3	4	0	1	
55	0	7	1	8	3	3	0	3	
56	10	16	1	5	3	2	1	2	
57	11	16	1	9	3	2	1	1	
58	11	16	2	8	3	3	2	2	
59	5	13	2	7	3	4	1	2	
60	9	16	2	8	3	3	2	1	
61	8	13	1	5	2	2	2	2	
62	6	13	2	5	2	2	2	3	
63	7	14	1	6	3	3	0	3	
64	7	12	1	6	2	2	1	1	
65	6	13	1	8	3	4	1	1	
66	9	16	2	8	3	2	2	1	
67	3	9	1	5	2	2	0	1	
68	9	16	1	6	3	2	1	1	
69	0	5	1	8	2	3	1	2	
70	3	11	1	5	3	2	0	1	
71	1	9	1	7	3	2	1	2	
72	7	12	1	5	2	2	1	2	
73	0	5	1	9	2	4	0	1	
74	11	16	2	5	3	4	1	1	
75	3	9	2	9	2	3	2	3	
76	8	14	1	9	2	3	0	1	
77	5	13	2	5	3	3	0	3	
78	11	16	2	7	3	4	1	1	
79	7	15	1	9	3	2	2	2	
80	5	11	1	6	2	3	2	2	
81	2	7	1	9	2	2	1	1	
