begin{nbTrucks}
101
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	11	16	2	7	2	3	1	2	
2	4	12	2	9	3	2	0	2	
3	2	11	2	5	3	3	0	1	
4	1	9	1	8	3	4	0	3	
5	0	8	2	6	3	2	2	1	
6	1	7	2	5	2	4	1	2	
7	9	14	1	6	2	2	2	2	
8	4	12	1	5	3	4	2	2	
9	8	15	1	8	3	4	0	2	
10	9	14	1	6	2	2	2	3	
11	5	12	1	7	3	2	0	3	
12	7	12	1	5	2	4	0	2	
13	10	16	1	8	2	4	1	3	
14	10	16	2	7	2	4	0	2	
15	10	15	1	7	2	3	1	1	
16	11	16	1	5	3	3	1	2	
17	8	16	2	9	3	3	2	1	
18	7	13	2	7	2	4	1	3	
19	0	8	1	6	3	3	2	3	
20	5	13	2	8	3	3	1	3	
21	1	8	2	7	2	3	2	1	
22	8	16	1	5	3	2	1	3	
23	4	13	2	9	3	3	0	1	
24	2	8	2	9	2	4	0	1	
25	6	13	1	6	3	4	0	3	
26	5	12	1	5	3	2	1	3	
27	9	16	2	5	2	3	1	2	
28	2	9	2	9	2	2	1	1	
29	7	12	1	7	2	3	0	1	
30	0	8	2	8	3	4	2	3	
31	7	15	2	6	3	4	0	1	
32	11	16	2	9	3	2	0	1	
33	8	13	1	7	2	2	1	1	
34	3	11	2	8	3	4	0	1	
35	8	13	1	8	2	4	0	3	
36	1	8	1	7	3	2	0	3	
37	1	9	2	6	3	4	1	2	
38	2	8	2	5	2	4	1	1	
39	7	12	1	6	2	2	1	1	
40	7	12	1	6	2	4	1	1	
41	1	7	1	6	2	3	2	2	
42	10	16	2	5	2	4	0	2	
43	8	14	2	8	2	2	2	2	
44	11	16	2	7	3	2	0	2	
45	8	16	2	9	3	2	2	3	
46	10	16	1	7	3	4	0	2	
47	1	9	1	9	3	4	0	2	
48	4	12	2	8	3	3	0	1	
49	11	16	1	7	3	3	2	2	
50	9	15	2	7	2	3	0	3	
51	1	9	2	6	3	2	2	1	
52	10	16	1	9	3	3	0	1	
53	11	16	2	8	3	4	1	2	
54	4	13	2	7	3	3	0	1	
55	0	6	2	9	2	3	0	2	
56	8	16	2	9	3	3	2	2	
57	11	16	1	8	3	3	0	3	
58	10	16	2	6	2	2	0	3	
59	6	11	1	6	2	3	1	1	
60	9	16	2	5	3	3	2	1	
61	6	15	2	6	3	4	1	3	
62	1	8	1	5	3	4	1	2	
63	1	8	2	8	2	4	2	2	
64	9	14	1	6	2	2	0	3	
65	10	16	1	5	2	3	0	2	
66	5	11	1	7	2	4	1	1	
67	9	16	1	8	3	2	2	1	
68	10	16	1	5	3	2	1	3	
69	4	12	2	8	3	2	1	3	
70	4	10	1	5	2	3	0	3	
71	9	16	2	5	3	3	2	1	
72	4	9	1	8	2	2	1	3	
73	1	9	2	5	3	2	2	2	
74	7	15	1	6	3	3	1	3	
75	7	16	2	5	3	3	2	2	
76	5	11	2	8	2	3	2	1	
77	1	9	2	8	3	4	1	1	
78	2	9	1	9	3	4	2	3	
79	5	14	2	6	3	3	2	1	
80	4	12	2	6	3	3	1	1	
81	4	9	1	8	2	4	2	2	
82	1	6	1	6	2	2	2	3	
83	0	6	1	6	2	4	0	1	
84	1	7	2	8	2	4	2	1	
85	3	8	1	7	2	4	1	3	
86	3	8	1	7	2	4	2	3	
87	2	10	1	7	3	4	0	2	
88	7	15	2	7	3	2	2	2	
89	11	16	1	7	2	2	1	3	
90	2	9	2	5	2	3	1	1	
91	7	15	2	9	3	3	2	2	
92	10	16	1	6	3	4	1	1	
93	9	14	1	6	2	2	2	2	
94	7	14	2	9	2	2	1	3	
95	11	16	1	6	3	2	1	1	
96	1	8	1	5	3	2	1	2	
97	2	7	1	8	2	4	0	1	
98	9	16	1	6	3	4	0	1	
99	3	8	1	6	2	4	2	2	
100	6	14	2	8	3	4	2	1	
101	9	15	1	6	2	2	0	1	
end{Tasks}
