begin{nbTrucks}
171
end{nbTrucks}
begin{nbDocks}
52
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
44
end{nbResourcePersonel}
begin{nbResourceEquipment}
13
end{nbResourceEquipment}
begin{nbResourceVehicule}
18
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	7	1	6	2	3	0	1	
2	2	7	1	8	2	3	1	2	
3	6	12	2	8	2	3	0	1	
4	8	16	2	9	3	4	0	3	
5	8	16	2	5	3	4	2	1	
6	5	14	2	8	3	3	2	1	
7	4	10	2	9	2	3	1	1	
8	11	16	1	5	2	3	1	3	
9	7	15	2	7	3	4	2	2	
10	10	16	2	5	2	4	0	1	
11	4	11	1	9	3	2	1	3	
12	7	13	1	8	2	2	2	1	
13	9	16	2	7	3	3	0	3	
14	0	8	2	6	3	2	2	2	
15	1	9	1	8	3	4	2	3	
16	5	11	1	7	2	4	2	3	
17	2	10	1	8	3	2	0	2	
18	2	10	1	7	3	4	2	1	
19	10	16	1	6	3	4	2	1	
20	9	16	2	5	3	3	0	3	
21	7	13	2	9	2	2	1	2	
22	5	12	2	8	2	2	2	3	
23	10	16	1	9	3	3	0	3	
24	1	6	1	5	2	2	1	3	
25	0	5	1	6	2	2	2	3	
26	6	15	2	8	3	3	2	3	
27	8	16	1	6	3	4	1	2	
28	10	16	2	8	2	2	0	1	
29	2	10	2	8	3	2	0	3	
30	1	9	2	7	3	3	0	2	
31	3	11	2	6	3	4	0	1	
32	11	16	2	7	2	3	0	3	
33	5	12	1	5	3	4	1	3	
34	2	9	2	5	2	3	0	1	
35	9	15	1	7	2	2	0	1	
36	7	12	1	7	2	3	2	1	
37	6	13	2	9	2	2	0	1	
38	6	11	1	5	2	2	2	3	
39	8	14	1	8	2	2	0	2	
40	5	11	1	6	2	2	0	1	
41	11	16	1	8	3	3	0	1	
42	11	16	1	7	3	3	2	1	
43	0	6	2	7	2	4	1	1	
44	5	13	1	9	3	4	2	3	
45	9	14	1	9	2	2	1	2	
46	4	12	1	5	3	3	0	2	
47	10	16	2	9	3	4	0	1	
48	5	12	2	6	2	4	1	1	
49	2	8	2	5	2	3	0	3	
50	11	16	2	8	3	3	0	2	
51	9	15	1	8	2	2	0	3	
52	11	16	1	9	3	3	2	2	
53	0	5	1	7	2	3	2	3	
54	3	9	1	8	2	2	2	2	
55	10	16	2	9	2	4	1	3	
56	5	10	1	6	2	2	1	2	
57	3	11	2	9	3	3	1	2	
58	11	16	2	9	3	4	2	1	
59	4	11	1	8	3	2	1	2	
60	5	13	2	7	3	3	1	2	
61	5	10	1	7	2	2	2	1	
62	6	13	2	6	2	3	2	1	
63	0	8	1	6	3	2	0	3	
64	4	13	2	6	3	2	0	3	
65	7	14	2	8	2	3	0	2	
66	1	9	1	5	3	4	1	3	
67	9	16	2	7	2	2	0	3	
68	0	6	2	7	2	4	0	3	
69	5	11	2	5	2	2	0	1	
70	9	16	1	7	3	3	0	3	
71	0	8	2	9	3	3	2	3	
72	5	13	2	9	3	3	1	2	
73	8	16	2	8	3	2	0	3	
74	4	11	1	5	3	2	1	2	
75	6	12	1	6	2	2	2	3	
76	2	9	2	5	2	3	1	3	
77	9	16	1	8	3	3	0	1	
78	11	16	2	9	3	4	1	3	
79	10	16	2	9	2	2	1	1	
80	2	8	2	7	2	3	0	2	
81	0	5	1	8	2	4	1	2	
82	0	6	2	7	2	3	0	3	
83	0	7	2	9	2	3	1	2	
84	1	8	1	6	3	3	1	1	
85	2	8	1	6	2	3	2	1	
86	4	10	1	9	2	4	2	3	
87	10	16	2	6	2	2	1	1	
88	3	11	2	6	3	2	1	2	
89	8	16	2	6	3	4	2	1	
90	6	12	2	7	2	3	2	1	
91	5	11	2	7	2	2	0	1	
92	3	9	1	9	2	2	1	2	
93	0	7	2	5	2	3	0	3	
94	10	16	2	8	3	3	0	1	
95	9	16	1	7	3	3	0	3	
96	5	12	1	8	3	4	0	2	
97	10	16	2	7	3	3	1	2	
98	2	11	2	8	3	3	0	2	
99	6	13	1	6	3	4	1	2	
100	9	16	2	6	3	2	0	1	
101	0	8	1	5	3	4	0	2	
102	2	7	1	7	2	3	2	2	
103	4	10	1	6	2	2	2	3	
104	11	16	1	7	3	3	2	2	
105	5	13	2	8	3	4	2	3	
106	3	10	2	8	2	2	0	2	
107	8	16	2	5	3	2	1	1	
108	2	11	2	5	3	4	2	2	
109	7	14	1	5	3	2	0	3	
110	4	11	2	5	2	3	2	1	
111	7	13	2	6	2	4	2	1	
112	2	8	1	7	2	2	0	3	
113	8	13	1	7	2	3	0	2	
114	6	14	1	7	3	3	1	1	
115	6	14	2	5	3	3	1	3	
116	8	16	2	7	3	2	1	2	
117	11	16	2	7	2	4	2	1	
118	11	16	2	8	2	3	1	1	
119	1	7	1	6	2	4	0	1	
120	8	16	2	8	3	2	0	1	
121	1	9	2	6	3	2	1	1	
122	10	16	1	5	3	4	0	2	
123	6	14	1	6	3	3	1	3	
124	8	15	1	7	3	2	0	2	
125	7	14	2	8	2	2	2	2	
126	0	5	1	6	2	3	0	3	
127	3	12	2	9	3	3	0	1	
128	10	15	1	8	2	2	1	2	
129	1	8	2	8	2	3	1	3	
130	3	10	1	7	3	2	2	2	
131	1	6	1	7	2	4	0	1	
132	8	14	2	9	2	3	0	2	
133	1	8	2	5	2	2	0	2	
134	11	16	1	6	2	4	1	2	
135	3	11	1	8	3	4	1	3	
136	11	16	2	9	3	2	0	3	
137	1	9	2	8	3	4	1	2	
138	5	10	1	8	2	4	1	2	
139	0	6	2	8	2	4	0	2	
140	9	15	1	5	2	3	2	3	
141	2	7	1	9	2	2	0	3	
142	10	16	2	9	2	3	2	2	
143	5	11	1	7	2	2	0	3	
144	0	8	2	7	3	3	0	1	
145	9	15	1	6	2	3	2	2	
146	0	9	2	7	3	4	2	1	
147	7	14	1	8	3	2	2	2	
148	1	7	2	5	2	2	0	1	
149	8	14	1	9	2	3	2	2	
150	2	8	1	5	2	4	0	1	
151	5	12	2	6	2	3	0	2	
152	1	9	2	9	3	2	2	1	
153	6	12	2	7	2	3	0	2	
154	5	13	2	5	3	2	1	1	
155	11	16	1	6	2	3	1	3	
156	5	13	1	7	3	2	2	2	
157	5	10	1	5	2	4	2	3	
158	8	15	2	6	2	2	2	1	
159	2	10	2	8	3	4	1	3	
160	6	14	2	8	3	3	0	2	
161	8	13	1	6	2	2	0	2	
162	1	8	1	6	3	4	0	2	
163	10	16	2	8	3	4	0	2	
164	11	16	1	5	3	2	0	1	
165	8	15	1	7	3	2	0	3	
166	0	7	2	8	2	2	0	2	
167	8	14	1	5	2	3	2	3	
168	3	9	2	6	2	4	2	2	
169	1	6	1	7	2	2	2	2	
170	10	16	2	8	2	2	2	2	
171	0	5	1	6	2	4	1	1	
end{Tasks}
