begin{nbTrucks}
90
end{nbTrucks}
begin{nbDocks}
20
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
17
end{nbResourcePersonel}
begin{nbResourceEquipment}
5
end{nbResourceEquipment}
begin{nbResourceVehicule}
7
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	3	11	2	9	3	4	1	3	
2	8	14	2	6	2	2	1	2	
3	0	7	1	9	3	4	1	1	
4	10	16	2	7	3	4	2	3	
5	2	10	2	6	3	4	0	3	
6	9	16	2	5	3	4	0	3	
7	6	12	2	9	2	4	0	3	
8	11	16	1	6	3	4	0	3	
9	9	14	1	8	2	2	0	2	
10	4	11	2	8	2	3	1	1	
11	2	8	1	7	2	2	1	2	
12	5	13	1	7	3	4	0	2	
13	1	9	1	8	3	2	2	3	
14	10	16	2	8	2	4	1	2	
15	0	5	1	5	2	3	2	2	
16	0	9	2	5	3	2	2	2	
17	0	5	1	6	2	4	1	2	
18	2	7	1	5	2	3	0	1	
19	10	16	2	5	2	2	0	2	
20	9	16	2	8	2	3	2	2	
21	0	6	2	8	2	3	2	2	
22	4	10	1	5	2	2	1	3	
23	1	6	1	6	2	4	0	1	
24	5	10	1	8	2	4	1	2	
25	11	16	1	5	3	2	2	1	
26	10	16	1	6	2	2	0	3	
27	7	16	2	6	3	4	2	1	
28	9	16	2	7	3	2	1	2	
29	0	8	2	7	3	3	2	3	
30	1	9	2	6	3	3	2	3	
31	6	12	1	5	2	2	1	2	
32	4	13	2	7	3	4	2	2	
33	3	11	2	8	3	3	1	2	
34	9	16	1	9	3	4	1	1	
35	9	15	1	7	2	2	0	3	
36	8	16	2	6	3	3	2	1	
37	10	15	1	7	2	2	0	1	
38	11	16	2	5	3	2	0	2	
39	10	15	1	7	2	2	2	2	
40	10	16	2	5	3	4	1	3	
41	2	11	2	7	3	4	1	1	
42	6	12	2	8	2	3	2	1	
43	11	16	1	6	2	4	0	1	
44	5	13	2	6	3	3	0	1	
45	9	16	1	6	3	3	2	2	
46	3	9	2	5	2	4	2	3	
47	3	9	1	8	2	4	1	3	
48	3	11	1	8	3	3	2	2	
49	8	16	2	6	3	4	1	3	
50	0	8	1	9	3	4	0	2	
51	6	13	1	9	3	2	2	3	
52	2	9	2	6	2	3	1	2	
53	9	16	2	5	2	4	0	1	
54	2	7	1	8	2	2	0	2	
55	1	7	1	9	2	2	1	2	
56	0	7	1	7	3	2	0	1	
57	10	16	2	8	3	2	0	3	
58	6	12	2	7	2	4	1	1	
59	11	16	1	6	3	4	2	3	
60	4	10	1	9	2	2	2	1	
61	1	8	2	9	2	3	0	3	
62	9	16	1	8	3	2	1	3	
63	6	11	1	6	2	3	2	2	
64	2	8	2	9	2	4	0	3	
65	0	6	2	8	2	3	2	1	
66	6	12	1	6	2	3	2	2	
67	10	16	1	8	3	4	1	2	
68	7	14	1	5	3	3	0	1	
69	8	16	1	8	3	3	0	3	
70	8	14	2	7	2	2	2	2	
71	10	16	1	9	3	3	1	3	
72	8	15	2	7	2	4	1	3	
73	2	10	1	5	3	2	2	1	
74	2	9	1	9	3	3	0	2	
75	11	16	2	9	3	2	2	2	
76	2	11	2	9	3	4	2	1	
77	5	12	1	9	3	4	1	2	
78	6	13	2	9	2	2	1	2	
79	6	14	1	9	3	3	0	1	
80	4	11	1	9	3	2	2	1	
81	4	10	1	7	2	2	1	2	
82	6	13	2	8	2	2	0	3	
83	4	10	2	6	2	4	1	1	
84	11	16	1	8	2	3	2	3	
85	3	9	2	6	2	3	2	2	
86	2	10	2	7	3	3	0	2	
87	8	14	1	7	2	4	1	2	
88	1	8	2	8	2	4	2	2	
89	3	10	1	8	3	2	0	1	
90	11	16	2	6	3	4	1	1	
end{Tasks}
