begin{nbTrucks}
142
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	8	1	8	3	4	2	3	
2	9	14	1	8	2	2	1	1	
3	4	11	1	5	3	2	1	2	
4	10	16	2	9	3	3	1	1	
5	4	12	1	7	3	3	2	2	
6	5	14	2	5	3	4	1	1	
7	2	7	1	5	2	4	1	3	
8	6	14	1	6	3	4	0	2	
9	2	7	1	8	2	2	2	3	
10	10	16	2	9	2	3	1	3	
11	4	13	2	6	3	2	1	1	
12	7	14	2	9	2	4	2	2	
13	1	8	2	6	2	2	2	2	
14	5	11	2	7	2	2	2	1	
15	7	14	2	9	2	4	1	2	
16	2	10	1	8	3	2	2	2	
17	11	16	1	9	3	4	1	3	
18	6	13	2	5	2	3	2	2	
19	11	16	2	9	3	4	0	3	
20	8	16	1	5	3	3	1	1	
21	1	7	2	8	2	4	1	2	
22	6	13	1	5	3	2	1	3	
23	9	15	1	7	2	2	1	1	
24	8	15	1	8	3	3	0	3	
25	1	9	1	6	3	4	0	3	
26	5	11	1	7	2	2	0	1	
27	7	12	1	8	2	4	2	3	
28	2	10	1	8	3	3	1	1	
29	3	12	2	8	3	3	0	1	
30	11	16	2	5	3	3	2	1	
31	10	16	2	5	2	4	0	2	
32	11	16	1	7	2	3	0	3	
33	4	10	2	7	2	4	1	2	
34	5	11	1	5	2	3	2	3	
35	9	16	2	7	2	3	0	2	
36	0	8	2	8	3	3	2	3	
37	7	15	2	6	3	3	2	2	
38	4	10	2	5	2	4	0	2	
39	5	12	2	7	2	4	0	2	
40	8	15	2	7	2	3	2	1	
41	0	7	1	9	3	4	1	2	
42	8	15	1	5	3	4	1	1	
43	10	16	2	6	3	3	0	3	
44	11	16	1	6	2	2	2	3	
45	6	13	2	9	2	2	2	2	
46	1	9	1	6	3	2	1	1	
47	6	12	1	5	2	2	0	1	
48	11	16	2	6	2	3	2	1	
49	9	16	1	8	3	2	0	1	
50	1	9	1	9	3	2	2	2	
51	11	16	2	7	3	3	1	1	
52	2	9	2	6	2	4	0	1	
53	8	16	2	5	3	4	0	1	
54	11	16	1	8	3	3	1	1	
55	4	10	2	5	2	3	1	2	
56	4	11	1	5	3	3	2	2	
57	11	16	1	9	2	3	0	1	
58	2	8	1	5	2	2	0	1	
59	2	8	1	5	2	2	2	1	
60	9	16	1	9	3	3	2	1	
61	6	15	2	5	3	4	1	2	
62	3	12	2	9	3	2	2	1	
63	7	13	2	8	2	3	0	3	
64	10	16	2	7	2	3	2	3	
65	5	12	1	8	3	2	2	3	
66	11	16	2	9	3	4	0	3	
67	5	14	2	8	3	2	0	2	
68	10	16	1	6	2	3	0	1	
69	10	16	2	5	2	3	0	3	
70	3	11	1	9	3	2	0	3	
71	10	16	1	7	2	4	0	3	
72	6	13	1	8	3	3	2	1	
73	3	12	2	8	3	3	1	3	
74	1	7	1	8	2	2	0	1	
75	6	14	1	9	3	2	2	2	
76	6	13	1	6	3	2	2	1	
77	1	7	2	7	2	4	1	3	
78	4	10	2	6	2	2	1	1	
79	6	14	1	6	3	3	1	3	
80	6	14	1	7	3	3	1	3	
81	6	15	2	9	3	2	0	2	
82	0	6	2	5	2	4	1	2	
83	5	11	2	6	2	4	1	3	
84	11	16	1	5	3	2	0	2	
85	6	13	1	9	3	4	0	2	
86	7	12	1	9	2	2	2	2	
87	5	12	2	5	2	2	0	3	
88	4	10	1	5	2	3	1	2	
89	0	9	2	9	3	4	1	3	
90	9	16	1	7	3	3	1	3	
91	10	16	1	5	3	4	0	3	
92	9	16	2	7	3	2	2	1	
93	9	14	1	8	2	2	1	1	
94	1	7	1	9	2	4	2	3	
95	1	8	1	6	3	2	1	3	
96	2	11	2	5	3	2	1	3	
97	4	10	2	6	2	3	1	3	
98	10	16	1	9	2	2	1	2	
99	0	9	2	5	3	2	0	3	
100	8	15	1	8	3	3	0	2	
101	11	16	2	9	2	3	1	1	
102	9	16	1	5	3	3	1	2	
103	5	10	1	6	2	4	0	2	
104	3	10	2	6	2	3	0	3	
105	3	10	1	9	3	2	1	3	
106	8	16	2	8	3	2	0	2	
107	10	15	1	5	2	2	2	3	
108	0	5	1	5	2	4	2	1	
109	10	16	2	9	3	3	1	2	
110	10	16	2	9	2	2	1	1	
111	7	14	1	5	3	3	1	1	
112	3	8	1	9	2	3	0	1	
113	5	13	1	6	3	2	1	1	
114	1	8	2	9	2	4	2	3	
115	4	11	1	7	3	3	2	1	
116	8	16	2	8	3	2	0	1	
117	5	12	1	8	3	2	0	1	
118	8	16	1	6	3	2	0	1	
119	7	16	2	5	3	3	0	1	
120	0	8	2	7	3	3	1	3	
121	6	14	2	5	3	2	2	2	
122	3	11	1	8	3	4	0	2	
123	1	8	2	8	2	3	2	3	
124	0	9	2	8	3	4	1	1	
125	1	7	1	8	2	3	0	1	
126	9	16	2	8	2	2	2	1	
127	5	13	2	6	3	2	1	2	
128	1	7	2	5	2	4	2	3	
129	0	8	1	5	3	4	1	3	
130	6	14	2	8	3	2	0	2	
131	8	14	2	7	2	4	2	3	
132	8	16	2	6	3	2	0	2	
133	7	14	2	9	2	2	1	2	
134	8	16	2	8	3	4	1	1	
135	5	14	2	6	3	4	2	1	
136	9	15	2	6	2	3	0	3	
137	8	14	2	5	2	3	1	1	
138	2	10	1	5	3	2	2	2	
139	2	11	2	8	3	4	0	3	
140	2	8	2	5	2	2	2	2	
141	1	8	1	9	3	3	0	1	
142	4	10	2	5	2	4	0	2	
end{Tasks}
