begin{nbTrucks}
80
end{nbTrucks}
begin{nbDocks}
20
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
17
end{nbResourcePersonel}
begin{nbResourceEquipment}
5
end{nbResourceEquipment}
begin{nbResourceVehicule}
7
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	10	16	1	7	2	3	2	3	
2	2	8	1	6	2	3	2	2	
3	10	16	2	6	3	3	2	2	
4	4	10	2	6	2	2	2	1	
5	7	14	1	7	3	4	2	2	
6	9	16	2	7	3	4	1	2	
7	5	11	2	8	2	4	1	3	
8	4	9	1	8	2	3	1	2	
9	8	13	1	8	2	2	1	1	
10	10	16	2	8	2	2	0	1	
11	4	9	1	5	2	3	0	2	
12	8	15	2	7	2	3	0	1	
13	2	10	1	7	3	2	2	3	
14	0	8	1	8	3	4	1	3	
15	8	14	1	6	2	2	2	1	
16	1	10	2	6	3	2	0	3	
17	11	16	2	8	2	4	1	2	
18	8	15	1	5	3	3	0	1	
19	6	14	1	5	3	3	1	1	
20	3	9	1	7	2	4	1	1	
21	0	8	2	8	3	4	0	3	
22	2	10	2	9	3	2	2	3	
23	6	13	2	9	2	3	2	2	
24	1	9	2	9	3	2	1	2	
25	0	6	1	5	2	2	0	2	
26	8	15	2	7	2	2	0	1	
27	7	12	1	8	2	2	0	2	
28	11	16	2	9	3	2	2	2	
29	3	12	2	7	3	2	2	1	
30	1	7	1	7	2	4	2	2	
31	2	8	1	9	2	3	1	1	
32	8	16	1	7	3	4	1	1	
33	9	15	2	6	2	2	1	3	
34	4	11	2	5	2	4	1	2	
35	4	10	1	8	2	2	2	1	
36	4	12	1	7	3	4	2	1	
37	9	15	2	5	2	3	1	1	
38	1	7	1	8	2	2	1	2	
39	3	9	2	7	2	2	2	1	
40	10	15	1	7	2	3	0	1	
41	3	9	2	7	2	3	1	3	
42	0	8	1	8	3	3	1	3	
43	1	7	2	8	2	4	2	1	
44	9	15	1	9	2	4	2	2	
45	2	8	1	7	2	3	0	2	
46	0	6	2	9	2	3	0	2	
47	7	12	1	7	2	3	2	1	
48	10	16	2	5	3	2	0	1	
49	8	13	1	6	2	2	1	2	
50	9	16	2	5	3	4	2	2	
51	8	13	1	6	2	4	1	1	
52	10	16	2	7	2	2	0	3	
53	7	14	2	8	2	4	2	3	
54	7	13	2	5	2	3	1	3	
55	4	11	2	7	2	3	1	2	
56	1	9	2	9	3	4	1	1	
57	9	15	1	8	2	3	2	3	
58	3	9	2	5	2	4	0	1	
59	6	12	2	5	2	4	1	2	
60	6	14	1	9	3	2	2	1	
61	6	12	1	5	2	2	0	1	
62	10	16	2	6	2	4	2	3	
63	1	7	1	5	2	2	0	3	
64	9	14	1	7	2	4	0	2	
65	0	9	2	9	3	4	0	3	
66	10	15	1	8	2	4	0	1	
67	1	7	2	8	2	2	0	3	
68	9	16	2	9	3	2	1	1	
69	7	16	2	7	3	3	0	3	
70	7	15	2	5	3	3	2	2	
71	8	16	2	7	3	2	2	2	
72	1	8	2	8	2	3	1	1	
73	11	16	2	7	3	4	1	2	
74	6	12	1	7	2	2	1	3	
75	9	16	2	7	3	2	1	3	
76	5	11	1	8	2	4	1	2	
77	9	15	1	8	2	3	2	1	
78	9	16	2	6	3	2	0	1	
79	4	9	1	7	2	2	2	3	
80	6	15	2	7	3	4	1	1	
end{Tasks}
