begin{nbTrucks}
78
end{nbTrucks}
begin{nbDocks}
26
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
22
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
9
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	3	12	2	5	3	2	0	1	
2	11	16	1	8	2	3	0	3	
3	1	7	2	7	2	2	2	2	
4	3	10	1	5	3	2	1	2	
5	0	7	2	7	2	4	0	1	
6	0	7	2	5	2	4	2	1	
7	2	9	1	6	3	2	2	1	
8	3	9	2	5	2	3	1	1	
9	1	9	2	9	3	2	0	1	
10	3	10	1	8	3	4	2	1	
11	9	15	1	7	2	2	1	3	
12	4	10	1	8	2	3	0	1	
13	9	14	1	7	2	3	1	3	
14	7	13	1	8	2	4	0	2	
15	7	15	1	6	3	3	0	1	
16	11	16	2	8	3	3	2	3	
17	3	9	1	5	2	4	1	2	
18	11	16	2	7	3	4	0	2	
19	4	12	2	6	3	2	0	2	
20	3	10	2	5	2	3	1	1	
21	0	6	1	8	2	2	2	2	
22	2	8	2	8	2	3	1	1	
23	2	9	1	9	3	3	2	1	
24	1	8	1	8	3	2	0	3	
25	9	16	2	6	3	2	1	1	
26	11	16	2	5	2	4	1	1	
27	2	8	1	6	2	3	0	2	
28	11	16	1	5	2	4	0	3	
29	4	10	2	9	2	4	2	2	
30	8	16	2	8	3	4	2	1	
31	10	16	2	8	3	4	1	3	
32	4	12	1	7	3	4	2	3	
33	7	12	1	7	2	4	2	1	
34	5	13	1	6	3	2	0	1	
35	8	13	1	6	2	2	1	1	
36	0	8	2	9	3	2	1	3	
37	11	16	2	9	3	3	0	3	
38	7	16	2	8	3	4	0	2	
39	5	11	1	7	2	2	1	3	
40	6	15	2	7	3	3	0	3	
41	0	5	1	6	2	3	0	3	
42	9	16	2	5	2	4	2	3	
43	1	8	2	5	2	3	1	3	
44	6	15	2	6	3	2	1	1	
45	3	11	2	9	3	4	1	2	
46	8	16	2	6	3	3	2	2	
47	8	16	2	8	3	3	1	1	
48	8	15	1	9	3	3	0	2	
49	11	16	2	7	3	4	0	1	
50	7	14	2	5	2	3	0	3	
51	8	16	2	8	3	4	1	1	
52	2	9	2	6	2	2	2	2	
53	9	16	1	9	3	4	1	2	
54	9	16	1	7	3	4	2	2	
55	9	16	1	9	3	3	2	3	
56	10	16	2	7	3	2	2	2	
57	11	16	2	6	2	4	2	1	
58	7	16	2	7	3	3	2	2	
59	1	6	1	9	2	4	2	2	
60	5	11	1	6	2	4	0	2	
61	0	6	2	6	2	2	2	2	
62	4	13	2	5	3	3	0	2	
63	8	15	2	5	2	3	2	3	
64	3	12	2	7	3	2	0	2	
65	3	9	2	5	2	3	2	2	
66	6	14	2	5	3	2	1	2	
67	9	16	2	7	2	4	2	2	
68	3	9	1	6	2	2	0	3	
69	0	9	2	9	3	3	0	3	
70	11	16	1	7	3	2	0	3	
71	1	6	1	6	2	4	2	3	
72	8	16	1	5	3	3	0	1	
73	2	10	2	7	3	3	0	3	
74	10	15	1	8	2	3	2	2	
75	6	12	2	9	2	2	1	2	
76	4	12	2	8	3	2	1	2	
77	2	8	2	9	2	3	2	3	
78	2	9	1	9	3	4	0	3	
end{Tasks}
