begin{nbTrucks}
198
end{nbTrucks}
begin{nbDocks}
56
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
47
end{nbResourcePersonel}
begin{nbResourceEquipment}
14
end{nbResourceEquipment}
begin{nbResourceVehicule}
19
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	10	1	8	3	3	2	3	
2	11	16	1	8	3	2	0	2	
3	2	10	1	5	3	4	1	2	
4	10	16	2	9	3	4	2	2	
5	0	8	2	9	3	3	2	1	
6	7	13	1	7	2	3	0	3	
7	7	16	2	9	3	3	2	2	
8	3	12	2	6	3	4	2	2	
9	11	16	1	9	3	2	2	1	
10	9	14	1	6	2	2	1	3	
11	3	9	2	8	2	2	2	1	
12	10	16	2	6	3	3	0	1	
13	6	12	2	9	2	4	0	2	
14	4	12	2	9	3	4	0	2	
15	6	13	2	8	2	2	0	3	
16	7	12	1	8	2	3	1	2	
17	11	16	2	6	3	2	0	1	
18	6	11	1	6	2	4	0	3	
19	1	9	1	6	3	2	0	1	
20	6	13	1	9	3	2	1	3	
21	0	7	1	5	3	2	2	1	
22	8	13	1	6	2	2	2	1	
23	0	7	1	8	3	2	2	3	
24	5	14	2	5	3	3	0	1	
25	4	9	1	7	2	4	2	1	
26	8	13	1	6	2	2	0	3	
27	4	10	2	6	2	2	0	1	
28	11	16	2	6	3	4	2	3	
29	8	13	1	5	2	2	1	3	
30	6	14	1	9	3	3	1	1	
31	10	16	1	6	3	4	1	2	
32	9	16	2	5	3	2	2	1	
33	1	6	1	9	2	3	2	3	
34	2	10	1	9	3	2	2	2	
35	0	8	2	5	3	2	2	2	
36	3	10	1	6	3	2	0	3	
37	2	11	2	8	3	4	2	2	
38	5	14	2	9	3	2	0	3	
39	4	10	1	5	2	2	2	3	
40	2	9	1	6	3	3	1	2	
41	5	11	1	9	2	4	0	2	
42	10	16	1	5	3	4	2	1	
43	3	11	2	9	3	4	2	2	
44	9	16	1	8	3	4	0	2	
45	1	8	2	6	2	2	1	3	
46	7	16	2	8	3	2	0	1	
47	5	13	1	9	3	2	1	3	
48	10	16	2	5	2	4	2	3	
49	8	15	2	9	2	4	2	3	
50	11	16	1	9	2	2	2	2	
51	0	7	2	6	2	3	1	3	
52	9	16	2	9	3	3	0	1	
53	1	10	2	6	3	3	0	3	
54	6	13	2	5	2	4	2	1	
55	2	8	2	7	2	4	2	2	
56	4	11	1	7	3	2	2	1	
57	7	15	1	9	3	3	1	1	
58	11	16	1	9	3	4	1	2	
59	4	10	1	7	2	2	0	2	
60	4	13	2	7	3	2	0	1	
61	11	16	1	7	2	2	2	3	
62	8	13	1	6	2	4	2	1	
63	11	16	1	5	3	2	1	2	
64	6	11	1	5	2	4	2	3	
65	10	16	1	9	2	3	2	1	
66	10	16	2	8	2	2	0	1	
67	11	16	2	8	2	3	1	2	
68	7	14	2	9	2	4	0	2	
69	0	7	1	5	3	2	2	3	
70	11	16	2	6	2	2	1	2	
71	7	12	1	9	2	3	0	3	
72	11	16	1	9	2	2	2	3	
73	7	15	2	6	3	4	2	2	
74	11	16	2	8	3	4	0	3	
75	1	6	1	6	2	2	2	3	
76	8	15	1	5	3	3	0	3	
77	0	7	1	9	3	4	0	2	
78	6	12	1	6	2	4	1	3	
79	4	9	1	6	2	4	0	1	
80	2	7	1	8	2	3	1	2	
81	2	9	2	6	2	4	0	2	
82	0	9	2	8	3	2	2	2	
83	10	16	2	8	3	4	1	2	
84	3	10	2	6	2	4	0	2	
85	4	10	2	8	2	4	1	3	
86	0	8	1	9	3	4	2	1	
87	3	9	1	8	2	4	1	3	
88	2	10	1	9	3	3	0	1	
89	5	13	2	8	3	4	1	1	
90	7	14	1	7	3	4	1	2	
91	10	16	1	9	2	4	0	1	
92	7	14	2	9	2	3	0	2	
93	7	12	1	5	2	4	1	1	
94	4	12	2	8	3	3	2	3	
95	8	14	2	8	2	2	0	1	
96	10	15	1	6	2	3	0	3	
97	4	11	1	8	3	4	1	1	
98	7	12	1	9	2	2	1	3	
99	3	12	2	7	3	3	0	3	
100	9	16	2	9	2	3	2	1	
101	7	14	2	5	2	2	2	1	
102	8	13	1	7	2	3	1	3	
103	4	12	2	5	3	3	0	1	
104	7	12	1	7	2	2	1	3	
105	7	16	2	5	3	2	2	1	
106	11	16	1	9	2	4	2	3	
107	11	16	1	6	2	4	1	3	
108	2	11	2	9	3	2	1	2	
109	5	14	2	9	3	3	0	1	
110	4	11	2	6	2	2	1	3	
111	9	14	1	9	2	3	0	3	
112	0	6	2	9	2	3	0	2	
113	7	16	2	8	3	2	0	3	
114	5	13	2	9	3	4	0	2	
115	6	13	2	5	2	3	1	3	
116	4	11	2	8	2	4	2	2	
117	11	16	1	6	3	2	1	3	
118	0	6	2	6	2	4	1	1	
119	8	16	1	5	3	2	1	3	
120	5	14	2	9	3	3	1	2	
121	2	9	2	5	2	3	1	2	
122	0	5	1	9	2	4	1	3	
123	7	12	1	6	2	2	2	2	
124	4	12	2	9	3	4	0	3	
125	8	14	2	6	2	2	1	3	
126	1	8	2	7	2	2	2	1	
127	6	15	2	8	3	4	0	2	
128	11	16	1	5	3	3	1	3	
129	0	6	2	8	2	4	2	2	
130	1	8	1	9	3	2	2	1	
131	9	16	2	8	3	3	2	3	
132	11	16	1	5	2	4	2	3	
133	2	10	1	9	3	3	0	1	
134	5	13	1	7	3	2	0	2	
135	11	16	1	8	3	4	0	3	
136	8	16	2	5	3	2	2	1	
137	7	16	2	9	3	4	2	3	
138	4	13	2	9	3	4	2	3	
139	2	9	1	8	3	3	0	1	
140	8	14	2	5	2	4	1	1	
141	9	15	1	5	2	3	1	2	
142	8	14	1	9	2	3	0	2	
143	6	13	1	9	3	4	2	1	
144	9	15	2	5	2	4	1	2	
145	8	15	1	5	3	4	0	2	
146	9	15	1	9	2	3	2	2	
147	8	15	1	6	3	3	0	2	
148	5	12	1	9	3	3	2	3	
149	7	14	2	8	2	3	1	1	
150	4	11	2	7	2	4	1	2	
151	4	9	1	6	2	2	2	1	
152	3	11	2	7	3	3	1	1	
153	9	15	1	9	2	4	1	2	
154	6	15	2	9	3	4	2	3	
155	9	16	2	7	2	2	0	2	
156	2	10	1	6	3	4	1	1	
157	6	14	1	9	3	3	2	3	
158	5	11	1	9	2	2	1	2	
159	10	16	1	7	2	4	0	3	
160	6	13	1	6	3	4	0	2	
161	4	12	2	6	3	2	1	1	
162	7	14	2	8	2	2	0	1	
163	2	7	1	6	2	2	1	2	
164	0	7	2	7	2	2	1	3	
165	10	15	1	7	2	2	2	2	
166	1	7	1	7	2	4	2	3	
167	5	13	2	8	3	2	2	2	
168	10	16	2	6	2	4	1	2	
169	0	8	2	5	3	3	2	1	
170	3	9	2	6	2	2	2	3	
171	5	10	1	8	2	2	1	3	
172	11	16	2	8	3	4	0	1	
173	4	12	2	7	3	2	2	2	
174	3	10	1	5	3	4	2	3	
175	0	7	1	9	3	4	0	2	
176	0	8	1	5	3	2	2	2	
177	5	11	2	8	2	3	2	1	
178	5	11	2	7	2	3	1	2	
179	10	15	1	9	2	4	2	1	
180	0	8	2	7	3	2	1	1	
181	1	10	2	6	3	4	1	2	
182	10	16	2	6	3	4	2	1	
183	10	16	2	9	3	2	0	2	
184	0	7	2	6	2	2	2	2	
185	1	7	2	5	2	4	1	2	
186	8	14	1	7	2	3	0	1	
187	1	8	2	5	2	2	0	2	
188	1	8	1	7	3	3	0	3	
189	10	16	1	7	3	4	1	2	
190	3	9	1	5	2	2	0	3	
191	1	7	1	6	2	3	2	2	
192	8	13	1	5	2	3	0	2	
193	4	13	2	5	3	4	2	1	
194	6	11	1	5	2	4	0	3	
195	1	7	2	9	2	2	2	3	
196	6	14	2	8	3	2	1	1	
197	11	16	2	8	2	4	2	2	
198	8	16	2	6	3	4	0	3	
end{Tasks}
