begin{nbTrucks}
144
end{nbTrucks}
begin{nbDocks}
48
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
40
end{nbResourcePersonel}
begin{nbResourceEquipment}
12
end{nbResourceEquipment}
begin{nbResourceVehicule}
16
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	7	2	6	2	2	2	3	
2	5	14	2	8	3	3	1	3	
3	4	9	1	8	2	3	0	1	
4	2	10	2	5	3	3	0	2	
5	8	15	2	8	2	4	0	1	
6	11	16	2	6	2	3	2	3	
7	5	11	2	8	2	4	2	2	
8	9	16	1	9	3	4	1	1	
9	3	8	1	8	2	3	0	2	
10	2	8	1	6	2	4	1	1	
11	9	15	2	8	2	3	0	2	
12	4	13	2	9	3	4	0	2	
13	6	11	1	5	2	4	0	3	
14	0	7	1	6	3	3	1	1	
15	0	7	1	8	3	2	2	2	
16	10	16	1	8	2	4	2	3	
17	3	11	2	5	3	4	2	3	
18	6	13	2	8	2	3	0	2	
19	10	16	2	9	2	2	1	2	
20	4	11	1	5	3	2	1	2	
21	5	14	2	6	3	3	2	1	
22	3	10	1	6	3	3	1	1	
23	9	15	1	5	2	4	1	1	
24	6	12	2	9	2	2	1	2	
25	1	7	2	9	2	4	2	3	
26	11	16	1	6	2	3	0	3	
27	8	16	2	8	3	4	1	1	
28	10	16	2	6	3	2	1	2	
29	1	8	2	8	2	3	1	2	
30	6	14	1	8	3	4	1	1	
31	9	16	1	6	3	4	2	1	
32	5	13	1	6	3	2	0	3	
33	9	15	1	8	2	4	2	2	
34	5	14	2	6	3	4	1	1	
35	8	16	2	7	3	3	1	1	
36	7	14	1	7	3	3	0	1	
37	6	15	2	9	3	3	2	1	
38	0	7	2	6	2	3	0	2	
39	4	10	2	7	2	3	1	3	
40	0	7	2	6	2	2	2	1	
41	11	16	2	6	2	4	1	1	
42	2	7	1	8	2	3	0	3	
43	8	16	1	6	3	2	0	3	
44	9	16	2	6	3	4	1	3	
45	3	9	2	6	2	3	1	1	
46	2	9	2	6	2	4	0	1	
47	3	10	2	5	2	3	0	1	
48	10	15	1	5	2	4	0	1	
49	0	9	2	8	3	4	0	3	
50	2	9	2	6	2	3	0	2	
51	8	15	1	8	3	4	0	2	
52	7	16	2	6	3	3	2	2	
53	4	11	1	6	3	4	2	1	
54	0	7	1	5	3	2	1	1	
55	8	16	2	5	3	3	1	3	
56	9	16	2	8	3	4	1	1	
57	0	7	2	6	2	2	0	3	
58	2	11	2	9	3	4	0	3	
59	1	8	1	9	3	4	1	1	
60	9	16	1	5	3	4	0	3	
61	11	16	2	6	2	2	1	3	
62	10	16	2	7	2	3	2	3	
63	9	16	1	8	3	4	1	2	
64	9	15	1	9	2	4	2	1	
65	4	11	1	8	3	2	1	3	
66	7	16	2	9	3	4	1	3	
67	0	7	1	9	3	3	1	1	
68	5	10	1	5	2	4	0	2	
69	3	12	2	5	3	3	0	1	
70	9	16	2	8	3	2	0	3	
71	10	16	1	5	3	2	1	3	
72	8	15	1	8	3	4	2	3	
73	11	16	1	9	2	4	2	2	
74	2	8	2	6	2	2	1	1	
75	11	16	2	5	2	4	0	2	
76	11	16	1	5	3	3	1	1	
77	2	10	1	9	3	3	0	3	
78	10	16	2	9	2	2	1	2	
79	11	16	1	6	3	3	1	3	
80	9	16	2	5	3	2	0	3	
81	10	16	1	7	3	3	2	2	
82	7	14	2	9	2	4	2	2	
83	3	10	1	6	3	4	0	1	
84	4	12	2	9	3	3	1	3	
85	9	14	1	6	2	2	1	2	
86	10	16	2	9	3	4	0	1	
87	3	12	2	9	3	4	2	1	
88	7	16	2	7	3	4	1	3	
89	1	9	1	5	3	4	0	3	
90	9	15	1	6	2	3	2	3	
91	11	16	2	9	2	2	2	3	
92	1	9	1	9	3	3	2	3	
93	8	15	2	6	2	2	1	3	
94	4	13	2	5	3	4	1	3	
95	6	13	2	7	2	2	0	3	
96	0	8	2	5	3	2	1	1	
97	8	16	2	9	3	3	2	1	
98	0	6	2	9	2	2	2	2	
99	0	5	1	5	2	2	0	1	
100	0	6	1	8	2	4	0	1	
101	8	16	2	7	3	4	2	1	
102	5	10	1	6	2	3	0	2	
103	11	16	2	9	2	2	1	3	
104	2	8	1	9	2	4	0	2	
105	8	15	2	7	2	3	0	3	
106	0	6	1	9	2	3	0	3	
107	4	11	1	8	3	4	0	3	
108	10	16	1	8	2	2	0	2	
109	1	6	1	8	2	4	2	3	
110	5	14	2	6	3	4	0	1	
111	3	11	1	7	3	2	2	1	
112	3	11	1	8	3	4	0	2	
113	7	14	1	8	3	4	0	1	
114	2	8	1	5	2	4	0	2	
115	6	11	1	9	2	2	0	2	
116	0	7	1	8	3	2	1	3	
117	3	10	1	9	3	4	1	2	
118	2	7	1	6	2	3	1	2	
119	9	16	1	7	3	2	1	2	
120	0	6	1	6	2	2	2	1	
121	10	16	2	8	2	2	1	2	
122	1	6	1	8	2	2	1	1	
123	6	15	2	7	3	2	0	1	
124	10	16	2	6	3	3	0	1	
125	5	12	1	5	3	4	2	3	
126	11	16	2	8	2	3	1	1	
127	8	14	1	5	2	4	2	1	
128	6	14	2	5	3	4	2	1	
129	5	11	1	6	2	3	2	1	
130	3	10	1	7	3	3	1	1	
131	7	15	1	9	3	4	1	2	
132	6	14	1	8	3	3	2	2	
133	5	14	2	8	3	2	0	2	
134	3	10	2	8	2	3	0	2	
135	9	15	1	9	2	2	1	2	
136	2	8	2	8	2	2	0	3	
137	0	6	1	7	2	4	0	3	
138	5	11	1	8	2	2	2	3	
139	3	11	1	6	3	3	1	2	
140	2	10	1	8	3	2	2	3	
141	2	10	2	9	3	3	2	2	
142	10	16	2	5	2	2	0	2	
143	1	8	2	9	2	3	2	2	
144	1	7	1	5	2	3	1	2	
end{Tasks}
