begin{nbTrucks}
102
end{nbTrucks}
begin{nbDocks}
24
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
20
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	3	10	1	7	3	3	2	2	
2	2	10	2	5	3	4	1	3	
3	2	9	2	5	2	2	1	3	
4	10	16	2	9	2	3	0	2	
5	4	12	2	5	3	3	2	3	
6	8	13	1	8	2	2	2	2	
7	0	6	1	8	2	3	0	2	
8	3	11	1	5	3	3	0	2	
9	11	16	1	8	3	2	2	3	
10	4	12	2	5	3	2	1	3	
11	8	13	1	8	2	2	1	2	
12	11	16	1	5	3	3	0	1	
13	10	15	1	6	2	3	0	3	
14	11	16	1	9	2	4	0	2	
15	0	6	2	9	2	3	0	1	
16	7	12	1	9	2	2	1	1	
17	10	16	2	8	3	4	1	1	
18	9	16	1	5	3	4	1	1	
19	4	10	1	7	2	3	0	1	
20	4	13	2	7	3	4	2	1	
21	9	16	2	8	3	3	0	2	
22	0	7	2	7	2	4	2	1	
23	0	7	1	7	3	2	0	2	
24	4	10	2	8	2	3	1	2	
25	10	16	2	7	2	4	1	1	
26	11	16	1	9	2	4	2	1	
27	7	12	1	8	2	3	2	1	
28	1	8	2	6	2	4	0	1	
29	10	16	2	6	3	4	1	3	
30	7	13	1	9	2	2	0	1	
31	7	13	2	8	2	4	2	2	
32	10	16	1	9	3	2	0	1	
33	1	8	2	8	2	2	2	2	
34	0	8	2	7	3	2	1	1	
35	7	15	2	8	3	3	0	3	
36	6	12	2	7	2	4	0	3	
37	11	16	1	5	3	2	2	1	
38	0	9	2	5	3	4	0	3	
39	1	8	2	8	2	2	2	2	
40	0	9	2	5	3	3	2	3	
41	11	16	1	8	3	3	2	2	
42	1	8	2	7	2	4	2	1	
43	10	16	2	7	2	2	0	3	
44	3	10	1	6	3	2	1	2	
45	10	16	2	8	3	2	1	3	
46	3	10	1	8	3	3	0	3	
47	5	11	2	9	2	3	2	1	
48	9	15	1	9	2	2	2	1	
49	11	16	2	8	3	3	2	3	
50	9	16	2	5	2	3	0	2	
51	11	16	2	9	2	4	2	1	
52	0	5	1	8	2	3	2	1	
53	8	13	1	6	2	3	0	3	
54	10	15	1	6	2	4	2	2	
55	5	11	1	7	2	2	2	2	
56	6	15	2	9	3	2	0	2	
57	1	6	1	7	2	4	2	1	
58	11	16	1	9	2	4	1	1	
59	8	13	1	8	2	3	0	3	
60	9	16	2	7	2	4	2	3	
61	0	5	1	6	2	3	1	3	
62	0	9	2	5	3	4	1	1	
63	6	12	1	8	2	3	1	1	
64	9	16	2	5	3	3	1	1	
65	10	16	1	6	3	3	0	2	
66	7	16	2	5	3	3	1	1	
67	8	16	2	7	3	2	0	2	
68	5	11	2	5	2	2	0	3	
69	3	10	2	8	2	4	1	2	
70	2	7	1	9	2	4	1	2	
71	5	10	1	9	2	2	1	1	
72	2	11	2	5	3	4	2	3	
73	4	10	2	5	2	2	2	2	
74	9	15	1	5	2	3	2	3	
75	8	15	1	7	3	4	2	3	
76	8	16	2	9	3	2	2	1	
77	11	16	1	9	3	2	0	1	
78	4	10	2	8	2	4	1	2	
79	0	8	1	7	3	3	0	1	
80	1	9	2	9	3	3	2	2	
81	2	7	1	5	2	3	1	2	
82	8	16	2	9	3	3	1	3	
83	11	16	2	9	3	4	1	1	
84	6	13	2	6	2	4	2	1	
85	8	16	2	8	3	3	1	2	
86	3	9	1	5	2	3	1	3	
87	7	14	2	7	2	2	2	2	
88	4	9	1	7	2	3	1	1	
89	8	16	2	9	3	3	0	2	
90	9	16	2	9	2	4	1	1	
91	9	15	1	9	2	3	2	2	
92	8	15	1	5	3	4	0	3	
93	5	13	1	8	3	4	1	2	
94	8	14	2	6	2	4	1	2	
95	11	16	1	5	2	3	0	3	
96	3	8	1	6	2	4	0	3	
97	5	13	1	5	3	3	2	3	
98	3	8	1	8	2	3	2	1	
99	1	9	2	5	3	3	0	3	
100	0	6	2	6	2	4	0	1	
101	6	14	1	8	3	4	2	1	
102	4	12	1	9	3	3	1	1	
end{Tasks}
