begin{nbTrucks}
60
end{nbTrucks}
begin{nbDocks}
20
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
17
end{nbResourcePersonel}
begin{nbResourceEquipment}
5
end{nbResourceEquipment}
begin{nbResourceVehicule}
7
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	8	14	1	8	2	4	2	2	
2	11	16	1	8	3	3	0	1	
3	1	7	1	8	2	3	1	3	
4	0	7	2	6	2	2	1	1	
5	4	11	1	6	3	2	0	3	
6	9	14	1	6	2	3	0	3	
7	10	15	1	5	2	3	2	3	
8	8	16	2	9	3	3	2	2	
9	0	9	2	6	3	3	2	1	
10	3	8	1	9	2	4	0	1	
11	11	16	1	8	3	4	1	3	
12	9	15	1	6	2	3	1	1	
13	9	16	2	9	3	2	0	2	
14	8	14	1	6	2	2	1	3	
15	2	10	2	8	3	4	2	1	
16	1	6	1	5	2	2	2	2	
17	3	10	1	7	3	4	0	2	
18	5	11	2	8	2	3	0	3	
19	7	14	1	5	3	2	1	1	
20	2	8	2	6	2	4	2	3	
21	1	7	2	9	2	3	0	1	
22	10	16	1	6	2	4	0	1	
23	0	9	2	8	3	2	0	3	
24	0	8	2	7	3	4	2	3	
25	4	13	2	5	3	4	2	3	
26	5	11	2	7	2	4	1	2	
27	10	16	1	6	2	2	1	2	
28	0	7	2	7	2	4	2	3	
29	2	10	1	5	3	4	1	1	
30	3	9	2	5	2	2	1	3	
31	4	10	2	5	2	2	1	3	
32	3	9	2	6	2	3	0	2	
33	10	16	2	5	2	4	0	2	
34	4	11	1	9	3	3	0	1	
35	6	11	1	6	2	4	1	2	
36	2	10	1	5	3	4	1	2	
37	1	10	2	6	3	3	1	1	
38	3	10	1	8	3	3	0	1	
39	2	7	1	9	2	4	0	3	
40	4	12	2	9	3	2	2	3	
41	0	7	2	7	2	3	1	1	
42	3	9	2	9	2	3	2	2	
43	6	12	2	8	2	2	1	1	
44	9	16	1	7	3	2	0	1	
45	11	16	1	9	2	4	0	3	
46	0	7	2	7	2	2	2	2	
47	9	14	1	9	2	4	1	1	
48	6	11	1	8	2	2	0	1	
49	8	16	2	7	3	4	2	1	
50	10	15	1	6	2	2	0	3	
51	2	9	2	9	2	4	0	3	
52	9	15	1	8	2	3	0	3	
53	1	9	1	5	3	2	2	3	
54	1	7	1	9	2	2	2	3	
55	8	14	2	7	2	2	0	3	
56	10	16	1	9	3	3	1	3	
57	9	16	2	5	2	3	0	2	
58	11	16	1	6	3	3	0	3	
59	9	15	2	6	2	4	2	2	
60	6	12	2	9	2	4	1	3	
end{Tasks}
