begin{nbTrucks}
112
end{nbTrucks}
begin{nbDocks}
24
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
20
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	6	1	7	2	3	0	3	
2	4	10	1	9	2	2	2	2	
3	3	11	2	5	3	2	1	3	
4	2	8	2	7	2	2	2	2	
5	2	10	2	8	3	3	1	2	
6	6	11	1	7	2	2	2	3	
7	3	9	1	7	2	2	1	3	
8	2	10	2	5	3	3	1	1	
9	5	14	2	6	3	4	0	1	
10	11	16	2	9	3	2	1	1	
11	2	10	1	9	3	2	1	1	
12	11	16	1	9	2	3	2	3	
13	10	16	2	7	2	2	1	1	
14	0	6	1	5	2	3	2	1	
15	4	12	1	9	3	4	1	1	
16	8	14	2	9	2	2	1	1	
17	8	16	2	6	3	3	2	1	
18	8	16	2	6	3	2	0	3	
19	5	11	1	6	2	2	2	3	
20	5	13	2	7	3	4	2	1	
21	9	16	1	8	3	3	2	2	
22	2	9	1	6	3	3	0	2	
23	5	14	2	5	3	3	0	3	
24	11	16	1	5	2	4	0	1	
25	2	8	2	8	2	4	1	2	
26	0	6	2	9	2	2	1	3	
27	8	14	1	8	2	2	1	3	
28	5	10	1	9	2	4	2	2	
29	11	16	1	8	3	3	2	2	
30	3	12	2	8	3	3	0	3	
31	7	14	1	7	3	4	0	3	
32	0	8	2	7	3	3	0	1	
33	3	11	1	6	3	4	2	2	
34	1	8	2	5	2	3	2	2	
35	6	14	1	8	3	4	2	2	
36	0	6	2	5	2	3	2	3	
37	3	9	2	7	2	2	1	2	
38	9	16	2	8	3	3	2	2	
39	6	11	1	8	2	2	0	3	
40	4	10	2	8	2	2	2	3	
41	5	11	1	5	2	4	0	2	
42	3	11	1	5	3	2	1	2	
43	0	8	1	6	3	4	2	1	
44	4	9	1	6	2	3	1	3	
45	1	6	1	6	2	3	0	3	
46	0	6	2	5	2	4	2	3	
47	11	16	1	6	2	4	0	1	
48	11	16	2	7	2	4	0	1	
49	9	14	1	5	2	4	2	3	
50	4	12	2	6	3	3	0	3	
51	11	16	1	6	2	4	2	3	
52	3	9	2	9	2	4	1	3	
53	3	11	2	5	3	3	1	3	
54	2	10	1	8	3	3	1	1	
55	4	10	1	6	2	4	0	2	
56	8	16	2	6	3	2	0	2	
57	7	14	2	8	2	3	2	3	
58	2	10	1	6	3	4	2	2	
59	7	13	1	7	2	2	2	1	
60	2	10	2	6	3	3	0	2	
61	8	15	1	8	3	2	1	1	
62	7	13	1	8	2	2	0	2	
63	7	15	2	5	3	2	1	3	
64	3	10	2	8	2	4	1	1	
65	0	5	1	5	2	2	1	1	
66	5	11	2	5	2	4	0	2	
67	7	12	1	8	2	4	0	3	
68	5	11	1	9	2	4	1	1	
69	1	7	2	6	2	3	1	1	
70	9	15	1	7	2	2	2	3	
71	8	16	2	7	3	2	0	3	
72	9	14	1	9	2	3	2	2	
73	0	5	1	8	2	4	0	1	
74	7	12	1	7	2	4	1	2	
75	7	14	1	5	3	3	2	3	
76	8	16	1	9	3	3	1	1	
77	9	14	1	8	2	3	2	2	
78	11	16	1	9	2	4	1	3	
79	6	15	2	6	3	2	1	3	
80	6	12	2	9	2	2	1	3	
81	3	8	1	5	2	4	1	2	
82	3	12	2	6	3	2	0	3	
83	11	16	2	7	3	3	1	2	
84	11	16	2	7	2	4	0	2	
85	10	16	2	5	2	2	2	3	
86	4	11	1	8	3	2	1	3	
87	3	10	1	5	3	2	0	3	
88	4	9	1	5	2	2	2	3	
89	0	9	2	6	3	3	2	1	
90	5	12	1	6	3	4	0	3	
91	6	13	1	6	3	3	0	1	
92	1	10	2	7	3	4	1	3	
93	9	15	1	8	2	3	1	1	
94	10	15	1	9	2	4	1	3	
95	7	15	2	9	3	3	0	3	
96	2	8	2	6	2	2	1	1	
97	4	11	2	9	2	4	2	2	
98	8	15	2	6	2	2	1	3	
99	10	16	2	9	2	3	0	2	
100	10	16	1	9	3	4	0	3	
101	7	15	1	5	3	3	1	1	
102	4	10	1	5	2	4	2	3	
103	9	14	1	5	2	2	2	2	
104	10	15	1	8	2	2	1	1	
105	6	12	2	5	2	2	2	2	
106	2	11	2	6	3	4	2	1	
107	3	10	2	9	2	4	0	1	
108	0	8	1	7	3	4	0	1	
109	5	13	2	7	3	4	2	3	
110	10	16	1	6	2	4	0	2	
111	10	15	1	7	2	4	0	1	
112	10	15	1	7	2	2	0	2	
end{Tasks}
