begin{nbTrucks}
97
end{nbTrucks}
begin{nbDocks}
24
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
20
end{nbResourcePersonel}
begin{nbResourceEquipment}
6
end{nbResourceEquipment}
begin{nbResourceVehicule}
8
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	9	2	7	3	4	0	3	
2	5	13	2	9	3	4	0	2	
3	5	13	2	7	3	2	2	2	
4	6	12	2	6	2	2	1	1	
5	8	16	2	8	3	4	0	1	
6	1	7	1	7	2	2	0	3	
7	11	16	2	6	2	4	1	2	
8	11	16	1	9	2	4	0	3	
9	11	16	1	8	2	3	1	2	
10	9	14	1	8	2	2	1	2	
11	1	7	1	5	2	2	0	3	
12	1	8	1	5	3	3	0	2	
13	5	13	1	8	3	3	2	1	
14	6	15	2	8	3	4	1	1	
15	5	13	1	5	3	3	0	3	
16	7	15	1	5	3	3	1	2	
17	8	13	1	5	2	4	2	1	
18	6	12	1	8	2	3	1	1	
19	11	16	1	5	2	3	1	3	
20	10	16	1	5	2	2	1	3	
21	7	13	2	6	2	2	0	3	
22	10	16	2	7	2	4	2	3	
23	2	9	1	5	3	4	2	2	
24	4	12	2	8	3	3	0	2	
25	1	8	2	8	2	4	0	2	
26	10	16	1	7	3	3	1	2	
27	0	7	1	5	3	3	1	3	
28	5	10	1	6	2	2	1	2	
29	9	14	1	5	2	3	1	1	
30	1	8	2	8	2	2	2	2	
31	7	16	2	6	3	2	1	2	
32	6	11	1	7	2	3	1	3	
33	4	12	2	5	3	2	0	1	
34	10	16	1	5	3	4	1	1	
35	11	16	2	8	3	3	0	2	
36	11	16	2	8	2	4	0	2	
37	9	16	2	9	2	3	1	3	
38	7	16	2	5	3	2	1	3	
39	0	5	1	7	2	2	2	1	
40	9	16	2	7	3	3	2	2	
41	9	16	1	8	3	3	1	1	
42	0	8	2	8	3	2	0	1	
43	2	7	1	6	2	4	2	1	
44	8	16	1	8	3	4	0	2	
45	3	10	1	8	3	2	1	3	
46	7	14	2	7	2	3	2	1	
47	0	8	2	6	3	3	0	2	
48	0	7	1	6	3	4	0	2	
49	2	10	2	8	3	3	2	3	
50	3	8	1	5	2	3	0	3	
51	7	14	2	9	2	3	0	1	
52	3	11	1	8	3	3	1	3	
53	6	11	1	7	2	3	0	3	
54	0	8	2	6	3	2	1	3	
55	11	16	2	9	3	3	1	1	
56	10	16	1	9	3	4	2	2	
57	8	14	1	5	2	4	2	2	
58	2	7	1	7	2	2	1	3	
59	7	16	2	7	3	2	2	2	
60	11	16	1	8	3	2	2	1	
61	5	13	1	6	3	2	1	3	
62	4	10	1	5	2	2	2	3	
63	9	15	2	6	2	4	2	2	
64	0	5	1	8	2	3	1	1	
65	2	8	2	6	2	4	0	3	
66	1	7	1	9	2	2	0	3	
67	11	16	2	6	2	2	0	2	
68	2	9	2	7	2	3	2	3	
69	5	12	1	7	3	4	1	1	
70	0	8	2	8	3	3	0	3	
71	3	10	1	8	3	4	0	3	
72	1	10	2	7	3	2	1	1	
73	8	16	2	5	3	2	2	1	
74	9	15	1	5	2	3	0	2	
75	4	12	1	8	3	2	2	1	
76	5	14	2	7	3	4	2	2	
77	6	13	1	5	3	3	0	2	
78	4	13	2	9	3	3	0	1	
79	6	13	2	7	2	2	2	2	
80	9	15	1	8	2	3	0	3	
81	7	14	2	9	2	3	0	2	
82	0	8	1	5	3	3	2	2	
83	10	16	1	9	2	4	0	1	
84	8	16	2	7	3	4	1	2	
85	5	13	1	5	3	2	0	2	
86	2	9	2	9	2	3	1	2	
87	1	8	2	8	2	2	0	1	
88	4	10	1	9	2	2	1	3	
89	10	16	1	9	2	2	1	2	
90	0	7	2	5	2	3	2	1	
91	8	14	2	6	2	2	0	2	
92	2	9	1	5	3	2	2	1	
93	1	10	2	5	3	2	2	2	
94	11	16	2	8	2	3	2	1	
95	4	10	1	5	2	3	2	1	
96	4	9	1	9	2	4	0	1	
97	9	16	1	7	3	2	2	2	
end{Tasks}
