begin{nbTrucks}
178
end{nbTrucks}
begin{nbDocks}
56
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
47
end{nbResourcePersonel}
begin{nbResourceEquipment}
14
end{nbResourceEquipment}
begin{nbResourceVehicule}
19
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	10	15	1	8	2	2	2	2	
2	8	14	2	9	2	3	1	1	
3	10	16	2	6	2	4	0	1	
4	11	16	1	9	3	2	2	1	
5	7	14	2	9	2	3	0	2	
6	7	12	1	7	2	4	2	2	
7	9	15	2	9	2	4	2	3	
8	6	14	1	8	3	3	2	2	
9	1	6	1	5	2	2	1	3	
10	7	16	2	7	3	2	1	3	
11	8	15	2	9	2	4	1	2	
12	10	16	1	7	2	3	0	1	
13	6	14	1	6	3	2	0	3	
14	0	7	2	8	2	4	1	3	
15	4	10	2	7	2	3	0	2	
16	6	13	2	7	2	4	0	3	
17	8	13	1	9	2	4	0	1	
18	11	16	2	9	2	4	2	1	
19	3	11	1	9	3	2	2	2	
20	10	16	2	7	2	4	1	3	
21	9	14	1	7	2	2	0	2	
22	9	15	2	8	2	3	1	3	
23	5	13	1	6	3	4	1	2	
24	0	8	2	7	3	2	2	1	
25	8	15	2	5	2	4	2	3	
26	3	12	2	7	3	2	2	2	
27	8	15	2	9	2	3	2	2	
28	5	11	1	7	2	2	2	2	
29	7	13	2	7	2	3	1	2	
30	8	16	2	6	3	4	2	2	
31	10	16	2	6	2	3	2	2	
32	9	16	2	9	2	4	0	2	
33	4	10	1	6	2	2	1	2	
34	0	9	2	7	3	3	0	1	
35	8	14	2	7	2	3	2	1	
36	8	16	2	6	3	4	0	1	
37	1	7	2	8	2	4	2	1	
38	8	13	1	9	2	4	2	3	
39	9	14	1	8	2	2	2	2	
40	0	5	1	6	2	4	0	3	
41	10	16	2	5	2	3	2	2	
42	1	7	1	6	2	4	2	2	
43	5	11	1	6	2	4	2	2	
44	0	7	1	8	3	4	1	1	
45	2	9	1	8	3	3	1	3	
46	5	10	1	7	2	2	2	3	
47	3	8	1	5	2	3	2	3	
48	6	13	2	8	2	3	1	2	
49	10	16	2	7	3	2	2	2	
50	3	9	1	8	2	4	2	1	
51	1	9	1	5	3	3	2	3	
52	10	16	2	9	3	3	2	2	
53	3	10	1	9	3	2	0	1	
54	11	16	2	8	2	4	2	2	
55	4	11	2	9	2	4	0	1	
56	9	16	1	7	3	4	0	3	
57	8	14	1	5	2	2	1	1	
58	0	6	1	8	2	2	2	2	
59	5	10	1	8	2	4	2	2	
60	10	16	1	9	3	4	2	1	
61	6	13	1	5	3	4	1	3	
62	1	7	1	9	2	3	0	3	
63	5	14	2	5	3	4	0	1	
64	9	16	2	7	2	2	0	2	
65	2	11	2	8	3	3	1	1	
66	11	16	2	8	2	2	1	2	
67	6	14	1	8	3	2	0	2	
68	8	13	1	6	2	3	1	2	
69	9	15	2	6	2	4	1	3	
70	2	11	2	7	3	2	2	1	
71	4	9	1	5	2	4	0	1	
72	6	14	1	7	3	2	1	1	
73	2	7	1	5	2	4	2	3	
74	8	16	2	6	3	3	2	3	
75	1	9	1	5	3	2	2	2	
76	10	16	1	9	3	2	2	2	
77	11	16	1	6	2	3	2	3	
78	3	12	2	9	3	3	1	1	
79	11	16	1	8	3	4	1	3	
80	5	10	1	6	2	4	2	1	
81	5	10	1	6	2	4	0	1	
82	8	16	2	5	3	4	0	2	
83	0	6	1	8	2	4	2	1	
84	5	14	2	9	3	4	0	1	
85	5	12	1	5	3	4	2	3	
86	8	16	2	8	3	3	0	2	
87	6	14	1	5	3	4	2	3	
88	0	6	1	5	2	4	1	2	
89	8	14	2	8	2	4	1	2	
90	4	11	2	6	2	3	1	2	
91	6	13	2	7	2	3	2	1	
92	5	12	1	5	3	3	0	2	
93	2	11	2	7	3	2	1	2	
94	2	10	1	9	3	3	1	2	
95	3	9	1	9	2	3	0	3	
96	5	12	1	5	3	4	1	3	
97	9	16	2	7	2	2	2	1	
98	7	13	1	8	2	2	1	2	
99	1	7	1	9	2	4	2	1	
100	3	11	2	6	3	2	2	2	
101	1	9	2	7	3	4	1	1	
102	2	10	1	5	3	4	0	2	
103	11	16	1	7	3	4	2	1	
104	7	16	2	8	3	2	1	2	
105	5	14	2	8	3	4	0	1	
106	5	13	1	5	3	2	2	3	
107	9	15	2	9	2	3	2	3	
108	9	16	1	6	3	3	1	1	
109	11	16	2	8	3	4	1	3	
110	10	15	1	9	2	2	1	3	
111	4	10	2	6	2	3	0	3	
112	5	11	1	8	2	4	2	2	
113	0	6	1	8	2	4	1	3	
114	7	15	2	8	3	3	1	3	
115	5	10	1	5	2	4	2	1	
116	7	15	1	7	3	2	1	1	
117	3	10	2	8	2	3	0	3	
118	5	10	1	8	2	2	0	2	
119	4	9	1	8	2	4	1	1	
120	11	16	1	5	3	2	1	1	
121	11	16	2	8	2	3	0	1	
122	4	11	1	5	3	4	2	1	
123	7	15	2	6	3	2	2	3	
124	1	9	2	9	3	4	0	1	
125	2	10	2	6	3	4	1	3	
126	2	10	1	7	3	3	0	1	
127	7	12	1	7	2	3	2	3	
128	2	8	1	7	2	3	2	1	
129	9	15	1	8	2	3	2	2	
130	2	10	2	9	3	3	0	2	
131	6	11	1	8	2	4	2	3	
132	6	13	2	6	2	4	0	1	
133	1	9	2	5	3	4	2	1	
134	11	16	2	8	2	3	1	3	
135	3	9	1	8	2	3	0	3	
136	11	16	1	6	3	4	1	3	
137	7	12	1	8	2	4	2	1	
138	11	16	1	7	2	3	0	3	
139	11	16	2	7	2	3	0	2	
140	4	9	1	7	2	2	0	3	
141	8	16	2	8	3	4	0	1	
142	0	8	1	7	3	4	0	3	
143	3	10	2	8	2	2	2	2	
144	6	12	2	6	2	4	0	1	
145	2	9	2	9	2	3	0	1	
146	4	9	1	8	2	2	1	2	
147	8	14	1	8	2	4	1	1	
148	3	11	1	5	3	2	0	2	
149	5	11	1	7	2	3	0	2	
150	4	10	1	9	2	3	0	1	
151	1	7	1	5	2	3	1	3	
152	3	8	1	9	2	3	0	3	
153	10	16	2	6	2	2	2	3	
154	11	16	1	5	2	2	0	3	
155	7	14	2	9	2	4	0	3	
156	8	15	2	8	2	4	1	2	
157	10	16	1	7	3	4	2	2	
158	7	16	2	9	3	4	1	1	
159	4	12	1	5	3	3	2	3	
160	11	16	2	9	3	2	2	3	
161	10	16	2	7	2	4	0	2	
162	0	6	1	6	2	2	1	2	
163	9	16	2	8	3	2	1	3	
164	2	9	2	5	2	4	1	1	
165	1	8	1	5	3	4	0	3	
166	5	13	1	5	3	3	2	1	
167	5	14	2	8	3	4	0	2	
168	10	16	2	5	2	2	0	3	
169	7	15	2	7	3	4	2	3	
170	4	12	1	7	3	3	1	2	
171	8	15	1	6	3	3	2	3	
