begin{nbTrucks}
146
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	3	10	1	5	3	2	1	1	
2	11	16	2	7	2	3	2	1	
3	1	8	1	9	3	4	2	3	
4	1	8	1	7	3	4	2	3	
5	1	6	1	9	2	3	2	2	
6	0	7	2	6	2	3	0	3	
7	9	16	2	5	3	2	1	1	
8	9	16	2	6	3	3	1	1	
9	5	11	1	6	2	4	1	3	
10	4	13	2	7	3	4	0	3	
11	6	13	2	9	2	4	1	1	
12	1	8	1	8	3	2	2	3	
13	11	16	2	7	2	4	0	3	
14	5	13	2	8	3	4	0	2	
15	4	13	2	6	3	2	1	1	
16	10	16	1	5	3	4	2	2	
17	6	13	2	9	2	4	2	2	
18	10	16	2	5	3	3	1	2	
19	10	16	2	6	3	2	1	2	
20	6	12	1	7	2	2	1	3	
21	8	15	2	5	2	2	2	1	
22	3	9	2	8	2	4	1	3	
23	1	7	1	5	2	4	1	2	
24	8	15	2	5	2	2	1	1	
25	11	16	2	5	3	4	0	2	
26	3	12	2	9	3	2	0	3	
27	10	16	1	5	3	2	2	2	
28	3	11	1	7	3	2	0	1	
29	9	16	1	6	3	3	1	2	
30	10	16	1	6	3	4	0	2	
31	5	12	2	5	2	3	0	2	
32	8	16	1	5	3	3	2	2	
33	11	16	2	8	3	4	1	3	
34	5	12	2	8	2	3	1	1	
35	1	8	1	5	3	4	2	2	
36	3	8	1	5	2	2	1	1	
37	7	16	2	7	3	2	0	1	
38	2	8	2	8	2	4	0	1	
39	6	13	2	9	2	3	0	3	
40	3	9	2	5	2	2	1	1	
41	6	13	1	9	3	3	1	1	
42	0	7	2	5	2	3	0	1	
43	10	16	2	7	2	2	0	1	
44	2	8	2	6	2	2	0	3	
45	10	15	1	8	2	3	2	2	
46	4	9	1	7	2	2	2	1	
47	10	16	2	9	2	2	1	1	
48	9	16	2	7	2	4	0	1	
49	11	16	2	6	2	2	1	1	
50	1	8	1	7	3	3	1	1	
51	10	16	2	8	2	2	1	3	
52	4	11	1	5	3	3	2	3	
53	5	11	2	5	2	2	0	2	
54	10	15	1	8	2	2	0	3	
55	0	7	1	7	3	3	1	2	
56	2	7	1	7	2	3	2	2	
57	10	16	2	6	2	2	0	3	
58	8	15	1	5	3	3	2	2	
59	9	16	2	7	3	3	2	1	
60	4	12	2	6	3	2	0	2	
61	5	12	1	8	3	2	0	2	
62	2	10	1	8	3	3	0	1	
63	1	6	1	8	2	4	2	3	
64	7	13	2	8	2	4	2	3	
65	2	7	1	5	2	3	2	3	
66	11	16	1	8	2	2	2	3	
67	3	11	2	6	3	4	1	2	
68	8	16	1	9	3	4	1	1	
69	10	15	1	8	2	3	0	3	
70	6	14	1	8	3	2	0	3	
71	6	15	2	5	3	4	0	1	
72	5	12	2	6	2	2	2	2	
73	10	15	1	5	2	2	1	1	
74	6	11	1	5	2	2	1	3	
75	11	16	2	6	3	2	1	3	
76	2	7	1	7	2	4	1	1	
77	11	16	2	7	2	4	2	2	
78	4	12	1	5	3	2	0	3	
79	4	12	1	6	3	2	0	2	
80	8	15	2	5	2	3	2	1	
81	2	9	2	9	2	4	0	2	
82	4	13	2	8	3	2	1	3	
83	11	16	1	7	2	3	0	2	
84	3	9	2	8	2	4	2	3	
85	11	16	1	6	3	2	2	2	
86	4	11	1	8	3	2	2	2	
87	9	14	1	7	2	4	2	3	
88	5	11	1	9	2	3	1	1	
89	6	13	2	9	2	2	2	2	
90	0	6	1	9	2	4	1	3	
91	1	9	1	5	3	4	0	1	
92	3	11	2	9	3	2	1	3	
93	2	11	2	9	3	3	1	1	
94	7	12	1	5	2	2	2	2	
95	2	11	2	7	3	3	2	1	
96	4	10	2	8	2	3	2	3	
97	5	13	2	8	3	2	1	2	
98	5	14	2	7	3	4	0	1	
99	6	14	2	9	3	4	2	2	
100	5	11	2	7	2	4	0	1	
101	11	16	1	8	2	2	0	2	
102	11	16	1	8	3	3	1	3	
103	3	10	1	8	3	3	0	2	
104	8	15	2	9	2	3	0	2	
105	4	9	1	9	2	2	1	2	
106	4	9	1	7	2	4	0	3	
107	5	13	1	7	3	3	2	2	
108	4	10	2	7	2	3	1	1	
109	0	7	2	5	2	3	1	2	
110	0	7	2	5	2	4	1	2	
111	0	9	2	7	3	2	0	1	
112	6	13	2	5	2	2	2	3	
113	10	16	2	8	2	4	0	1	
114	5	14	2	7	3	3	0	3	
115	5	12	1	8	3	2	0	2	
116	11	16	2	5	2	4	0	3	
117	1	6	1	6	2	2	2	2	
118	7	12	1	8	2	2	0	1	
119	7	13	1	9	2	4	0	1	
120	6	12	1	8	2	3	1	3	
121	9	16	2	6	2	2	1	3	
122	1	9	2	9	3	4	2	3	
123	9	16	1	9	3	4	2	1	
124	3	10	1	9	3	4	1	3	
125	2	7	1	5	2	2	0	2	
126	2	10	2	8	3	2	0	2	
127	10	16	2	9	3	3	2	1	
128	2	10	1	8	3	3	0	1	
129	7	14	2	6	2	2	1	2	
130	0	8	1	8	3	4	1	1	
131	11	16	1	6	3	2	2	2	
132	7	14	1	8	3	4	2	1	
133	4	10	2	9	2	4	0	3	
134	1	10	2	6	3	4	0	3	
135	7	15	2	5	3	3	2	3	
136	6	14	2	6	3	2	2	1	
137	7	15	1	8	3	4	2	3	
138	6	14	1	5	3	2	2	1	
139	5	14	2	9	3	3	2	2	
140	11	16	2	8	3	3	1	3	
