begin{nbTrucks}
114
end{nbTrucks}
begin{nbDocks}
28
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
24
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	3	12	2	7	3	2	1	2	
2	8	16	2	6	3	4	1	1	
3	7	14	2	9	2	2	0	2	
4	11	16	1	6	2	4	1	1	
5	4	13	2	6	3	3	0	2	
6	5	13	2	5	3	4	2	3	
7	11	16	2	5	2	2	2	1	
8	11	16	1	5	3	2	1	1	
9	10	16	1	5	3	3	0	3	
10	2	10	2	6	3	3	0	3	
11	6	11	1	5	2	3	1	3	
12	11	16	1	5	3	3	1	3	
13	4	11	1	5	3	3	2	2	
14	0	5	1	6	2	3	2	3	
15	8	14	1	7	2	3	1	1	
16	1	9	2	5	3	2	1	2	
17	10	16	2	6	3	4	0	3	
18	10	16	2	6	2	3	1	2	
19	4	11	2	5	2	2	0	3	
20	9	16	1	6	3	2	2	3	
21	3	9	2	5	2	3	1	2	
22	1	6	1	7	2	3	1	2	
23	0	7	1	8	3	4	0	1	
24	4	10	2	6	2	4	2	2	
25	0	9	2	6	3	4	1	2	
26	10	16	2	5	2	4	0	2	
27	9	16	2	5	3	2	2	1	
28	8	13	1	7	2	4	1	1	
29	5	11	1	9	2	2	0	1	
30	2	8	2	8	2	2	0	3	
31	6	13	2	7	2	2	1	2	
32	3	11	2	8	3	3	1	3	
33	3	12	2	5	3	2	1	3	
34	11	16	1	8	2	3	0	1	
35	9	15	1	8	2	3	2	1	
36	2	7	1	6	2	2	2	3	
37	0	9	2	5	3	2	2	2	
38	2	9	1	6	3	3	0	3	
39	1	8	1	6	3	3	2	1	
40	2	7	1	9	2	2	1	2	
41	11	16	2	7	2	3	1	2	
42	7	14	2	6	2	2	1	2	
43	3	10	2	5	2	4	2	3	
44	8	16	2	6	3	2	0	2	
45	7	13	2	5	2	3	0	3	
46	10	16	2	6	2	3	0	3	
47	0	5	1	5	2	3	0	2	
48	8	15	2	7	2	3	2	3	
49	4	11	1	8	3	4	0	2	
50	1	6	1	8	2	4	1	1	
51	11	16	2	7	3	2	0	1	
52	11	16	1	9	3	3	2	3	
53	10	16	1	6	3	2	1	2	
54	3	11	1	5	3	2	2	3	
55	8	15	1	7	3	3	2	2	
56	6	15	2	8	3	2	2	2	
57	4	11	2	6	2	2	0	1	
58	0	7	2	6	2	3	2	3	
59	3	9	2	5	2	4	0	3	
60	7	14	2	7	2	4	0	1	
61	8	16	1	8	3	4	1	1	
62	9	14	1	9	2	4	1	1	
63	11	16	2	5	2	4	2	2	
64	6	12	1	6	2	3	0	2	
65	11	16	2	7	2	3	1	1	
66	1	10	2	7	3	3	1	3	
67	4	12	2	7	3	3	2	1	
68	1	8	1	6	3	3	1	1	
69	0	7	2	9	2	4	1	2	
70	1	8	1	7	3	3	1	3	
71	4	10	1	8	2	2	0	1	
72	1	7	2	9	2	2	2	2	
73	11	16	2	9	3	2	2	3	
74	2	11	2	7	3	2	2	1	
75	2	10	1	5	3	3	2	3	
76	2	7	1	9	2	3	2	3	
77	3	11	1	5	3	2	2	3	
78	1	10	2	6	3	2	0	3	
79	11	16	1	6	2	2	1	1	
80	8	15	1	8	3	3	1	3	
81	3	10	1	5	3	3	0	3	
82	1	7	2	9	2	3	1	2	
83	0	9	2	6	3	4	0	3	
84	11	16	2	6	2	4	1	1	
85	5	12	1	9	3	3	1	2	
86	0	9	2	7	3	2	2	2	
87	4	10	1	6	2	2	0	1	
88	6	15	2	5	3	4	0	2	
89	1	7	1	7	2	4	2	3	
90	10	16	2	6	2	3	2	2	
91	0	7	1	5	3	3	2	3	
92	10	16	2	5	3	4	1	2	
93	7	13	2	8	2	4	1	2	
94	5	11	2	5	2	4	1	2	
95	4	11	2	5	2	2	1	2	
96	5	11	1	8	2	2	1	3	
97	4	12	1	9	3	4	1	1	
98	6	14	1	7	3	2	1	1	
99	4	10	2	8	2	3	0	2	
100	5	12	2	9	2	3	0	3	
101	9	16	1	5	3	2	0	3	
102	3	11	1	9	3	4	1	3	
103	5	12	2	7	2	4	1	3	
104	11	16	1	8	2	2	0	2	
105	0	7	2	9	2	3	0	1	
106	8	14	2	7	2	2	0	3	
107	11	16	1	9	3	3	1	1	
108	8	16	2	7	3	4	0	2	
109	6	13	1	9	3	3	0	3	
110	2	9	1	9	3	2	0	2	
111	3	12	2	6	3	4	0	1	
112	0	5	1	9	2	4	2	1	
113	5	10	1	9	2	4	0	3	
114	9	15	2	6	2	4	0	1	
end{Tasks}
