begin{nbTrucks}
95
end{nbTrucks}
begin{nbDocks}
20
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
17
end{nbResourcePersonel}
begin{nbResourceEquipment}
5
end{nbResourceEquipment}
begin{nbResourceVehicule}
7
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	11	16	1	5	2	3	0	2	
2	2	9	2	9	2	3	0	1	
3	1	7	1	9	2	4	2	2	
4	8	15	1	8	3	2	1	3	
5	1	9	1	7	3	2	1	3	
6	7	15	2	5	3	3	0	3	
7	0	5	1	6	2	2	2	3	
8	10	16	2	8	3	4	2	3	
9	7	13	2	5	2	4	1	3	
10	0	9	2	8	3	2	1	2	
11	1	10	2	6	3	2	2	3	
12	7	13	2	7	2	2	2	2	
13	0	6	2	6	2	2	1	2	
14	8	13	1	6	2	3	0	1	
15	2	11	2	6	3	3	2	2	
16	5	14	2	6	3	2	0	1	
17	8	14	2	8	2	2	1	2	
18	7	13	1	8	2	4	1	3	
19	1	7	2	6	2	4	1	1	
20	4	9	1	6	2	2	1	2	
21	3	10	2	5	2	4	2	1	
22	1	9	2	6	3	2	1	2	
23	2	7	1	9	2	2	2	2	
24	7	13	2	8	2	4	1	3	
25	11	16	1	5	2	2	0	3	
26	3	9	2	6	2	3	2	1	
27	11	16	2	5	3	3	2	1	
28	11	16	2	9	3	3	0	2	
29	5	12	1	6	3	3	0	3	
30	6	12	1	6	2	3	2	2	
31	6	14	2	5	3	2	1	1	
32	4	10	1	6	2	2	0	3	
33	9	16	2	6	3	4	0	2	
34	8	15	2	9	2	4	2	3	
35	11	16	2	8	2	2	1	2	
36	2	11	2	8	3	4	0	3	
37	6	14	2	5	3	2	1	2	
38	0	6	1	5	2	4	1	2	
39	8	13	1	6	2	2	2	3	
40	0	7	1	7	3	2	1	1	
41	11	16	1	9	3	3	2	3	
42	3	10	1	7	3	2	2	1	
43	0	6	1	6	2	3	1	1	
44	0	7	1	7	3	2	2	3	
45	3	11	2	8	3	2	1	2	
46	6	14	1	5	3	2	0	3	
47	10	16	1	6	3	4	0	3	
48	3	11	1	7	3	2	1	1	
49	3	11	2	6	3	4	2	2	
50	10	16	1	9	3	3	1	2	
51	5	13	1	5	3	2	0	1	
52	3	9	2	9	2	4	1	1	
53	1	6	1	6	2	3	0	2	
54	4	10	1	5	2	4	2	1	
55	7	15	2	8	3	3	1	1	
56	8	16	1	8	3	3	0	1	
57	7	15	1	8	3	3	1	1	
58	6	14	1	6	3	4	1	3	
59	7	15	1	8	3	2	0	2	
60	9	15	1	9	2	4	1	2	
61	5	13	1	6	3	4	2	1	
62	11	16	1	5	2	3	0	3	
63	1	9	2	8	3	2	1	3	
64	10	16	2	7	3	4	1	3	
65	10	16	2	6	2	3	0	3	
66	10	16	2	9	2	4	1	3	
67	0	7	1	8	3	3	2	3	
68	4	10	1	8	2	2	1	1	
69	6	13	2	7	2	2	2	2	
70	8	16	1	5	3	4	0	1	
71	11	16	1	7	3	3	2	3	
72	0	6	1	8	2	2	0	3	
73	2	9	1	8	3	2	0	1	
74	6	14	1	8	3	2	0	2	
75	1	8	2	6	2	3	0	2	
76	9	14	1	8	2	3	1	1	
77	7	15	1	6	3	3	2	2	
78	5	12	2	7	2	2	0	3	
79	9	15	1	5	2	3	0	3	
80	9	16	2	7	3	3	1	2	
81	8	16	2	9	3	2	2	2	
82	9	14	1	7	2	3	0	2	
83	10	16	1	7	3	4	1	2	
84	11	16	1	7	2	3	2	3	
85	4	11	1	8	3	4	1	2	
86	0	7	1	8	3	4	2	3	
87	3	9	2	6	2	3	0	2	
88	9	16	2	9	3	4	0	1	
89	9	16	1	8	3	3	1	2	
90	6	13	1	9	3	4	2	3	
91	11	16	2	9	3	2	2	3	
92	3	11	1	9	3	4	2	3	
93	2	10	1	9	3	2	1	3	
94	3	11	1	7	3	3	1	2	
95	3	9	1	5	2	2	2	3	
end{Tasks}
