begin{nbTrucks}
150
end{nbTrucks}
begin{nbDocks}
40
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
34
end{nbResourcePersonel}
begin{nbResourceEquipment}
10
end{nbResourceEquipment}
begin{nbResourceVehicule}
14
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	8	16	1	6	3	3	0	2	
2	11	16	1	7	2	3	1	2	
3	5	12	2	7	2	4	0	2	
4	4	11	2	9	2	3	0	3	
5	9	16	2	6	3	4	2	1	
6	4	11	1	5	3	4	1	2	
7	7	14	2	7	2	3	0	1	
8	6	13	1	6	3	3	1	1	
9	6	13	1	8	3	3	0	2	
10	2	8	2	8	2	2	2	1	
11	9	16	2	8	3	4	1	3	
12	0	6	2	6	2	2	2	2	
13	8	16	2	7	3	2	2	2	
14	1	8	1	8	3	2	2	3	
15	6	11	1	9	2	2	0	3	
16	7	15	1	6	3	4	2	1	
17	2	8	1	8	2	2	1	2	
18	1	8	1	6	3	4	0	1	
19	9	16	1	6	3	3	1	1	
20	5	12	1	9	3	3	2	3	
21	4	10	1	6	2	3	0	3	
22	3	9	2	5	2	3	2	2	
23	11	16	2	6	3	4	1	2	
24	8	14	2	6	2	2	0	3	
25	9	15	1	8	2	2	1	1	
26	6	13	1	8	3	2	2	3	
27	1	10	2	9	3	4	2	3	
28	6	11	1	7	2	2	1	3	
29	6	14	2	8	3	3	0	2	
30	3	10	2	8	2	2	0	3	
31	2	10	1	9	3	3	2	1	
32	5	14	2	8	3	2	2	1	
33	11	16	2	6	3	3	2	2	
34	9	15	1	7	2	4	1	1	
35	4	13	2	6	3	2	0	2	
36	5	14	2	8	3	3	2	2	
37	4	13	2	9	3	2	0	2	
38	1	8	1	8	3	4	0	2	
39	0	7	1	6	3	2	1	1	
40	11	16	2	7	2	3	2	2	
41	0	8	2	5	3	2	2	3	
42	3	10	2	8	2	4	0	2	
43	11	16	1	7	2	3	2	2	
44	2	8	2	9	2	3	2	1	
45	7	13	1	8	2	2	2	3	
46	2	11	2	9	3	4	0	3	
47	6	11	1	7	2	3	0	1	
48	7	14	1	7	3	2	2	1	
49	10	16	1	7	2	3	2	2	
50	11	16	2	8	3	3	0	2	
51	5	11	2	7	2	3	0	2	
52	0	7	1	7	3	3	0	3	
53	10	16	2	5	3	3	0	2	
54	9	15	2	8	2	2	0	1	
55	6	13	1	5	3	4	0	3	
56	10	15	1	5	2	2	1	3	
57	5	13	1	9	3	2	2	2	
58	4	11	2	6	2	2	2	2	
59	8	16	1	6	3	2	0	2	
60	9	15	2	6	2	2	0	3	
61	2	10	1	6	3	2	1	1	
62	2	11	2	7	3	4	1	2	
63	3	11	2	5	3	2	0	1	
64	11	16	2	5	3	2	2	1	
65	4	11	2	8	2	4	1	2	
66	8	16	1	7	3	2	2	2	
67	2	8	2	8	2	3	0	1	
68	4	12	2	7	3	4	2	1	
69	0	5	1	6	2	2	0	3	
70	6	13	2	8	2	2	2	3	
71	5	11	2	9	2	2	0	2	
72	6	12	2	6	2	2	1	3	
73	4	12	2	9	3	2	1	1	
74	10	16	2	5	3	2	2	1	
75	4	10	2	6	2	4	2	3	
76	8	15	1	5	3	3	1	2	
77	8	16	1	8	3	3	1	3	
78	5	12	2	8	2	4	1	1	
79	5	12	1	6	3	3	0	1	
80	6	15	2	8	3	3	2	2	
81	5	13	1	9	3	2	1	1	
82	1	8	1	5	3	4	0	3	
83	11	16	1	6	2	2	0	3	
84	11	16	2	9	2	3	0	1	
85	7	14	1	9	3	3	2	1	
86	0	7	1	7	3	4	0	1	
87	4	12	1	7	3	3	0	3	
88	9	16	2	9	3	2	2	3	
89	0	7	1	6	3	3	2	3	
90	11	16	2	8	2	3	1	3	
91	3	11	1	6	3	3	2	3	
92	1	7	1	6	2	2	2	3	
93	7	16	2	8	3	4	1	1	
