begin{nbTrucks}
117
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	7	12	1	6	2	2	1	3	
2	7	15	2	9	3	2	2	2	
3	0	9	2	7	3	2	2	3	
4	6	12	1	5	2	4	0	2	
5	1	9	2	6	3	2	0	3	
6	8	16	1	6	3	2	0	3	
7	7	15	1	6	3	3	1	2	
8	5	12	2	5	2	4	0	1	
9	1	8	2	7	2	4	0	3	
10	6	15	2	9	3	4	1	3	
11	2	11	2	9	3	3	0	2	
12	5	12	2	7	2	3	2	3	
13	0	5	1	7	2	3	1	2	
14	0	5	1	7	2	4	0	3	
15	10	16	1	9	3	4	0	2	
16	9	16	2	8	3	4	0	3	
17	5	13	1	8	3	2	0	1	
18	8	14	1	5	2	4	2	2	
19	11	16	2	5	2	2	1	3	
20	3	11	1	5	3	2	0	3	
21	2	9	2	5	2	2	2	2	
22	5	11	2	7	2	2	1	1	
23	8	16	1	7	3	2	1	2	
24	1	6	1	5	2	2	1	1	
25	9	16	2	7	2	3	2	2	
26	5	14	2	5	3	2	0	3	
27	4	11	2	7	2	4	2	3	
28	11	16	1	7	2	3	1	1	
29	4	10	2	9	2	4	0	1	
30	10	16	2	7	3	2	0	2	
31	2	7	1	5	2	3	2	1	
32	0	8	2	7	3	2	1	3	
33	9	16	1	7	3	3	2	3	
34	8	16	2	7	3	3	1	2	
35	9	16	1	6	3	4	0	2	
36	9	15	1	8	2	2	0	1	
37	4	12	1	8	3	2	0	1	
38	6	13	1	7	3	2	1	1	
39	1	7	2	5	2	4	0	2	
40	0	5	1	6	2	4	1	1	
41	3	9	1	5	2	2	2	1	
42	0	6	1	6	2	4	2	3	
43	2	7	1	9	2	2	0	2	
44	7	14	1	6	3	3	0	2	
45	8	14	2	9	2	2	1	1	
46	9	15	1	7	2	2	1	3	
47	9	16	2	5	3	2	2	2	
48	2	7	1	9	2	2	2	1	
49	0	6	1	9	2	2	0	1	
50	1	7	1	5	2	3	1	3	
51	2	9	2	5	2	3	0	2	
52	5	12	2	5	2	2	1	3	
53	6	14	2	6	3	4	0	2	
54	11	16	1	8	3	2	2	2	
55	3	10	2	5	2	4	2	1	
56	5	13	1	7	3	3	1	1	
57	4	11	2	5	2	3	0	2	
58	10	16	2	8	3	4	2	2	
59	1	10	2	5	3	2	0	2	
60	4	10	1	7	2	4	0	1	
61	4	10	1	9	2	2	0	3	
62	8	15	2	6	2	3	0	1	
63	7	15	2	5	3	2	2	1	
64	1	9	1	5	3	4	1	2	
65	4	10	2	6	2	2	2	3	
66	4	10	2	8	2	4	2	3	
67	10	16	2	5	2	2	1	1	
68	11	16	1	8	2	4	0	3	
69	3	8	1	5	2	4	1	3	
70	8	16	2	5	3	3	2	3	
71	0	7	1	7	3	2	0	2	
72	3	11	2	8	3	4	0	3	
73	3	8	1	5	2	3	0	1	
74	10	16	2	7	3	3	2	2	
75	9	16	2	6	3	4	0	2	
76	6	13	2	6	2	4	1	3	
77	6	14	1	5	3	2	1	2	
78	4	11	2	5	2	3	2	3	
79	10	16	2	9	3	3	1	2	
80	0	6	2	9	2	4	2	1	
81	6	12	2	9	2	4	0	3	
82	7	12	1	8	2	3	1	3	
83	7	14	2	5	2	3	2	3	
84	10	16	2	7	2	3	2	2	
85	11	16	1	9	3	3	1	2	
86	10	16	1	6	3	2	1	1	
87	10	16	1	8	3	4	0	3	
88	10	16	1	9	2	4	1	1	
89	11	16	2	5	2	4	0	1	
90	8	15	2	8	2	2	1	1	
91	10	16	1	5	3	2	0	1	
92	10	16	1	5	3	3	1	2	
93	5	13	1	9	3	2	0	3	
94	7	13	2	9	2	2	1	1	
95	6	12	1	5	2	4	1	2	
96	5	11	1	7	2	3	1	2	
97	6	11	1	5	2	2	0	3	
98	7	12	1	8	2	4	2	2	
99	5	13	2	9	3	3	0	2	
100	2	11	2	6	3	4	0	1	
101	10	16	1	7	2	3	0	3	
102	8	13	1	6	2	3	1	1	
103	4	10	1	5	2	4	0	2	
104	6	13	2	6	2	4	2	3	
105	4	9	1	9	2	4	1	2	
106	4	13	2	8	3	2	2	1	
107	5	13	1	9	3	3	1	2	
108	5	12	1	6	3	3	0	2	
109	10	16	1	5	3	4	0	3	
110	8	14	2	8	2	3	1	1	
111	10	16	1	8	2	4	0	2	
112	4	11	1	5	3	2	1	3	
113	3	9	1	5	2	3	2	2	
114	10	16	1	9	3	3	0	3	
115	2	10	2	5	3	3	0	2	
116	7	15	1	9	3	3	0	3	
117	6	14	1	7	3	4	2	3	
end{Tasks}
