begin{nbTrucks}
186
end{nbTrucks}
begin{nbDocks}
42
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
35
end{nbResourcePersonel}
begin{nbResourceEquipment}
11
end{nbResourceEquipment}
begin{nbResourceVehicule}
14
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	10	16	2	8	3	4	0	2	
2	4	11	2	6	2	4	0	2	
3	6	14	1	9	3	3	0	2	
4	6	15	2	7	3	3	1	1	
5	7	13	1	9	2	3	0	1	
6	11	16	2	5	2	4	1	1	
7	6	13	1	9	3	4	2	1	
8	5	13	2	5	3	3	0	3	
9	7	14	1	9	3	2	0	1	
10	10	16	1	7	3	4	2	3	
11	3	11	1	5	3	4	0	2	
12	2	7	1	7	2	3	1	3	
13	4	11	1	9	3	2	2	3	
14	9	16	1	7	3	2	0	1	
15	11	16	2	5	3	3	0	1	
16	8	15	2	8	2	2	2	3	
17	1	9	1	9	3	2	1	3	
18	7	13	2	6	2	3	0	1	
19	2	8	1	8	2	3	2	1	
20	5	13	2	8	3	2	0	3	
21	7	15	2	7	3	4	0	1	
22	9	15	1	7	2	4	0	2	
23	8	13	1	9	2	3	2	2	
24	7	15	2	9	3	2	1	1	
25	1	6	1	5	2	3	0	2	
26	6	15	2	6	3	2	1	1	
27	2	10	1	5	3	3	1	3	
28	0	5	1	7	2	2	1	2	
29	3	10	1	8	3	2	2	2	
30	4	11	2	6	2	3	1	2	
31	2	9	1	9	3	4	2	3	
32	0	7	2	7	2	3	0	3	
33	6	12	2	8	2	3	1	2	
34	11	16	1	6	2	4	2	1	
35	7	13	1	7	2	3	0	3	
36	1	8	2	8	2	3	1	1	
37	3	12	2	6	3	2	1	2	
38	8	13	1	7	2	2	2	1	
39	3	9	2	6	2	2	2	2	
40	10	16	1	8	2	4	0	1	
41	2	11	2	5	3	4	1	3	
42	6	14	2	9	3	4	0	3	
43	4	13	2	5	3	3	2	2	
44	7	16	2	5	3	3	2	3	
45	8	16	2	7	3	3	0	2	
46	5	11	1	8	2	4	0	2	
47	2	7	1	8	2	2	0	3	
48	0	8	2	5	3	3	1	3	
49	1	7	1	9	2	3	0	3	
50	8	14	1	7	2	2	2	1	
51	8	15	1	6	3	4	0	2	
52	0	6	2	9	2	4	0	1	
53	1	7	1	9	2	4	2	1	
54	11	16	1	7	3	3	2	1	
55	11	16	1	7	2	4	2	3	
56	7	12	1	9	2	3	1	2	
57	2	9	1	7	3	4	0	2	
58	10	16	1	5	3	4	0	1	
59	0	6	1	8	2	3	2	2	
60	11	16	2	9	2	3	0	3	
61	7	12	1	5	2	4	1	2	
62	3	9	2	9	2	3	1	2	
63	8	15	1	6	3	2	0	1	
64	2	9	2	7	2	3	1	1	
65	8	14	2	5	2	3	0	1	
66	1	8	2	5	2	3	1	2	
67	10	16	2	8	3	3	2	2	
68	3	11	2	6	3	2	1	1	
69	7	14	2	8	2	2	0	3	
70	5	13	1	8	3	4	0	2	
71	7	16	2	5	3	2	1	1	
72	5	11	1	8	2	2	0	2	
73	6	12	1	7	2	3	1	1	
74	3	9	2	7	2	3	1	1	
75	7	12	1	8	2	3	0	3	
76	1	6	1	6	2	2	0	3	
77	3	8	1	5	2	2	2	3	
78	6	14	2	8	3	2	2	1	
79	2	9	1	9	3	4	2	1	
80	0	6	1	8	2	4	2	1	
81	0	9	2	5	3	2	0	1	
82	1	6	1	6	2	3	0	2	
83	2	10	2	7	3	4	1	2	
84	8	16	2	7	3	3	2	1	
85	10	16	2	7	2	2	0	3	
86	6	13	2	9	2	4	1	2	
87	0	6	2	8	2	3	2	2	
88	5	13	2	7	3	2	0	1	
89	10	16	1	5	3	2	2	3	
90	2	7	1	9	2	2	0	1	
91	5	11	1	9	2	3	0	2	
92	10	16	2	8	3	3	1	3	
93	10	16	2	5	3	4	1	3	
94	7	13	2	7	2	4	0	2	
95	2	7	1	5	2	2	2	1	
96	6	13	2	6	2	4	0	1	
97	7	14	1	7	3	2	2	3	
98	1	8	1	6	3	2	0	3	
99	9	16	2	9	3	3	2	1	
100	9	16	2	6	2	3	0	2	
101	1	9	2	9	3	2	1	1	
102	11	16	2	8	3	4	1	1	
103	10	16	2	7	2	2	2	2	
104	3	9	1	8	2	2	1	2	
105	5	10	1	5	2	4	1	1	
106	10	16	2	8	3	4	0	1	
107	0	6	1	5	2	4	2	3	
108	8	16	2	7	3	4	0	2	
109	10	16	1	6	3	2	2	2	
110	7	13	1	5	2	2	0	2	
111	8	16	2	9	3	3	2	1	
112	9	16	2	5	2	2	0	2	
113	6	12	2	8	2	4	1	2	
114	6	12	1	5	2	3	1	2	
115	11	16	1	9	3	2	2	3	
116	11	16	2	9	2	2	2	3	
117	8	14	1	6	2	3	0	1	
118	3	10	1	8	3	4	2	3	
119	2	9	2	8	2	4	2	2	
120	11	16	2	5	2	4	2	3	
121	5	11	2	6	2	3	2	3	
122	9	16	2	6	3	3	2	2	
123	10	16	1	7	3	3	2	3	
124	8	16	1	7	3	3	1	1	
125	11	16	1	7	3	2	0	1	
126	5	14	2	9	3	2	2	2	
127	9	16	2	6	3	2	1	2	
128	4	12	2	7	3	3	0	2	
129	0	8	1	7	3	2	2	2	
130	7	14	1	5	3	4	0	2	
131	4	12	1	6	3	3	2	3	
132	8	15	1	5	3	3	2	2	
133	2	9	2	6	2	2	2	2	
134	11	16	1	6	2	3	1	3	
135	4	10	1	7	2	3	1	3	
136	1	6	1	6	2	4	1	3	
137	5	11	1	7	2	3	0	3	
138	11	16	1	9	2	3	1	1	
139	11	16	1	9	3	2	0	3	
140	3	8	1	9	2	2	2	1	
141	11	16	1	7	2	3	1	2	
142	7	13	1	6	2	4	0	2	
143	5	11	1	5	2	2	2	3	
144	0	7	1	9	3	3	1	3	
145	6	14	1	7	3	4	1	3	
146	2	9	1	6	3	3	2	2	
147	10	16	1	7	3	3	2	3	
148	0	6	2	9	2	3	0	1	
149	1	7	2	5	2	2	1	2	
150	2	8	1	7	2	4	2	3	
151	1	8	2	8	2	2	2	2	
152	7	14	1	5	3	3	2	2	
153	0	9	2	5	3	4	2	1	
154	11	16	1	6	3	4	2	2	
155	7	14	1	9	3	2	2	3	
156	7	15	1	6	3	4	0	1	
157	5	12	1	9	3	2	1	2	
158	11	16	1	6	3	3	2	3	
159	7	14	2	8	2	4	0	2	
160	6	14	1	7	3	4	0	1	
161	3	10	1	8	3	3	2	1	
162	0	8	2	5	3	2	1	1	
163	1	7	2	5	2	2	2	3	
164	0	9	2	6	3	3	1	2	
165	7	15	1	9	3	2	2	2	
166	9	15	1	7	2	2	1	1	
167	0	5	1	8	2	2	1	3	
168	2	9	1	7	3	2	0	3	
169	9	14	1	9	2	3	1	1	
170	1	8	1	7	3	3	0	3	
171	2	10	2	9	3	2	0	2	
172	2	10	2	5	3	2	0	3	
173	3	10	1	8	3	2	1	3	
174	6	12	2	8	2	3	0	3	
175	6	13	1	6	3	2	1	3	
176	8	16	2	8	3	3	0	3	
177	7	15	1	6	3	4	0	2	
178	5	14	2	8	3	4	2	1	
179	4	10	2	6	2	3	1	3	
180	5	10	1	7	2	4	2	2	
181	9	16	1	5	3	4	0	1	
182	5	11	1	6	2	2	0	2	
183	2	10	2	5	3	4	0	3	
184	10	15	1	8	2	3	0	3	
185	7	13	2	5	2	4	2	3	
186	2	11	2	9	3	4	0	3	
end{Tasks}
