begin{nbTrucks}
95
end{nbTrucks}
begin{nbDocks}
30
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
25
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	2	8	2	6	2	4	1	2	
2	3	11	1	9	3	3	0	2	
3	6	14	1	8	3	3	1	1	
4	7	15	1	6	3	2	1	3	
5	6	12	2	9	2	3	1	2	
6	0	6	1	6	2	4	0	2	
7	8	15	2	6	2	2	1	3	
8	9	16	2	9	3	2	1	3	
9	7	13	1	7	2	2	2	2	
10	4	10	2	7	2	4	2	2	
11	1	8	1	5	3	4	2	2	
12	10	16	2	6	3	3	1	2	
13	6	12	2	8	2	4	0	3	
14	7	13	2	8	2	4	1	3	
15	4	13	2	6	3	3	2	1	
16	4	12	1	7	3	2	0	1	
17	2	9	1	9	3	3	1	2	
18	5	12	1	7	3	4	0	2	
19	1	9	1	8	3	4	0	3	
20	2	8	2	5	2	4	0	1	
21	5	11	2	5	2	3	2	2	
22	3	9	2	8	2	3	0	2	
23	11	16	2	5	2	4	1	3	
24	3	10	2	7	2	2	0	1	
25	5	10	1	9	2	4	0	2	
26	7	16	2	8	3	2	0	1	
27	7	13	2	9	2	2	2	3	
28	3	10	1	5	3	2	2	2	
29	10	16	1	6	3	3	1	3	
30	5	14	2	6	3	2	2	1	
31	0	6	1	5	2	3	2	1	
32	5	12	1	6	3	2	0	1	
33	3	10	2	8	2	4	1	3	
34	10	16	2	9	3	2	2	2	
35	11	16	2	5	2	4	0	1	
36	5	14	2	8	3	3	2	1	
37	8	15	2	7	2	2	2	1	
38	6	12	2	8	2	2	1	2	
39	7	13	2	8	2	2	2	1	
40	7	15	1	7	3	3	0	2	
41	10	16	2	7	2	4	1	3	
42	7	13	1	5	2	4	0	2	
43	1	8	2	6	2	3	1	3	
44	2	8	1	6	2	3	2	3	
45	3	10	2	9	2	2	2	2	
46	5	10	1	6	2	3	1	3	
47	8	16	2	9	3	3	1	2	
48	5	11	2	8	2	4	2	3	
49	1	10	2	7	3	3	2	2	
50	8	15	1	7	3	2	2	2	
51	11	16	1	5	2	4	1	3	
52	10	16	2	7	2	4	1	3	
53	9	15	1	7	2	4	2	1	
54	9	16	1	6	3	4	1	1	
55	4	12	1	5	3	2	2	2	
56	6	12	1	6	2	3	1	2	
57	10	16	1	5	3	2	0	3	
58	10	16	2	6	3	2	1	2	
59	10	15	1	9	2	3	0	2	
60	6	13	1	5	3	2	2	3	
61	11	16	2	5	3	2	2	1	
62	3	10	1	8	3	4	0	1	
63	9	16	2	8	3	3	1	1	
64	10	16	1	8	3	3	2	3	
65	7	15	1	8	3	4	2	3	
66	0	8	1	7	3	3	2	3	
67	5	11	2	7	2	2	0	3	
68	3	10	1	9	3	4	2	1	
69	7	14	1	7	3	4	0	3	
70	9	16	2	8	2	2	2	3	
71	7	14	2	8	2	3	0	2	
72	1	8	1	5	3	4	1	1	
73	0	6	1	8	2	4	2	1	
74	8	16	2	6	3	3	2	2	
75	1	6	1	8	2	2	1	2	
76	5	13	1	9	3	4	0	3	
77	8	16	1	9	3	2	1	3	
78	4	12	1	5	3	4	0	3	
79	9	15	2	8	2	2	1	3	
80	8	13	1	9	2	4	2	3	
81	2	9	1	8	3	4	2	3	
82	9	16	2	9	2	3	2	2	
83	7	12	1	8	2	4	1	1	
84	6	13	2	8	2	3	0	3	
85	11	16	2	8	2	3	2	2	
86	2	11	2	9	3	3	2	3	
87	0	9	2	6	3	4	2	2	
88	11	16	2	5	2	2	1	2	
89	6	12	1	5	2	2	1	3	
90	3	10	1	5	3	2	0	3	
91	0	6	1	9	2	2	2	2	
92	11	16	2	6	3	2	2	1	
93	10	16	1	6	2	2	2	3	
94	0	9	2	5	3	4	1	2	
95	0	5	1	7	2	4	1	3	
end{Tasks}
