begin{nbTrucks}
90
end{nbTrucks}
begin{nbDocks}
30
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
25
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	9	15	1	8	2	4	2	2	
2	6	12	1	5	2	3	0	3	
3	10	16	1	9	2	2	2	1	
4	6	13	2	7	2	2	0	1	
5	3	10	1	5	3	3	1	3	
6	9	14	1	6	2	3	0	3	
7	0	6	2	6	2	3	0	3	
8	7	16	2	6	3	3	2	3	
9	2	8	2	9	2	4	1	3	
10	4	12	1	8	3	2	2	3	
11	0	6	2	5	2	4	1	1	
12	8	16	2	6	3	3	0	3	
13	8	16	2	6	3	3	2	1	
14	2	8	1	7	2	2	1	2	
15	5	11	1	5	2	3	0	1	
16	10	16	2	7	2	2	1	3	
17	3	12	2	9	3	3	2	3	
18	7	12	1	5	2	3	2	1	
19	9	16	2	5	3	3	0	1	
20	11	16	2	8	2	2	2	2	
21	1	9	2	8	3	4	0	2	
22	9	16	2	9	3	3	0	2	
23	7	12	1	8	2	2	2	3	
24	3	11	1	6	3	4	0	2	
25	10	15	1	8	2	3	1	1	
26	0	7	2	9	2	4	2	1	
27	4	11	1	9	3	3	0	3	
28	11	16	1	7	3	3	2	1	
29	2	9	2	5	2	2	1	1	
30	9	16	1	5	3	4	1	1	
31	9	16	1	9	3	4	1	1	
32	8	14	1	5	2	4	2	2	
33	1	7	2	9	2	2	0	2	
34	8	16	2	6	3	2	2	1	
35	11	16	2	9	3	4	1	1	
36	9	15	2	8	2	4	1	3	
37	7	15	1	5	3	2	2	2	
38	0	7	2	6	2	3	2	1	
39	9	15	1	6	2	2	1	3	
40	9	16	2	8	3	4	2	2	
41	2	9	2	9	2	2	1	2	
42	3	10	2	9	2	4	1	1	
43	9	14	1	8	2	2	2	3	
44	11	16	2	9	3	2	2	3	
45	7	14	1	6	3	3	1	1	
46	6	14	2	7	3	2	0	3	
47	6	14	2	5	3	2	2	1	
48	7	12	1	9	2	3	1	1	
49	0	6	2	7	2	3	1	3	
50	6	12	1	7	2	2	0	2	
51	8	13	1	5	2	3	2	2	
52	2	10	2	9	3	2	1	1	
53	10	16	1	7	3	2	1	2	
54	3	10	1	9	3	4	1	1	
55	11	16	1	8	2	2	0	2	
56	3	10	1	6	3	3	0	2	
57	1	9	2	5	3	2	1	1	
58	2	9	2	7	2	3	2	3	
59	10	16	1	9	2	4	2	1	
60	2	8	2	9	2	3	2	1	
61	1	10	2	8	3	3	0	2	
62	3	12	2	9	3	4	2	3	
63	8	14	1	7	2	3	0	1	
64	8	16	2	9	3	4	0	3	
65	11	16	2	5	2	2	2	1	
66	4	11	2	6	2	3	2	1	
67	9	16	1	8	3	4	2	1	
68	9	16	1	8	3	2	1	1	
69	1	8	1	5	3	3	1	1	
70	2	8	2	9	2	2	1	2	
71	6	15	2	5	3	4	2	3	
72	8	16	2	7	3	4	1	2	
73	7	13	2	5	2	4	2	3	
74	8	16	1	5	3	3	2	3	
75	7	15	1	8	3	2	0	2	
76	7	13	1	6	2	4	0	3	
77	5	11	1	7	2	3	2	3	
78	8	16	2	5	3	2	0	1	
79	1	9	1	9	3	4	1	3	
80	2	9	1	5	3	4	1	3	
81	0	8	1	7	3	3	0	2	
82	9	16	1	9	3	2	0	1	
83	11	16	2	8	3	2	0	3	
84	9	16	2	7	2	3	0	3	
85	4	10	2	6	2	3	1	3	
86	11	16	1	8	2	2	1	1	
87	4	9	1	8	2	3	1	1	
88	8	16	2	9	3	4	2	1	
89	6	11	1	8	2	4	1	3	
90	7	13	1	7	2	4	1	3	
end{Tasks}
