begin{nbTrucks}
152
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	11	16	2	9	2	4	0	3	
2	11	16	2	7	3	3	0	3	
3	11	16	1	6	3	3	0	2	
4	11	16	2	5	2	2	1	3	
5	9	16	2	6	3	3	2	3	
6	6	13	1	8	3	4	2	3	
7	6	13	1	9	3	2	1	3	
8	9	16	1	6	3	3	1	3	
9	2	8	2	9	2	3	1	1	
10	4	9	1	9	2	3	1	2	
11	5	12	2	5	2	3	0	3	
12	9	15	2	6	2	2	2	2	
13	2	8	2	7	2	3	2	3	
14	0	9	2	7	3	4	2	3	
15	9	16	2	8	3	4	0	1	
16	7	14	2	6	2	4	2	3	
17	11	16	1	7	3	3	2	1	
18	2	10	1	9	3	2	1	2	
19	6	14	2	9	3	4	1	3	
20	4	10	2	9	2	3	1	1	
21	0	7	1	9	3	4	2	2	
22	8	15	2	7	2	3	2	1	
23	6	12	1	5	2	4	2	3	
24	1	9	2	8	3	2	1	3	
25	7	14	1	9	3	3	1	3	
26	2	9	2	9	2	3	0	2	
27	5	12	2	5	2	2	2	3	
28	4	10	1	5	2	4	1	2	
29	11	16	2	7	3	2	2	1	
30	7	15	2	8	3	3	1	3	
31	7	14	1	7	3	3	1	1	
32	6	12	2	7	2	3	2	3	
33	2	10	1	6	3	4	2	1	
34	8	16	2	6	3	3	1	2	
35	9	16	2	6	2	2	1	1	
36	7	12	1	6	2	3	1	2	
37	5	12	2	5	2	4	0	3	
38	5	13	1	9	3	3	0	2	
39	4	9	1	6	2	4	0	3	
40	5	13	2	8	3	3	1	1	
41	3	11	2	5	3	3	0	1	
42	1	8	2	8	2	2	2	3	
43	2	8	2	8	2	2	2	1	
44	0	6	2	5	2	2	0	2	
45	1	6	1	9	2	2	1	2	
46	5	13	2	6	3	4	2	2	
47	5	14	2	7	3	3	1	3	
48	9	16	2	6	2	4	2	3	
49	3	11	2	8	3	4	1	1	
50	1	7	1	8	2	2	1	2	
51	6	15	2	6	3	4	0	3	
52	11	16	2	7	2	3	0	2	
53	11	16	1	9	2	2	2	1	
54	10	15	1	8	2	4	0	1	
55	0	8	1	9	3	3	2	1	
56	4	10	2	5	2	4	0	2	
57	8	14	1	7	2	2	0	2	
58	10	15	1	9	2	4	1	1	
59	8	16	1	5	3	2	1	2	
60	9	16	1	6	3	2	0	3	
61	9	16	2	8	3	3	1	1	
62	1	7	2	6	2	4	0	1	
63	9	15	2	5	2	4	1	3	
64	10	16	2	5	2	4	0	2	
65	9	15	1	5	2	3	0	2	
66	5	10	1	8	2	4	1	3	
67	2	7	1	9	2	4	0	1	
68	4	11	2	9	2	3	2	3	
69	10	16	1	7	3	4	0	3	
70	2	9	2	6	2	4	1	3	
71	1	10	2	8	3	3	2	3	
72	0	5	1	7	2	3	1	2	
73	8	16	2	5	3	4	2	1	
74	11	16	1	7	2	4	0	1	
75	3	9	1	7	2	3	2	3	
