begin{nbTrucks}
131
end{nbTrucks}
begin{nbDocks}
32
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
27
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
11
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	8	15	1	8	3	2	1	1	
2	9	15	1	6	2	3	1	3	
3	7	12	1	6	2	2	0	1	
4	11	16	1	7	3	4	1	1	
5	6	13	2	7	2	2	1	1	
6	0	7	2	8	2	3	1	1	
7	8	15	2	7	2	4	2	3	
8	5	14	2	5	3	4	0	3	
9	10	15	1	5	2	4	2	2	
10	5	10	1	6	2	3	0	2	
11	10	16	2	6	2	3	0	2	
12	8	14	2	6	2	4	2	2	
13	0	8	2	6	3	2	2	1	
14	1	8	2	9	2	4	1	3	
15	0	7	1	5	3	2	0	2	
16	6	14	2	7	3	2	2	3	
17	4	13	2	5	3	2	0	3	
18	8	16	2	6	3	2	2	2	
19	3	10	2	8	2	3	1	1	
20	2	11	2	9	3	4	0	2	
21	3	8	1	9	2	4	2	1	
22	9	16	2	7	3	3	1	1	
23	1	10	2	8	3	3	1	1	
24	2	10	2	9	3	4	1	2	
25	10	16	1	6	3	4	1	3	
26	10	16	2	8	2	3	1	2	
27	5	14	2	7	3	2	0	2	
28	10	16	2	6	3	4	1	1	
29	7	12	1	6	2	3	0	1	
30	1	8	1	6	3	4	0	1	
31	4	10	2	7	2	4	2	3	
32	9	15	2	6	2	3	0	2	
33	11	16	1	9	3	3	2	1	
34	2	9	2	9	2	2	2	1	
35	0	5	1	9	2	3	1	2	
36	3	12	2	6	3	4	2	1	
37	0	7	2	7	2	2	2	1	
38	9	15	1	5	2	2	1	2	
39	2	7	1	7	2	3	0	3	
40	1	8	1	8	3	2	0	1	
41	6	14	1	5	3	3	0	1	
42	7	12	1	8	2	4	0	2	
43	6	14	2	8	3	4	0	3	
44	9	14	1	8	2	3	2	2	
45	4	9	1	8	2	2	0	3	
46	5	12	2	8	2	3	0	1	
47	3	10	2	5	2	4	2	2	
48	10	16	2	9	2	3	1	3	
49	4	12	1	8	3	4	1	2	
50	11	16	2	8	2	3	2	2	
51	3	11	2	7	3	3	1	2	
52	9	15	2	6	2	2	0	3	
53	3	11	1	5	3	3	0	2	
54	6	12	2	8	2	4	1	1	
55	6	12	2	8	2	3	0	1	
56	6	14	1	5	3	3	0	3	
57	6	13	2	9	2	2	1	1	
58	5	12	1	9	3	3	0	1	
59	10	16	2	6	3	3	0	2	
60	4	10	2	5	2	4	1	2	
61	0	8	2	5	3	2	0	1	
62	0	9	2	8	3	4	1	2	
63	5	12	1	6	3	3	1	3	
64	6	11	1	7	2	4	0	2	
65	0	8	1	5	3	4	0	1	
66	4	12	1	7	3	4	0	2	
67	3	8	1	5	2	4	0	1	
68	3	11	2	9	3	4	0	1	
69	5	12	1	6	3	2	0	2	
70	3	9	2	5	2	3	0	1	
71	7	16	2	6	3	4	1	2	
72	7	14	1	7	3	2	1	3	
73	3	11	2	5	3	3	2	1	
74	4	12	2	6	3	2	1	1	
75	11	16	1	7	3	3	0	1	
76	4	11	1	7	3	4	2	1	
77	11	16	2	8	3	2	2	1	
78	6	14	2	9	3	2	1	3	
79	4	12	2	6	3	2	1	2	
80	1	8	1	6	3	4	1	1	
81	1	9	2	7	3	2	0	3	
82	7	14	2	8	2	2	1	1	
83	4	10	2	8	2	3	0	3	
84	5	14	2	9	3	4	1	3	
85	3	9	2	6	2	2	2	1	
86	6	15	2	5	3	2	1	3	
87	4	12	1	7	3	3	1	2	
88	4	12	2	9	3	2	0	1	
89	3	9	2	8	2	3	0	1	
90	7	13	2	9	2	4	0	3	
91	4	11	1	9	3	4	2	3	
92	0	6	1	9	2	3	2	2	
93	4	9	1	7	2	4	2	1	
94	3	9	1	7	2	3	0	2	
95	1	8	2	5	2	4	1	3	
96	1	9	2	5	3	4	1	2	
97	11	16	2	6	2	4	1	3	
98	0	6	1	6	2	3	1	1	
99	5	14	2	8	3	4	0	3	
100	1	8	1	6	3	4	1	3	
101	10	16	2	6	2	3	0	2	
102	0	7	1	9	3	2	1	3	
103	9	16	1	8	3	4	1	2	
104	1	7	1	5	2	4	0	1	
105	10	16	2	6	3	2	1	2	
106	8	15	2	7	2	2	2	3	
107	3	10	2	9	2	2	0	2	
108	5	13	1	7	3	2	0	2	
109	5	11	1	7	2	4	0	3	
110	6	12	1	9	2	4	2	1	
111	6	14	1	5	3	2	0	3	
112	4	9	1	7	2	4	1	2	
113	9	16	1	5	3	4	1	2	
114	3	9	2	6	2	3	1	2	
115	7	14	1	8	3	3	1	1	
116	5	10	1	5	2	2	2	2	
117	0	5	1	7	2	2	2	3	
118	6	11	1	6	2	2	0	1	
119	3	11	2	7	3	4	0	1	
120	10	16	2	9	3	3	1	2	
121	8	16	2	6	3	3	0	2	
122	5	12	1	7	3	2	1	1	
123	9	16	2	8	2	2	0	3	
124	9	15	2	8	2	2	2	3	
125	4	13	2	8	3	4	1	1	
126	5	14	2	9	3	2	1	2	
127	0	7	2	5	2	2	2	1	
128	3	8	1	6	2	2	2	3	
129	4	10	1	8	2	2	2	3	
130	0	8	1	6	3	3	2	3	
131	5	11	1	8	2	2	1	3	
end{Tasks}
