begin{nbTrucks}
103
end{nbTrucks}
begin{nbDocks}
26
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
22
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
9
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	8	2	5	2	3	2	1	
2	11	16	2	8	3	2	0	3	
3	1	9	1	5	3	4	2	2	
4	0	7	2	8	2	4	1	3	
5	9	16	2	5	2	3	1	2	
6	4	10	2	9	2	2	0	1	
7	6	14	1	9	3	2	0	2	
8	5	11	1	8	2	3	2	1	
9	2	7	1	9	2	3	1	1	
10	9	15	2	8	2	3	1	1	
11	2	7	1	5	2	4	0	1	
12	1	6	1	8	2	2	1	3	
13	1	7	2	8	2	4	2	2	
14	10	16	2	7	3	2	0	3	
15	0	6	2	9	2	4	1	3	
16	2	10	1	6	3	4	0	1	
17	11	16	2	5	3	4	0	2	
18	8	15	2	7	2	4	2	2	
19	4	12	2	9	3	3	2	3	
20	6	14	1	6	3	4	1	1	
21	6	13	2	7	2	4	0	2	
22	4	9	1	7	2	4	1	1	
23	10	16	1	9	2	2	0	2	
24	4	12	1	9	3	2	2	3	
25	5	12	1	5	3	4	2	2	
26	5	11	1	8	2	2	2	2	
27	3	10	2	8	2	3	2	1	
28	3	12	2	5	3	2	1	2	
29	8	16	1	7	3	4	1	1	
30	7	12	1	9	2	4	2	3	
31	11	16	2	6	3	3	1	2	
32	8	16	2	9	3	2	1	1	
33	7	12	1	7	2	4	2	3	
34	2	8	1	9	2	2	0	2	
35	3	10	1	7	3	2	1	3	
36	1	7	1	6	2	3	0	3	
37	5	13	1	6	3	3	1	2	
38	10	16	1	9	3	4	1	3	
39	1	6	1	7	2	4	0	1	
40	7	14	2	5	2	2	0	3	
41	3	9	1	6	2	4	0	1	
42	3	11	1	9	3	3	1	3	
43	5	10	1	5	2	3	0	2	
44	2	10	2	6	3	4	2	2	
45	1	8	1	9	3	3	2	2	
46	2	7	1	7	2	3	1	3	
47	2	8	2	5	2	2	2	2	
48	2	8	1	5	2	4	0	2	
49	11	16	1	9	3	4	0	1	
50	9	16	2	5	3	4	1	2	
51	4	13	2	7	3	4	1	2	
52	8	16	1	5	3	2	2	2	
53	1	8	2	5	2	2	1	2	
54	7	13	1	6	2	2	2	1	
55	2	8	1	6	2	3	0	3	
56	7	13	1	9	2	2	2	1	
57	8	15	2	9	2	3	1	3	
58	0	6	2	7	2	2	0	2	
59	8	13	1	7	2	2	2	2	
60	1	6	1	6	2	4	2	2	
61	5	13	1	6	3	2	1	2	
62	6	11	1	9	2	2	1	2	
63	7	13	1	8	2	2	2	1	
64	1	6	1	9	2	4	1	1	
65	8	14	2	6	2	3	2	2	
66	5	11	2	8	2	2	1	1	
67	11	16	2	6	2	2	0	1	
68	0	5	1	9	2	3	1	3	
69	0	7	2	9	2	4	1	1	
70	4	10	1	8	2	2	2	1	
71	2	8	1	7	2	3	2	2	
72	9	16	1	9	3	2	1	2	
73	6	15	2	8	3	3	1	2	
74	4	12	2	8	3	3	2	1	
75	4	11	1	5	3	2	2	2	
76	0	9	2	9	3	2	2	1	
77	10	16	1	9	3	2	2	3	
78	9	16	1	9	3	4	2	3	
79	7	16	2	9	3	4	2	3	
80	6	12	2	5	2	4	2	1	
81	2	9	1	9	3	3	1	2	
82	3	8	1	6	2	4	1	1	
83	9	15	1	7	2	4	1	1	
84	4	9	1	7	2	4	2	2	
85	8	15	2	6	2	2	2	2	
86	9	15	2	6	2	3	1	3	
87	10	16	2	7	3	3	1	3	
88	2	9	2	8	2	4	2	1	
89	4	11	1	5	3	4	0	2	
90	8	16	2	9	3	3	0	2	
91	6	15	2	9	3	3	1	3	
92	11	16	1	5	3	2	1	3	
93	6	13	1	7	3	4	2	3	
94	5	13	2	7	3	3	0	1	
95	9	16	2	7	3	2	0	3	
96	4	12	1	9	3	2	2	3	
97	9	14	1	8	2	4	2	2	
98	3	11	1	6	3	2	1	3	
99	0	7	1	9	3	3	2	1	
100	4	13	2	8	3	2	2	3	
101	8	14	1	7	2	2	0	1	
102	11	16	2	9	2	2	1	3	
103	11	16	1	6	3	2	0	3	
end{Tasks}
