begin{nbTrucks}
147
end{nbTrucks}
begin{nbDocks}
44
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
37
end{nbResourcePersonel}
begin{nbResourceEquipment}
11
end{nbResourceEquipment}
begin{nbResourceVehicule}
15
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	8	1	7	3	3	2	2	
2	3	9	1	7	2	2	0	3	
3	11	16	1	5	3	3	0	3	
4	2	8	2	8	2	2	2	2	
5	3	8	1	5	2	2	0	3	
6	9	16	2	7	2	2	1	3	
7	5	10	1	6	2	4	2	2	
8	1	6	1	5	2	3	1	1	
9	8	13	1	7	2	4	0	3	
10	9	16	1	6	3	4	1	3	
11	9	16	1	9	3	3	0	2	
12	2	8	2	8	2	4	0	3	
13	3	8	1	5	2	4	0	2	
14	11	16	1	5	2	4	2	1	
15	5	12	1	7	3	3	0	3	
16	9	16	1	7	3	2	1	2	
17	10	16	1	5	3	2	0	2	
18	0	7	2	9	2	3	0	3	
19	2	11	2	6	3	2	2	1	
20	2	11	2	9	3	4	2	3	
21	11	16	1	9	3	2	1	1	
22	3	8	1	8	2	2	1	1	
23	5	11	1	9	2	4	0	1	
24	9	16	2	6	3	2	2	1	
25	7	13	1	8	2	2	2	2	
26	10	16	2	9	2	4	1	3	
27	4	11	1	9	3	3	0	2	
28	5	14	2	7	3	2	2	1	
29	5	14	2	7	3	3	1	1	
30	2	11	2	7	3	3	0	1	
31	9	16	2	7	2	4	2	1	
32	7	14	2	9	2	3	1	2	
33	0	7	1	7	3	4	2	1	
34	3	10	1	6	3	2	0	1	
35	4	11	2	9	2	3	2	2	
36	5	11	2	5	2	4	1	2	
37	4	12	1	6	3	2	1	2	
38	2	9	1	6	3	3	1	2	
39	5	11	2	9	2	2	2	1	
40	7	13	1	8	2	2	1	3	
41	9	16	2	8	2	2	2	2	
42	5	12	1	5	3	4	2	3	
43	4	11	2	5	2	2	2	3	
44	3	10	2	9	2	3	2	1	
45	10	16	2	5	3	2	1	3	
46	7	15	2	5	3	4	0	2	
47	3	11	1	5	3	4	1	1	
48	8	16	2	9	3	2	1	1	
49	6	11	1	6	2	3	1	3	
50	2	9	2	7	2	3	2	2	
51	4	10	2	7	2	2	2	3	
52	0	7	2	5	2	3	2	1	
53	1	8	1	8	3	4	0	3	
54	6	13	2	5	2	2	1	2	
55	1	9	1	7	3	4	0	3	
56	6	15	2	9	3	3	1	1	
57	8	16	1	5	3	4	2	3	
58	11	16	1	6	2	3	2	3	
59	3	9	2	8	2	3	0	3	
60	0	7	1	6	3	3	1	2	
61	7	13	1	7	2	3	0	3	
62	6	13	1	7	3	3	0	2	
63	0	6	2	5	2	3	2	2	
64	9	16	2	6	3	4	0	2	
65	2	7	1	5	2	2	0	3	
66	2	8	1	8	2	2	0	2	
67	5	11	1	8	2	2	2	3	
68	8	15	2	9	2	3	1	2	
69	9	16	2	6	3	4	2	3	
70	7	13	1	6	2	2	0	3	
71	7	13	2	5	2	3	1	2	
72	5	13	2	9	3	3	2	2	
73	1	10	2	9	3	3	0	3	
74	7	15	2	7	3	4	0	2	
75	1	6	1	8	2	2	0	3	
76	3	11	2	8	3	3	2	1	
77	4	12	2	6	3	3	1	2	
78	0	6	1	8	2	2	2	2	
79	4	11	2	7	2	2	0	3	
