begin{nbTrucks}
180
end{nbTrucks}
begin{nbDocks}
60
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
50
end{nbResourcePersonel}
begin{nbResourceEquipment}
15
end{nbResourceEquipment}
begin{nbResourceVehicule}
20
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	6	2	5	2	3	0	3	
2	3	11	1	7	3	3	0	3	
3	10	16	2	9	3	2	2	2	
4	7	16	2	5	3	2	1	2	
5	7	13	2	9	2	3	2	3	
6	7	16	2	6	3	2	1	2	
7	2	11	2	8	3	2	1	2	
8	4	13	2	9	3	4	0	1	
9	7	13	1	6	2	3	1	3	
10	3	12	2	8	3	3	0	3	
11	11	16	2	6	3	2	0	1	
12	6	15	2	9	3	4	1	1	
13	8	16	2	8	3	4	1	3	
14	10	16	2	9	3	2	0	3	
15	4	13	2	7	3	3	0	1	
16	7	13	2	7	2	3	2	3	
17	8	15	2	9	2	4	1	2	
18	7	12	1	9	2	2	1	2	
19	9	16	1	6	3	3	1	2	
20	7	16	2	7	3	2	0	2	
21	9	16	1	9	3	2	2	3	
22	9	16	2	6	2	2	0	3	
23	3	9	1	7	2	2	0	1	
24	11	16	2	7	3	4	1	2	
25	6	15	2	5	3	4	1	1	
26	3	12	2	5	3	2	1	1	
27	3	11	2	7	3	2	0	2	
28	7	13	1	8	2	3	1	3	
29	10	16	2	7	2	2	2	1	
30	2	9	2	5	2	4	1	1	
31	2	9	2	5	2	3	2	2	
32	11	16	2	8	3	4	2	2	
33	11	16	2	5	3	4	1	3	
34	7	16	2	7	3	4	0	1	
35	0	8	2	9	3	3	0	3	
36	7	14	2	6	2	2	0	2	
37	3	11	2	7	3	2	1	2	
38	1	8	1	6	3	2	0	3	
39	7	15	2	7	3	3	1	2	
40	10	16	2	5	2	2	0	3	
41	7	15	1	5	3	2	1	2	
42	6	13	2	5	2	3	2	2	
43	7	16	2	5	3	3	1	3	
44	8	16	2	7	3	4	1	1	
45	9	16	2	8	3	2	2	2	
46	11	16	2	9	2	3	0	3	
47	5	11	2	6	2	2	2	2	
48	11	16	2	5	2	4	2	3	
49	2	8	2	6	2	2	2	2	
50	6	14	2	5	3	3	2	2	
51	10	16	1	9	2	3	1	2	
52	11	16	2	7	2	3	0	1	
53	0	6	2	8	2	2	0	2	
54	5	12	1	9	3	3	2	2	
55	4	11	1	6	3	3	2	2	
56	0	5	1	6	2	3	2	1	
57	4	12	1	9	3	2	2	2	
58	7	13	1	7	2	3	2	3	
59	2	9	2	6	2	2	2	3	
60	6	12	1	8	2	2	1	3	
61	2	8	1	5	2	3	0	3	
62	10	15	1	7	2	4	2	2	
63	2	8	2	5	2	2	1	2	
64	9	16	2	7	2	2	1	3	
65	9	16	2	7	3	4	0	2	
66	10	16	2	5	3	2	2	1	
67	9	16	1	6	3	3	0	3	
68	2	10	2	8	3	4	2	2	
69	5	13	2	5	3	3	0	2	
70	7	15	2	9	3	2	0	2	
71	10	16	2	7	3	4	1	2	
72	1	9	2	5	3	4	1	3	
73	4	10	2	5	2	4	2	1	
74	6	14	2	8	3	2	1	3	
75	11	16	1	5	2	2	0	3	
76	3	10	2	8	2	3	0	2	
77	6	14	2	6	3	2	2	2	
78	6	12	2	8	2	3	0	1	
79	9	15	2	6	2	3	2	3	
80	4	12	2	8	3	3	0	3	
81	0	9	2	6	3	3	2	3	
82	3	10	2	9	2	2	1	1	
83	6	11	1	7	2	2	0	3	
84	4	11	2	5	2	3	1	2	
85	3	8	1	7	2	2	0	3	
86	4	13	2	9	3	3	1	3	
87	3	12	2	9	3	4	1	3	
88	11	16	1	6	3	3	0	2	
89	5	11	2	6	2	2	2	3	
90	1	6	1	6	2	4	2	1	
91	3	11	1	7	3	3	1	1	
92	5	11	1	7	2	3	1	3	
93	2	9	1	6	3	4	1	2	
94	9	16	2	7	2	3	2	1	
95	7	16	2	6	3	4	1	2	
96	3	12	2	8	3	2	0	2	
97	8	15	2	5	2	3	2	2	
98	6	12	1	5	2	4	1	3	
99	10	16	1	5	2	3	0	1	
100	7	15	2	6	3	2	1	3	
101	2	10	1	7	3	2	2	1	
102	2	8	1	5	2	3	2	2	
103	2	11	2	6	3	2	2	1	
