begin{nbTrucks}
153
end{nbTrucks}
begin{nbDocks}
36
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
30
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	6	13	1	7	3	2	1	3	
2	4	13	2	9	3	4	0	3	
3	9	16	1	6	3	4	0	3	
4	7	13	1	9	2	4	1	2	
5	11	16	2	8	2	4	1	2	
6	6	14	1	6	3	3	2	1	
7	11	16	2	5	3	3	1	3	
8	3	12	2	8	3	2	1	2	
9	8	16	1	5	3	4	1	3	
10	9	16	1	7	3	4	1	1	
11	11	16	1	7	2	2	2	2	
12	11	16	2	8	2	3	0	1	
13	5	13	1	6	3	2	2	2	
14	8	14	2	6	2	2	0	3	
15	0	9	2	6	3	2	0	1	
16	10	16	2	8	3	3	1	3	
17	5	12	2	7	2	3	2	3	
18	9	16	2	8	3	4	2	2	
19	1	7	1	6	2	4	1	3	
20	1	8	1	8	3	4	2	1	
21	0	6	2	5	2	3	2	1	
22	5	14	2	5	3	3	2	1	
23	6	14	1	5	3	4	0	3	
24	6	15	2	5	3	3	2	2	
25	5	11	2	5	2	4	1	3	
26	10	16	1	7	3	2	0	1	
27	2	9	2	6	2	2	0	1	
28	8	15	2	6	2	4	2	2	
29	4	12	2	7	3	2	0	3	
30	5	12	2	7	2	2	0	2	
31	5	12	2	8	2	4	2	1	
32	5	12	1	8	3	4	2	2	
33	0	8	2	9	3	3	2	1	
34	9	16	1	8	3	3	0	1	
35	8	13	1	6	2	4	2	2	
36	1	9	2	6	3	2	0	1	
37	6	13	1	8	3	2	1	1	
38	1	7	1	7	2	2	2	3	
39	1	7	1	5	2	3	0	1	
40	0	7	1	7	3	3	1	1	
41	6	14	1	8	3	2	0	2	
42	4	9	1	7	2	4	0	1	
43	2	10	2	5	3	4	1	3	
44	11	16	1	9	2	3	0	2	
45	4	11	1	6	3	3	1	2	
46	1	9	1	7	3	2	2	2	
47	7	12	1	8	2	4	2	2	
48	9	16	2	7	2	4	0	3	
49	6	13	1	8	3	4	1	2	
50	1	7	2	6	2	4	1	2	
51	5	10	1	6	2	4	2	1	
52	6	13	2	6	2	4	0	1	
53	8	13	1	7	2	2	1	1	
54	2	10	2	8	3	3	2	2	
55	4	10	2	9	2	4	1	3	
56	4	10	1	8	2	4	1	1	
57	11	16	2	5	3	4	0	2	
58	10	16	1	7	3	2	1	1	
59	7	15	2	9	3	3	2	1	
60	3	9	2	6	2	4	0	2	
61	5	12	1	5	3	3	0	3	
62	1	7	1	7	2	2	1	1	
63	0	7	1	6	3	4	2	1	
64	3	12	2	5	3	4	2	1	
65	7	15	2	8	3	3	1	2	
66	6	12	1	7	2	3	0	3	
67	5	12	2	6	2	2	0	3	
68	1	9	2	6	3	4	1	2	
69	6	14	2	7	3	4	0	1	
70	4	9	1	6	2	3	1	1	
71	7	13	1	9	2	3	0	3	
72	0	8	2	9	3	4	0	2	
73	10	16	2	5	2	4	2	3	
74	4	10	2	6	2	2	2	2	
75	0	7	1	6	3	2	2	3	
76	4	11	2	6	2	4	0	2	
77	7	12	1	9	2	4	1	1	
78	4	12	2	9	3	4	2	1	
79	4	12	2	7	3	2	1	1	
80	8	14	2	9	2	2	1	1	
81	9	15	2	7	2	2	2	2	
82	6	12	1	9	2	4	2	2	
83	4	11	2	5	2	4	0	1	
84	1	10	2	7	3	4	1	3	
85	5	12	1	8	3	4	1	2	
86	4	12	2	7	3	3	2	1	
87	10	16	2	6	3	4	1	1	
88	9	16	2	9	2	3	1	1	
89	2	10	2	6	3	2	0	1	
90	11	16	2	5	3	4	2	3	
91	11	16	1	5	2	4	0	1	
92	9	16	2	8	3	2	1	1	
93	2	7	1	5	2	2	2	3	
94	3	10	2	9	2	4	1	1	
95	10	16	2	7	2	3	2	2	
96	3	12	2	9	3	4	2	2	
