begin{nbTrucks}
107
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	8	1	6	3	4	2	2	
2	11	16	1	7	3	4	2	2	
3	10	16	2	5	2	2	1	2	
4	6	15	2	8	3	4	2	3	
5	0	7	1	8	3	2	0	2	
6	3	9	2	8	2	3	1	1	
7	11	16	2	7	2	2	2	1	
8	1	10	2	9	3	3	1	1	
9	8	13	1	7	2	2	1	2	
10	5	13	2	5	3	3	0	2	
11	10	16	2	7	3	2	2	3	
12	8	15	1	5	3	3	0	3	
13	1	8	1	6	3	4	0	3	
14	1	7	1	9	2	4	0	1	
15	9	16	1	6	3	4	2	2	
16	1	7	2	5	2	4	0	2	
17	0	5	1	6	2	4	1	3	
18	9	16	2	6	3	2	2	2	
19	6	14	1	9	3	4	2	2	
20	10	16	2	6	3	4	0	1	
21	3	10	1	7	3	2	1	2	
22	0	8	2	6	3	4	1	1	
23	4	9	1	5	2	3	2	1	
24	5	11	1	7	2	4	2	2	
25	8	14	2	9	2	4	0	2	
26	0	6	2	5	2	2	2	2	
27	11	16	2	6	2	2	1	1	
28	6	15	2	7	3	2	1	3	
29	5	12	2	8	2	2	0	1	
30	10	16	2	8	2	3	0	2	
31	8	14	2	9	2	4	1	2	
32	11	16	1	5	2	3	2	3	
33	6	12	1	5	2	2	0	3	
34	11	16	2	6	3	3	1	2	
35	3	11	1	7	3	2	2	2	
36	2	10	2	9	3	3	2	3	
37	7	12	1	8	2	4	2	1	
38	0	6	1	8	2	3	0	1	
39	7	16	2	6	3	2	0	3	
40	4	10	2	5	2	3	1	1	
41	8	16	1	7	3	3	2	2	
42	5	10	1	8	2	2	0	2	
43	11	16	1	8	2	4	2	2	
44	10	15	1	5	2	2	2	3	
45	5	13	1	9	3	3	0	2	
46	7	12	1	6	2	4	1	1	
47	10	16	2	7	3	4	0	1	
48	4	13	2	8	3	4	0	1	
49	5	11	1	6	2	2	2	1	
50	7	12	1	5	2	4	0	3	
51	0	8	2	6	3	4	1	3	
52	3	9	1	5	2	3	2	1	
53	4	10	1	6	2	3	2	1	
54	10	16	2	9	3	4	0	3	
55	9	16	1	6	3	3	1	3	
56	3	11	1	8	3	3	2	2	
57	4	11	1	9	3	2	0	2	
58	9	16	2	5	3	3	1	3	
59	9	16	1	9	3	4	0	1	
60	9	16	1	8	3	4	1	2	
61	0	7	1	5	3	3	2	2	
62	11	16	2	6	3	2	2	1	
63	8	15	2	7	2	2	0	1	
64	8	16	2	5	3	3	0	2	
65	2	9	1	5	3	4	1	3	
66	3	9	1	7	2	2	1	3	
67	4	13	2	7	3	2	2	1	
68	5	11	1	9	2	4	2	3	
69	10	15	1	6	2	2	2	3	
70	11	16	1	5	2	2	0	2	
71	7	15	1	8	3	4	2	1	
72	8	15	2	7	2	2	0	2	
73	7	13	2	8	2	4	0	2	
74	11	16	1	9	2	4	0	2	
75	8	14	2	6	2	4	0	1	
76	4	13	2	5	3	3	2	2	
77	4	9	1	7	2	4	2	1	
78	7	16	2	6	3	4	1	3	
79	9	16	2	5	3	2	2	1	
80	10	16	2	8	2	4	0	2	
81	1	8	2	7	2	2	1	3	
82	2	9	1	8	3	2	0	1	
83	11	16	2	6	3	2	2	3	
84	0	7	2	8	2	3	2	3	
85	10	16	1	7	3	3	0	3	
86	11	16	1	8	3	3	1	1	
87	6	14	2	9	3	4	0	3	
88	0	5	1	7	2	4	0	3	
89	4	10	2	6	2	2	1	1	
90	1	9	1	6	3	3	2	2	
91	5	11	2	8	2	4	1	3	
92	9	16	2	5	3	2	2	2	
93	6	13	2	5	2	3	0	1	
94	11	16	1	8	2	3	0	3	
95	1	9	1	5	3	4	0	2	
96	2	9	1	5	3	3	0	2	
97	6	13	1	6	3	4	1	3	
98	2	10	2	7	3	4	0	3	
99	1	10	2	9	3	2	2	1	
100	1	9	1	9	3	2	2	2	
101	5	14	2	7	3	4	2	3	
102	4	12	2	9	3	3	2	2	
103	10	16	2	6	3	4	2	1	
104	1	10	2	5	3	2	2	1	
105	8	16	1	7	3	4	1	2	
106	3	9	1	8	2	3	2	2	
107	5	14	2	9	3	4	1	3	
end{Tasks}
