begin{nbTrucks}
185
end{nbTrucks}
begin{nbDocks}
40
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
34
end{nbResourcePersonel}
begin{nbResourceEquipment}
10
end{nbResourceEquipment}
begin{nbResourceVehicule}
14
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	7	1	7	2	2	0	3	
2	2	10	1	5	3	3	2	2	
3	2	9	1	9	3	4	1	1	
4	2	11	2	8	3	2	1	2	
5	1	10	2	7	3	3	1	3	
6	6	15	2	6	3	4	1	2	
7	7	15	2	9	3	4	0	3	
8	2	9	1	9	3	2	0	1	
9	7	13	1	9	2	2	0	3	
10	11	16	2	7	3	4	0	2	
11	2	8	2	6	2	4	1	3	
12	5	12	2	6	2	2	0	1	
13	4	12	1	9	3	4	0	3	
14	4	11	2	7	2	3	1	1	
15	7	13	2	8	2	2	2	2	
16	10	16	2	9	3	2	1	1	
17	4	11	1	8	3	4	2	3	
18	3	11	1	5	3	3	1	3	
19	3	10	1	5	3	2	1	1	
20	8	16	1	9	3	3	2	1	
21	5	11	2	8	2	2	0	2	
22	7	13	2	7	2	3	1	1	
23	1	10	2	5	3	2	2	2	
24	6	14	2	8	3	2	1	2	
25	4	9	1	5	2	2	2	2	
26	4	9	1	7	2	3	0	3	
27	9	14	1	5	2	4	2	1	
28	4	11	2	5	2	3	0	2	
29	3	12	2	6	3	2	1	2	
30	11	16	2	8	2	2	2	1	
31	7	14	1	5	3	4	2	3	
32	10	16	1	8	3	2	0	3	
33	5	13	1	6	3	2	1	3	
34	2	7	1	9	2	4	0	2	
35	4	10	1	7	2	4	2	3	
36	10	15	1	5	2	2	1	1	
37	2	7	1	7	2	3	1	1	
38	1	9	2	6	3	4	2	3	
39	1	10	2	6	3	2	2	3	
40	0	9	2	8	3	4	1	2	
41	3	11	2	9	3	2	0	1	
42	11	16	2	7	2	2	2	1	
43	11	16	1	8	3	3	1	2	
44	0	8	1	7	3	2	0	2	
45	8	16	2	5	3	2	0	1	
46	4	11	1	6	3	3	1	2	
47	0	9	2	5	3	4	0	1	
48	4	12	1	6	3	3	0	3	
49	8	16	2	7	3	2	0	3	
50	9	16	2	5	3	2	1	3	
51	7	13	2	8	2	4	0	3	
52	7	14	1	9	3	2	2	3	
53	11	16	1	7	2	3	2	2	
54	5	14	2	9	3	3	1	1	
55	7	16	2	7	3	3	2	2	
56	7	16	2	9	3	4	0	3	
57	6	15	2	5	3	2	2	3	
58	11	16	2	7	3	3	0	2	
59	2	9	2	6	2	4	1	3	
60	2	8	1	9	2	3	0	2	
61	6	12	2	7	2	3	0	2	
62	4	11	2	5	2	2	2	1	
63	11	16	2	6	2	2	2	3	
64	1	7	1	7	2	2	1	1	
65	7	16	2	9	3	3	0	3	
66	10	16	2	9	2	2	2	1	
67	9	16	2	7	2	3	1	3	
68	5	11	1	6	2	4	1	3	
69	3	9	2	8	2	3	2	1	
70	9	16	1	7	3	4	1	2	
71	0	8	1	7	3	4	2	1	
72	1	10	2	7	3	2	0	1	
73	4	13	2	9	3	3	0	3	
74	9	15	2	6	2	3	0	2	
75	3	12	2	8	3	2	0	3	
76	3	8	1	7	2	3	1	3	
77	3	9	1	7	2	2	2	1	
78	3	9	2	5	2	2	2	1	
79	2	10	2	8	3	3	1	1	
80	2	11	2	9	3	3	0	3	
81	4	11	2	5	2	4	1	3	
