begin{nbTrucks}
199
end{nbTrucks}
begin{nbDocks}
48
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
40
end{nbResourcePersonel}
begin{nbResourceEquipment}
12
end{nbResourceEquipment}
begin{nbResourceVehicule}
16
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	10	16	1	6	3	3	2	1	
2	7	13	2	7	2	2	0	1	
3	9	15	1	6	2	4	0	1	
4	0	7	1	8	3	3	2	1	
5	2	8	1	7	2	3	1	1	
6	9	16	2	7	3	3	2	3	
7	7	15	1	5	3	3	2	1	
8	2	9	1	8	3	2	2	2	
9	9	16	2	6	3	2	1	1	
10	1	10	2	9	3	3	0	2	
11	9	15	2	7	2	2	0	3	
12	6	13	2	7	2	2	1	2	
13	3	11	2	8	3	2	0	1	
14	6	13	2	5	2	4	1	1	
15	2	9	1	9	3	2	0	3	
16	2	7	1	8	2	3	0	3	
17	3	11	2	9	3	4	2	2	
18	1	9	1	7	3	3	1	2	
19	0	5	1	6	2	4	2	2	
20	3	9	2	5	2	4	2	3	
21	6	12	1	6	2	2	2	3	
22	7	13	1	7	2	2	1	1	
23	9	14	1	8	2	2	2	3	
24	2	9	1	9	3	3	1	1	
25	11	16	2	6	3	4	0	2	
26	5	13	2	8	3	3	2	3	
27	7	15	2	8	3	2	2	3	
28	8	13	1	6	2	3	1	2	
29	6	13	1	5	3	2	2	2	
30	4	12	2	8	3	3	2	3	
31	7	12	1	8	2	3	1	2	
32	6	11	1	8	2	4	2	1	
33	8	15	2	6	2	3	1	3	
34	3	12	2	9	3	2	1	1	
35	6	13	2	9	2	3	2	2	
36	1	8	2	5	2	3	0	1	
37	9	16	2	6	3	2	2	3	
38	5	13	1	5	3	3	0	2	
39	10	16	1	6	3	2	1	3	
40	2	10	2	5	3	4	2	2	
41	11	16	2	7	3	4	2	2	
42	9	14	1	5	2	4	2	1	
43	10	16	1	6	3	4	1	1	
44	4	11	1	7	3	4	0	1	
45	5	10	1	6	2	4	1	2	
46	3	9	1	5	2	3	1	2	
47	4	10	2	8	2	2	1	1	
48	8	14	2	8	2	3	0	2	
49	10	16	2	7	3	4	0	3	
50	5	12	1	8	3	4	0	3	
51	10	16	2	9	3	2	2	1	
52	1	6	1	5	2	2	2	3	
53	10	16	1	6	2	4	1	1	
54	10	16	1	9	3	2	2	3	
55	5	12	1	8	3	3	1	2	
56	5	13	1	6	3	2	1	2	
57	10	16	2	6	3	4	0	1	
58	7	14	2	9	2	3	2	2	
59	5	12	1	9	3	4	1	1	
60	5	13	2	8	3	3	0	3	
61	4	12	1	6	3	4	0	3	
62	3	9	1	5	2	4	2	2	
63	10	16	2	5	3	2	0	2	
64	3	11	2	6	3	2	0	3	
65	9	16	1	8	3	3	1	3	
66	5	11	2	8	2	4	1	2	
67	5	13	2	7	3	2	1	1	
68	5	12	2	5	2	3	1	1	
69	7	15	2	8	3	4	2	3	
70	10	16	2	5	2	3	2	3	
71	1	9	2	5	3	3	1	1	
72	7	13	2	8	2	4	0	1	
73	1	8	2	8	2	3	2	1	
74	10	16	2	7	2	3	1	1	
75	11	16	2	9	2	4	1	1	
76	3	10	2	8	2	4	2	3	
77	3	11	2	9	3	2	2	1	
78	4	12	2	6	3	2	2	3	
79	2	7	1	8	2	3	1	1	
80	4	11	2	5	2	2	1	3	
81	2	7	1	7	2	2	0	3	
82	5	13	1	7	3	3	1	3	
83	5	12	2	7	2	2	0	1	
84	7	14	1	6	3	4	0	3	
85	8	16	2	5	3	2	0	2	
86	5	12	1	5	3	4	2	2	
87	5	14	2	9	3	2	0	1	
88	2	9	2	5	2	3	2	1	
89	1	9	2	6	3	2	2	3	
90	3	9	2	9	2	3	0	2	
91	3	9	2	8	2	2	2	1	
92	2	8	2	7	2	3	2	2	
93	8	16	2	8	3	3	1	3	
94	6	12	2	5	2	3	2	3	
95	1	7	1	5	2	3	1	1	
96	1	9	2	7	3	3	1	2	
97	5	13	2	7	3	3	2	2	
98	0	5	1	6	2	4	2	3	
99	0	8	1	5	3	4	2	2	
100	10	16	2	8	2	2	1	2	
101	9	15	1	6	2	3	0	2	
102	9	16	1	7	3	2	2	1	
103	6	15	2	8	3	2	1	1	
104	3	9	2	6	2	3	0	1	
105	1	6	1	8	2	2	2	3	
106	8	14	1	8	2	2	2	2	
107	2	10	1	8	3	2	1	3	
108	3	10	2	6	2	2	2	2	
109	6	14	1	6	3	3	2	1	
110	2	7	1	9	2	4	0	3	
111	10	16	1	7	3	3	1	1	
112	7	15	1	7	3	4	0	2	
113	8	16	2	7	3	4	1	3	
114	4	9	1	5	2	2	2	3	
115	10	16	2	6	2	3	1	2	
116	6	12	2	5	2	2	2	2	
117	2	9	2	6	2	2	1	2	
118	5	13	1	6	3	2	0	1	
119	0	7	2	6	2	4	1	1	
120	5	11	1	8	2	2	1	2	
121	9	14	1	8	2	4	2	3	
122	7	15	2	8	3	4	1	1	
123	2	9	1	7	3	4	0	2	
124	5	13	1	5	3	2	0	2	
125	10	16	2	9	2	2	0	3	
126	11	16	2	5	2	2	0	2	
127	8	16	1	9	3	3	0	2	
128	3	9	1	7	2	2	2	3	
129	4	12	1	9	3	4	2	2	
130	11	16	1	7	3	2	0	3	
131	3	8	1	8	2	3	2	1	
132	9	16	1	5	3	3	0	1	
133	11	16	1	6	3	3	2	1	
134	8	14	1	9	2	3	2	2	
135	5	13	2	6	3	4	0	1	
136	10	16	2	7	2	3	0	3	
137	4	11	1	8	3	4	1	3	
138	1	8	2	7	2	2	0	3	
139	9	14	1	6	2	2	2	1	
140	2	10	1	8	3	2	0	2	
141	11	16	2	5	2	3	0	1	
142	7	14	2	5	2	3	1	1	
143	4	10	1	6	2	2	0	1	
144	4	12	2	7	3	4	2	1	
145	10	16	2	7	2	3	2	1	
146	9	15	2	6	2	2	2	1	
147	2	10	1	6	3	3	0	2	
148	7	15	2	7	3	2	2	1	
149	9	15	2	5	2	2	0	2	
150	7	13	2	7	2	2	0	1	
151	10	16	1	8	3	2	2	3	
152	3	8	1	5	2	3	1	3	
153	7	15	1	8	3	2	0	3	
154	7	12	1	5	2	4	1	3	
155	2	7	1	8	2	3	1	2	
156	11	16	1	7	3	3	0	2	
157	6	13	1	5	3	2	0	3	
158	1	8	2	5	2	2	2	1	
159	4	12	2	8	3	2	1	3	
160	0	9	2	6	3	3	0	3	
161	7	14	2	8	2	2	2	2	
162	0	5	1	7	2	3	0	3	
163	6	13	2	7	2	4	2	3	
164	8	15	2	6	2	4	0	1	
165	11	16	2	6	2	3	1	2	
166	0	8	2	6	3	4	2	2	
167	9	16	1	5	3	4	0	3	
168	1	8	1	5	3	4	2	2	
169	11	16	1	5	2	3	0	1	
170	5	12	1	6	3	2	1	3	
171	1	7	2	6	2	3	2	3	
172	1	8	2	9	2	2	2	2	
173	11	16	2	9	2	3	2	2	
174	3	10	1	9	3	4	0	1	
175	10	16	1	7	2	3	2	2	
176	10	16	1	9	3	3	0	2	
177	8	16	2	6	3	4	1	2	
178	8	15	2	8	2	2	0	2	
179	0	6	2	5	2	4	2	1	
180	6	13	2	5	2	2	1	1	
181	9	14	1	7	2	4	1	3	
182	7	15	2	5	3	4	2	1	
183	4	11	1	7	3	2	0	1	
184	0	8	2	5	3	2	2	3	
185	1	7	1	6	2	3	2	1	
186	1	9	1	8	3	4	2	2	
187	11	16	1	8	3	2	0	3	
188	10	16	2	5	2	3	1	3	
189	6	12	1	8	2	4	1	1	
190	5	12	1	6	3	3	2	3	
191	6	12	2	7	2	4	0	1	
192	5	11	1	8	2	2	0	3	
193	8	15	2	6	2	4	0	1	
194	10	15	1	7	2	4	1	3	
195	5	12	2	9	2	3	2	2	
196	8	16	1	9	3	2	2	1	
197	1	9	2	9	3	4	2	1	
198	10	16	2	9	2	4	0	2	
199	2	8	1	6	2	3	2	3	
end{Tasks}
