begin{nbTrucks}
171
end{nbTrucks}
begin{nbDocks}
42
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
35
end{nbResourcePersonel}
begin{nbResourceEquipment}
11
end{nbResourceEquipment}
begin{nbResourceVehicule}
14
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	7	15	1	8	3	4	0	1	
2	0	5	1	6	2	2	2	1	
3	11	16	1	7	3	4	0	3	
4	3	10	1	8	3	3	2	1	
5	11	16	2	9	2	3	1	3	
6	10	16	1	7	3	3	1	1	
7	7	14	1	6	3	2	0	3	
8	6	13	2	9	2	2	1	3	
9	4	12	1	6	3	2	1	3	
10	2	7	1	7	2	4	1	2	
11	1	10	2	9	3	4	0	3	
12	5	14	2	7	3	3	0	2	
13	10	16	2	8	3	2	2	2	
14	0	6	2	9	2	3	2	2	
15	11	16	2	8	3	4	0	1	
16	9	16	2	6	2	2	2	2	
17	1	8	2	5	2	2	0	2	
18	8	15	1	9	3	2	2	2	
19	1	8	1	7	3	3	0	1	
20	0	7	1	5	3	4	2	3	
21	0	5	1	7	2	4	1	3	
22	6	14	2	9	3	2	2	2	
23	9	16	2	5	3	3	2	1	
24	4	11	1	7	3	3	1	2	
25	5	11	1	7	2	4	1	1	
26	0	8	1	8	3	4	0	1	
27	4	10	2	5	2	2	0	2	
28	8	16	1	6	3	3	2	1	
29	5	12	1	5	3	2	2	2	
30	9	16	2	9	3	3	1	2	
31	4	13	2	8	3	4	1	1	
32	9	16	2	6	3	4	2	3	
33	4	10	2	5	2	4	0	2	
34	1	7	2	9	2	3	0	2	
35	6	14	1	8	3	2	1	3	
36	7	13	1	6	2	2	1	3	
37	4	12	2	6	3	2	2	1	
38	7	13	1	8	2	3	0	3	
39	4	12	2	6	3	4	2	1	
40	1	9	1	5	3	3	0	1	
41	6	14	2	7	3	3	1	2	
42	0	6	2	8	2	3	0	3	
43	4	13	2	8	3	2	2	2	
44	11	16	1	5	3	2	2	1	
45	11	16	1	5	2	2	0	1	
46	5	11	1	9	2	3	2	2	
47	4	9	1	5	2	3	0	2	
48	6	13	2	9	2	3	2	1	
49	4	12	1	6	3	4	2	3	
50	9	16	2	6	3	2	2	2	
51	6	12	2	6	2	3	1	1	
52	6	14	2	8	3	3	2	2	
53	3	12	2	9	3	2	1	1	
54	5	13	2	6	3	3	0	3	
55	1	6	1	6	2	3	2	3	
56	8	15	2	6	2	3	2	3	
57	2	8	2	7	2	4	0	1	
58	5	13	2	7	3	2	1	1	
59	8	13	1	6	2	3	2	2	
60	10	16	2	5	3	4	2	3	
61	3	9	1	9	2	2	1	1	
62	0	7	2	6	2	3	2	3	
63	9	16	2	9	3	3	1	3	
64	10	16	2	5	3	3	0	3	
65	6	13	1	8	3	4	2	2	
66	8	15	1	8	3	3	1	1	
67	10	16	1	6	2	3	0	1	
68	10	16	1	7	2	4	2	2	
69	7	15	2	6	3	3	0	1	
70	10	16	2	5	3	2	0	1	
71	3	9	1	8	2	4	1	3	
72	1	9	2	5	3	3	0	1	
73	9	16	2	8	3	4	1	2	
74	0	6	2	7	2	2	1	1	
75	10	16	2	8	2	4	0	2	
76	2	9	1	9	3	2	1	3	
77	1	9	1	8	3	2	2	2	
78	3	9	2	8	2	4	0	1	
79	3	10	2	5	2	3	0	2	
80	5	11	1	6	2	4	1	1	
81	6	14	1	9	3	2	0	3	
82	5	13	1	5	3	4	1	1	
83	5	12	1	6	3	3	1	3	
84	0	9	2	8	3	4	1	2	
85	4	12	2	5	3	4	2	3	
86	1	7	1	6	2	4	1	3	
87	9	16	1	7	3	4	0	2	
88	9	15	2	7	2	3	1	1	
89	1	6	1	7	2	2	1	3	
90	5	13	1	9	3	2	0	2	
91	11	16	1	6	3	3	1	2	
92	3	10	2	9	2	4	2	3	
93	11	16	2	9	2	2	2	1	
94	0	6	1	9	2	3	1	1	
95	2	10	1	7	3	3	0	3	
96	4	9	1	5	2	4	1	3	
97	4	12	2	8	3	4	0	2	
98	3	12	2	7	3	4	2	3	
99	7	15	2	6	3	2	0	3	
100	8	15	1	9	3	2	0	2	
101	8	15	2	6	2	4	1	3	
102	5	11	2	6	2	4	1	1	
103	5	11	1	6	2	3	2	3	
104	8	16	1	6	3	2	2	2	
105	4	9	1	8	2	4	0	1	
106	4	11	1	6	3	2	1	2	
107	2	7	1	9	2	2	1	1	
108	11	16	2	5	2	4	1	2	
109	10	16	2	8	2	2	2	3	
110	3	10	2	9	2	4	2	3	
111	8	15	2	5	2	3	2	1	
112	3	10	2	7	2	4	2	3	
113	3	9	2	5	2	4	1	1	
114	7	14	2	7	2	4	2	3	
115	1	9	2	6	3	3	0	2	
116	1	7	2	9	2	4	1	2	
117	0	7	2	8	2	3	2	3	
118	11	16	2	6	2	3	0	1	
119	9	15	2	7	2	2	1	3	
120	0	7	2	8	2	2	0	2	
121	11	16	1	6	3	2	2	1	
122	0	9	2	8	3	4	2	3	
123	4	10	2	7	2	4	1	1	
124	0	7	2	5	2	2	1	3	
125	3	9	2	8	2	4	2	3	
126	10	16	2	6	2	2	0	3	
127	5	11	2	6	2	4	1	1	
128	2	8	2	6	2	2	2	1	
129	10	16	2	8	2	2	2	2	
130	7	12	1	5	2	3	2	1	
131	6	12	1	7	2	4	0	1	
132	9	15	1	7	2	2	1	3	
133	6	11	1	8	2	4	2	1	
134	9	16	2	8	3	3	0	3	
135	3	8	1	6	2	4	1	3	
136	1	7	1	8	2	3	1	2	
137	8	16	1	8	3	4	0	2	
138	7	13	2	8	2	4	0	3	
139	4	10	1	6	2	3	2	2	
140	6	12	1	5	2	2	1	1	
141	2	8	2	6	2	3	0	1	
142	3	11	1	8	3	4	1	1	
143	1	8	1	5	3	4	2	2	
144	2	10	1	8	3	2	1	3	
145	9	16	2	7	2	4	0	2	
146	7	15	1	5	3	2	1	2	
147	1	8	2	5	2	4	1	1	
148	9	16	2	9	3	2	0	2	
149	5	11	1	6	2	3	0	2	
150	4	11	2	5	2	2	1	1	
151	1	9	1	7	3	2	2	1	
152	7	13	1	7	2	2	2	1	
153	11	16	1	8	2	2	2	1	
154	5	12	2	8	2	4	1	3	
155	7	15	2	9	3	4	2	3	
156	8	15	1	5	3	4	2	2	
157	10	16	2	5	3	3	0	1	
158	0	6	1	6	2	3	1	2	
159	0	9	2	7	3	4	1	3	
160	7	15	1	7	3	4	1	3	
161	2	8	2	5	2	2	0	3	
162	2	8	2	8	2	3	1	1	
163	7	14	1	9	3	2	2	2	
164	3	9	2	8	2	4	1	3	
165	4	12	2	5	3	4	1	1	
166	11	16	1	5	3	2	1	3	
167	2	9	2	8	2	3	1	3	
168	3	9	2	9	2	2	2	2	
169	7	13	1	5	2	2	1	2	
170	6	14	2	8	3	3	0	3	
171	11	16	2	7	2	2	1	3	
end{Tasks}
