begin{nbTrucks}
181
end{nbTrucks}
begin{nbDocks}
42
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
35
end{nbResourcePersonel}
begin{nbResourceEquipment}
11
end{nbResourceEquipment}
begin{nbResourceVehicule}
14
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	6	12	2	8	2	4	1	2	
2	6	14	1	8	3	3	2	3	
3	6	14	2	6	3	3	1	2	
4	10	16	1	8	2	2	2	1	
5	3	11	2	9	3	3	0	3	
6	2	10	2	9	3	2	0	2	
7	3	9	1	7	2	3	2	1	
8	5	11	1	7	2	3	1	1	
9	7	12	1	5	2	2	1	1	
10	3	11	2	7	3	3	1	2	
11	0	7	1	7	3	4	0	3	
12	6	15	2	8	3	2	1	3	
13	6	14	1	7	3	4	2	3	
14	10	16	1	8	2	2	1	1	
15	3	12	2	7	3	2	2	2	
16	5	12	1	8	3	4	1	1	
17	2	10	2	8	3	4	1	2	
18	9	16	1	8	3	3	0	2	
19	2	10	1	9	3	2	2	1	
20	7	15	1	8	3	4	1	1	
21	5	13	1	6	3	4	0	3	
22	1	9	2	9	3	3	1	2	
23	5	12	1	6	3	3	0	2	
24	3	10	2	7	2	2	0	2	
25	5	12	1	8	3	4	2	2	
26	11	16	2	7	3	2	2	2	
27	0	6	1	7	2	4	0	2	
28	6	14	1	8	3	2	1	3	
29	11	16	1	9	2	4	1	2	
30	9	16	2	9	2	3	0	2	
31	3	10	1	6	3	2	0	1	
32	1	10	2	8	3	2	2	2	
33	7	16	2	9	3	4	2	3	
34	10	16	2	5	3	3	0	3	
35	2	10	1	5	3	2	1	2	
36	5	13	1	7	3	4	2	3	
37	8	15	2	7	2	2	0	1	
38	1	8	2	7	2	2	2	3	
39	11	16	2	9	3	4	2	3	
40	2	8	1	6	2	4	1	1	
41	10	16	1	5	2	2	2	3	
42	0	6	1	7	2	4	1	3	
43	6	14	2	9	3	4	0	2	
44	1	9	1	6	3	4	2	3	
45	1	6	1	9	2	3	0	1	
46	6	12	2	5	2	3	0	3	
47	10	16	2	5	3	2	1	1	
48	5	13	2	9	3	3	0	2	
49	1	7	1	9	2	3	0	3	
50	9	15	2	8	2	3	1	3	
51	8	13	1	5	2	2	1	2	
52	2	10	2	7	3	2	0	1	
53	10	16	2	8	2	3	1	1	
54	5	11	1	8	2	2	2	3	
55	4	9	1	8	2	3	1	2	
56	3	8	1	5	2	3	0	2	
57	6	14	1	5	3	4	2	2	
58	10	16	2	7	2	2	2	1	
59	4	10	1	7	2	4	2	2	
60	1	7	1	9	2	3	0	2	
61	2	8	2	6	2	2	0	1	
62	4	9	1	5	2	3	0	1	
63	1	9	2	7	3	3	0	1	
64	5	10	1	9	2	3	2	3	
65	3	8	1	9	2	4	2	2	
66	4	12	1	6	3	3	0	1	
67	2	9	1	6	3	4	1	3	
68	4	13	2	9	3	3	1	1	
69	7	14	1	6	3	3	1	3	
70	5	12	1	6	3	4	1	2	
71	8	16	1	9	3	4	1	3	
72	3	11	1	8	3	2	0	3	
73	6	14	2	5	3	4	2	1	
74	10	16	1	8	3	4	2	1	
75	11	16	1	5	2	4	1	2	
76	4	11	1	6	3	3	1	3	
77	1	9	1	5	3	3	1	3	
78	5	11	2	9	2	4	0	2	
79	8	16	2	7	3	4	0	2	
80	4	11	1	5	3	3	2	1	
81	4	9	1	5	2	2	0	3	
82	0	9	2	6	3	2	2	1	
83	3	8	1	8	2	2	1	1	
84	3	9	2	7	2	2	2	1	
85	3	10	2	7	2	3	1	1	
86	4	12	2	7	3	2	1	2	
87	8	16	2	5	3	3	1	3	
88	8	16	2	7	3	4	2	2	
89	2	10	1	7	3	4	2	3	
90	2	8	2	9	2	2	1	1	
91	5	11	1	9	2	3	2	3	
92	4	13	2	5	3	3	0	1	
93	9	16	2	8	2	3	1	2	
94	7	15	1	8	3	4	1	3	
95	5	11	2	8	2	3	0	2	
96	5	13	2	9	3	2	0	1	
97	3	9	2	7	2	2	1	3	
98	0	8	2	8	3	2	2	2	
99	6	14	2	6	3	2	1	2	
100	4	10	2	6	2	2	0	3	
101	5	12	2	5	2	4	1	3	
102	0	7	2	6	2	3	1	2	
103	0	8	2	9	3	3	1	2	
104	10	16	2	5	2	4	1	3	
105	9	15	1	9	2	2	0	3	
106	6	12	1	8	2	4	0	1	
107	8	16	2	9	3	2	2	1	
108	2	8	2	8	2	2	2	2	
109	6	14	2	5	3	3	2	1	
110	9	16	1	6	3	2	0	1	
111	7	16	2	9	3	4	0	2	
112	3	12	2	9	3	2	0	2	
113	7	14	1	7	3	3	2	3	
114	7	14	1	6	3	4	0	2	
115	6	12	2	6	2	3	0	1	
116	5	14	2	5	3	3	2	3	
117	8	13	1	7	2	2	1	1	
118	0	9	2	6	3	4	2	3	
119	1	6	1	9	2	2	0	3	
120	11	16	1	6	3	4	2	2	
121	2	10	1	7	3	4	1	1	
122	11	16	2	5	2	3	2	2	
123	7	13	1	7	2	3	0	3	
124	0	5	1	8	2	2	0	2	
125	6	14	1	9	3	2	0	3	
126	10	16	2	5	2	2	1	2	
127	1	9	1	5	3	4	2	2	
128	10	15	1	8	2	2	2	3	
129	10	16	1	7	3	3	2	1	
130	6	12	2	7	2	3	0	2	
131	0	7	1	5	3	3	2	1	
132	11	16	1	6	3	2	0	1	
133	3	9	2	5	2	4	2	3	
134	3	11	1	6	3	2	0	2	
135	7	14	1	5	3	2	2	1	
136	4	11	1	5	3	4	2	1	
137	10	16	1	7	2	2	0	2	
138	10	16	1	6	2	4	0	1	
139	8	14	2	7	2	3	2	1	
140	6	14	2	6	3	3	1	3	
141	4	11	2	9	2	2	0	3	
142	6	14	1	5	3	4	0	3	
143	0	7	1	7	3	3	2	3	
144	9	16	2	7	2	4	2	2	
145	10	16	1	8	3	3	2	1	
146	10	16	1	8	3	4	2	3	
147	3	8	1	6	2	3	0	2	
148	4	13	2	8	3	2	0	2	
149	0	8	2	6	3	3	0	2	
150	9	16	1	5	3	2	2	3	
151	4	11	2	8	2	4	1	1	
152	1	7	1	7	2	4	2	3	
153	2	7	1	8	2	2	2	2	
154	7	15	1	5	3	2	1	2	
155	5	10	1	5	2	4	1	1	
156	6	14	1	9	3	4	0	2	
157	6	11	1	9	2	2	0	1	
158	3	10	1	7	3	2	2	1	
159	5	12	1	6	3	2	1	3	
160	8	14	2	8	2	3	1	3	
161	4	12	1	7	3	2	1	3	
162	11	16	1	5	3	3	2	1	
163	6	11	1	6	2	4	1	2	
164	8	16	2	8	3	4	1	3	
165	8	16	2	8	3	2	1	1	
166	2	11	2	5	3	4	0	1	
167	4	12	1	8	3	4	0	1	
168	6	12	1	5	2	3	2	2	
169	8	15	2	7	2	2	1	2	
170	9	15	1	9	2	2	0	1	
171	3	12	2	9	3	3	1	2	
172	3	8	1	7	2	4	2	3	
173	8	13	1	9	2	2	2	1	
174	4	12	1	7	3	4	2	1	
175	4	12	1	7	3	2	1	2	
176	0	7	2	7	2	2	1	1	
177	8	16	2	7	3	3	2	3	
178	7	14	2	5	2	2	0	1	
179	5	12	2	7	2	2	1	2	
180	9	16	1	8	3	4	1	3	
181	8	14	2	6	2	3	0	2	
end{Tasks}
