begin{nbTrucks}
148
end{nbTrucks}
begin{nbDocks}
46
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
39
end{nbResourcePersonel}
begin{nbResourceEquipment}
12
end{nbResourceEquipment}
begin{nbResourceVehicule}
16
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	10	16	2	6	2	4	2	2	
2	4	11	1	8	3	3	0	3	
3	4	11	1	8	3	4	2	3	
4	10	16	2	7	2	2	2	1	
5	3	11	1	5	3	3	0	3	
6	0	7	2	9	2	3	1	1	
7	6	14	1	8	3	2	1	2	
8	5	12	1	7	3	3	2	3	
9	11	16	2	7	3	4	0	1	
10	1	9	2	6	3	4	2	3	
11	2	10	2	9	3	4	0	3	
12	10	16	2	6	3	3	0	2	
13	2	10	1	9	3	3	1	3	
14	7	16	2	9	3	4	1	3	
15	1	7	1	5	2	4	0	3	
16	5	11	2	6	2	3	0	2	
17	9	16	1	5	3	2	0	2	
18	2	8	2	9	2	2	1	2	
19	8	14	1	8	2	3	1	3	
20	1	7	1	7	2	3	0	3	
21	6	12	1	5	2	4	2	2	
22	7	14	1	7	3	2	2	1	
23	9	16	1	5	3	2	0	3	
24	7	13	1	9	2	4	1	3	
25	9	16	1	7	3	3	0	2	
26	10	16	2	9	2	4	1	3	
27	0	7	1	7	3	3	0	1	
28	0	7	1	9	3	3	0	2	
29	0	7	1	5	3	3	0	1	
30	8	14	1	6	2	3	0	1	
31	9	14	1	7	2	2	0	2	
32	0	7	1	9	3	4	0	2	
33	8	16	1	7	3	4	2	1	
34	10	16	1	8	2	2	1	3	
35	7	15	2	7	3	3	2	1	
36	11	16	1	7	2	3	0	1	
37	5	12	2	7	2	4	2	1	
38	7	15	2	5	3	4	2	2	
39	7	13	2	9	2	3	0	1	
40	6	12	2	9	2	4	2	3	
41	0	6	1	5	2	3	0	1	
42	1	7	1	9	2	4	2	3	
43	11	16	2	6	2	4	2	3	
44	6	13	1	6	3	2	0	1	
45	3	11	2	9	3	2	2	2	
46	2	10	1	6	3	3	1	3	
47	9	16	2	6	3	2	1	1	
48	11	16	1	6	2	2	2	3	
49	11	16	1	9	2	4	0	2	
50	5	11	2	7	2	3	0	1	
51	7	16	2	7	3	4	2	3	
52	2	10	2	8	3	4	1	2	
53	0	6	1	7	2	4	0	3	
54	0	9	2	5	3	2	1	2	
55	5	13	2	5	3	4	2	3	
56	11	16	1	6	2	4	1	1	
57	2	10	1	5	3	3	2	2	
58	9	15	1	5	2	2	2	2	
59	11	16	2	5	2	3	1	1	
60	4	13	2	5	3	3	0	2	
61	7	15	2	7	3	2	1	1	
62	6	13	2	6	2	3	2	1	
63	1	10	2	6	3	4	2	1	
64	9	15	2	8	2	3	0	2	
65	10	15	1	6	2	4	0	3	
66	9	16	1	7	3	2	2	3	
67	0	8	1	7	3	3	1	2	
68	11	16	2	9	2	2	0	2	
69	0	8	1	6	3	4	2	3	
70	7	12	1	7	2	2	0	3	
71	9	16	2	8	3	4	0	3	
72	6	14	2	8	3	2	2	1	
73	11	16	1	5	2	4	0	1	
74	11	16	1	8	3	2	0	3	
75	5	13	2	8	3	3	0	1	
76	2	10	1	9	3	3	0	2	
77	7	15	1	8	3	3	0	3	
78	9	16	2	9	3	3	0	2	
79	8	13	1	9	2	4	1	3	
80	6	14	1	7	3	2	2	3	
81	5	13	2	5	3	4	0	2	
82	1	10	2	9	3	4	1	3	
83	11	16	2	6	2	4	0	1	
84	3	9	1	5	2	2	0	3	
85	8	16	2	6	3	4	1	2	
86	3	12	2	9	3	2	2	3	
87	8	14	1	8	2	2	1	3	
88	5	12	1	9	3	3	0	3	
89	2	11	2	8	3	4	0	3	
90	10	16	1	7	3	3	1	3	
91	9	16	2	9	3	4	0	2	
92	10	16	1	9	3	3	1	1	
93	7	15	1	6	3	4	2	3	
94	3	10	2	7	2	4	0	2	
95	4	13	2	8	3	4	1	2	
96	5	12	2	9	2	2	0	2	
97	11	16	1	8	3	2	1	3	
98	10	16	2	7	3	2	2	2	
99	3	8	1	8	2	4	0	2	
100	7	16	2	8	3	3	0	2	
101	7	13	2	6	2	2	0	3	
102	9	16	2	9	2	2	1	2	
103	9	16	1	7	3	4	2	3	
104	3	8	1	6	2	3	2	2	
105	10	16	1	9	3	3	2	2	
106	1	9	1	9	3	2	0	3	
107	9	14	1	7	2	2	0	1	
108	7	13	1	6	2	4	1	3	
109	6	14	1	9	3	3	0	3	
110	9	16	2	7	2	4	1	3	
111	5	12	1	9	3	4	0	3	
112	8	14	2	9	2	3	0	1	
113	4	11	1	8	3	3	0	2	
114	7	13	1	8	2	2	1	1	
115	11	16	1	7	3	4	0	2	
116	10	16	2	6	3	2	0	3	
117	2	8	1	9	2	3	2	1	
118	5	10	1	6	2	3	2	3	
119	0	8	2	8	3	3	2	1	
