begin{nbTrucks}
174
end{nbTrucks}
begin{nbDocks}
58
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
49
end{nbResourcePersonel}
begin{nbResourceEquipment}
15
end{nbResourceEquipment}
begin{nbResourceVehicule}
20
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	9	15	1	6	2	3	0	2	
2	1	9	1	8	3	2	2	3	
3	11	16	2	7	3	4	0	3	
4	7	16	2	6	3	2	2	3	
5	11	16	1	8	2	3	1	1	
6	5	14	2	6	3	3	1	1	
7	0	7	1	8	3	2	0	1	
8	1	8	2	8	2	2	2	1	
9	10	16	1	7	2	4	1	3	
10	7	12	1	7	2	4	2	2	
11	6	12	2	8	2	3	0	2	
12	11	16	1	8	2	4	0	2	
13	6	12	2	8	2	2	0	2	
14	0	9	2	9	3	3	1	3	
15	2	9	2	9	2	3	1	2	
16	7	16	2	9	3	4	0	2	
17	3	9	1	6	2	3	1	3	
18	5	12	2	8	2	3	2	2	
19	6	11	1	5	2	2	1	2	
20	9	16	2	6	3	4	1	1	
21	11	16	2	5	3	2	0	1	
22	0	6	2	9	2	2	0	1	
23	8	13	1	8	2	3	2	3	
24	4	10	1	8	2	3	1	1	
25	10	16	2	6	3	4	2	1	
26	1	7	2	5	2	4	2	3	
27	0	5	1	9	2	3	1	3	
28	2	9	2	7	2	2	2	3	
29	2	9	1	6	3	4	0	3	
30	3	9	1	9	2	2	0	2	
31	4	12	2	7	3	2	1	1	
32	1	8	1	9	3	3	2	2	
33	7	14	2	8	2	2	0	3	
34	7	13	2	6	2	3	2	2	
35	5	11	2	7	2	2	0	2	
36	6	13	2	9	2	4	2	2	
37	9	15	2	7	2	2	0	3	
38	6	14	2	6	3	4	1	1	
39	11	16	2	7	2	3	2	1	
40	6	15	2	6	3	4	1	3	
41	6	12	1	7	2	3	1	1	
42	0	9	2	6	3	3	2	2	
43	11	16	1	9	2	2	1	1	
44	9	16	1	8	3	3	1	1	
45	0	8	2	7	3	4	2	1	
46	2	10	2	5	3	3	1	3	
47	3	9	1	5	2	2	2	1	
48	2	9	2	8	2	2	0	1	
49	7	15	1	6	3	3	2	3	
50	9	14	1	5	2	4	1	3	
51	9	16	2	6	2	3	0	1	
52	2	11	2	5	3	2	0	3	
53	1	8	1	5	3	3	1	3	
54	4	13	2	8	3	2	0	2	
55	10	16	2	9	3	2	0	1	
56	1	7	1	7	2	2	2	2	
57	7	15	2	7	3	3	2	2	
58	9	16	2	9	3	4	1	1	
59	3	12	2	7	3	2	0	1	
60	6	12	1	9	2	3	1	3	
61	11	16	1	6	2	2	1	3	
62	6	14	2	7	3	4	0	3	
63	4	13	2	8	3	4	0	2	
64	10	16	1	9	2	2	1	1	
65	9	16	2	7	3	2	1	2	
66	11	16	2	8	2	3	2	1	
67	10	16	2	8	2	2	2	2	
68	3	11	1	5	3	4	0	2	
69	3	10	1	7	3	4	1	2	
70	2	10	2	8	3	3	1	3	
71	8	14	1	9	2	4	0	3	
72	11	16	1	5	2	4	2	1	
73	0	7	1	8	3	3	2	1	
74	7	13	2	8	2	2	0	2	
75	6	13	2	7	2	4	1	2	
76	9	15	2	7	2	3	2	3	
77	6	12	2	8	2	3	2	1	
78	0	7	1	5	3	2	2	1	
79	10	16	1	7	2	2	0	3	
80	11	16	2	9	2	4	1	2	
81	10	15	1	6	2	3	1	3	
82	5	13	2	8	3	3	1	1	
83	6	14	2	6	3	4	1	1	
84	7	14	1	7	3	4	2	2	
85	6	15	2	9	3	3	2	3	
86	0	7	1	9	3	3	1	2	
87	4	12	1	7	3	2	1	2	
88	6	14	2	6	3	2	0	3	
89	4	12	2	6	3	2	2	1	
90	1	9	1	9	3	2	2	3	
91	0	7	2	5	2	3	0	3	
92	8	15	1	9	3	3	2	3	
93	1	8	2	9	2	3	2	3	
94	1	7	2	5	2	3	2	1	
95	2	10	2	8	3	4	0	3	
96	8	14	2	5	2	2	2	2	
97	8	13	1	8	2	4	1	1	
98	11	16	2	8	2	2	2	3	
99	3	11	1	5	3	3	1	2	
100	2	8	1	6	2	3	2	3	
101	0	6	1	9	2	2	2	2	
102	0	7	2	9	2	4	1	3	
103	10	16	1	8	2	4	0	2	
104	2	7	1	8	2	3	0	2	
105	8	16	1	5	3	4	0	2	
106	2	9	2	5	2	3	2	2	
107	7	13	2	7	2	4	0	1	
108	3	9	1	9	2	4	2	3	
109	4	12	1	9	3	3	0	1	
110	0	6	1	8	2	4	2	2	
111	3	12	2	5	3	2	0	3	
112	7	14	1	7	3	2	1	2	
113	9	16	1	8	3	4	2	2	
114	5	11	2	9	2	3	0	2	
115	3	9	1	8	2	3	0	2	
116	7	12	1	9	2	4	2	1	
117	10	16	1	5	2	2	1	1	
118	2	9	2	8	2	4	2	3	
119	6	14	1	9	3	2	2	3	
120	1	10	2	8	3	2	2	3	
121	0	6	2	5	2	4	1	2	
122	8	15	2	6	2	2	2	3	
123	5	12	1	6	3	4	0	3	
124	2	8	2	9	2	3	1	3	
125	10	16	2	8	3	2	2	1	
126	4	12	1	7	3	3	2	3	
127	7	14	1	8	3	2	2	1	
128	7	15	1	5	3	4	0	2	
129	11	16	1	9	3	2	2	1	
130	6	15	2	6	3	2	2	1	
131	10	16	2	7	3	3	1	3	
132	7	14	1	7	3	4	0	1	
133	6	14	1	6	3	4	2	1	
134	7	15	1	5	3	3	1	1	
135	7	12	1	5	2	2	0	2	
136	2	9	1	5	3	2	2	2	
137	2	7	1	7	2	3	2	2	
138	4	9	1	8	2	3	2	3	
139	8	15	1	9	3	3	1	2	
140	11	16	1	9	3	2	0	1	
141	6	12	1	5	2	2	2	2	
142	6	14	2	6	3	2	2	3	
143	10	16	2	5	3	2	0	2	
144	4	11	2	7	2	2	2	1	
145	3	10	2	8	2	4	1	2	
146	1	9	1	9	3	4	2	2	
147	2	9	2	8	2	2	2	3	
148	1	7	1	6	2	2	2	2	
149	8	16	2	7	3	2	2	2	
150	8	13	1	9	2	3	1	2	
151	7	13	2	6	2	3	2	3	
152	11	16	2	8	3	2	1	1	
153	1	9	1	7	3	2	0	1	
154	3	11	1	6	3	3	1	1	
155	1	10	2	7	3	3	2	2	
156	5	12	1	7	3	4	0	2	
157	7	13	2	5	2	3	1	3	
158	3	9	1	5	2	4	2	1	
159	9	16	1	9	3	2	1	1	
160	4	11	1	7	3	3	1	2	
161	8	16	2	5	3	2	0	1	
162	5	10	1	6	2	4	2	2	
163	1	8	2	8	2	2	1	2	
164	2	9	1	5	3	3	1	3	
165	2	11	2	7	3	2	0	1	
166	1	10	2	5	3	4	2	1	
167	0	6	2	9	2	3	2	3	
168	2	10	2	5	3	3	1	2	
169	10	16	1	8	2	2	1	1	
170	5	12	1	9	3	2	0	2	
171	6	14	2	8	3	3	1	2	
172	10	16	1	7	3	3	1	1	
173	4	11	2	6	2	3	0	1	
174	11	16	1	8	3	2	0	3	
end{Tasks}
