begin{nbTrucks}
140
end{nbTrucks}
begin{nbDocks}
30
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
25
end{nbResourcePersonel}
begin{nbResourceEquipment}
8
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	11	16	2	5	2	4	2	2	
2	7	15	2	9	3	3	2	2	
3	6	13	1	6	3	4	2	2	
4	11	16	1	5	3	4	2	2	
5	7	15	2	7	3	4	0	1	
6	4	13	2	8	3	2	2	1	
7	6	13	2	7	2	2	1	1	
8	4	11	1	5	3	4	1	2	
9	6	13	1	7	3	3	0	3	
10	8	15	2	5	2	2	2	2	
11	1	10	2	5	3	4	0	2	
12	0	8	1	7	3	3	0	2	
13	1	8	1	6	3	3	0	1	
14	2	9	2	5	2	4	1	3	
15	11	16	2	5	2	3	2	2	
16	8	15	2	8	2	3	0	1	
17	4	9	1	8	2	4	1	2	
18	6	11	1	7	2	3	1	3	
19	2	9	2	5	2	3	1	3	
20	1	9	1	6	3	3	1	2	
21	6	13	2	8	2	4	2	3	
22	0	7	1	5	3	3	0	3	
23	0	7	1	6	3	2	1	2	
24	6	13	2	6	2	4	0	3	
25	8	14	2	9	2	3	2	1	
26	2	10	1	7	3	2	2	3	
27	8	13	1	9	2	3	0	2	
28	0	7	2	8	2	3	1	2	
29	11	16	1	9	2	2	0	3	
30	0	6	2	6	2	3	0	2	
31	2	9	1	9	3	4	2	1	
32	3	10	1	7	3	3	1	3	
33	9	15	1	7	2	4	0	2	
34	6	14	1	7	3	4	1	2	
35	5	11	2	5	2	3	0	3	
36	8	15	2	8	2	3	0	1	
37	0	6	1	6	2	2	0	3	
38	8	13	1	8	2	4	1	3	
39	8	16	1	6	3	2	1	2	
40	9	15	1	8	2	3	2	3	
41	10	16	1	8	3	2	1	1	
42	10	15	1	9	2	4	0	1	
43	10	16	2	8	3	2	2	1	
44	0	9	2	9	3	2	2	1	
45	0	8	2	9	3	4	0	3	
46	4	12	1	6	3	2	1	3	
47	3	8	1	8	2	4	2	2	
48	3	10	2	8	2	4	1	1	
49	6	15	2	7	3	4	0	1	
50	1	9	1	9	3	3	1	3	
51	4	12	1	7	3	3	2	3	
52	9	15	1	8	2	3	1	3	
53	3	9	1	9	2	3	1	3	
54	9	16	1	8	3	4	2	2	
55	1	9	2	8	3	2	1	3	
56	8	16	1	6	3	2	0	2	
57	1	8	2	5	2	4	0	1	
58	10	16	1	8	3	3	0	2	
59	6	13	2	5	2	3	1	3	
60	1	10	2	8	3	3	0	3	
61	3	8	1	5	2	2	2	2	
62	2	8	1	6	2	3	1	2	
63	3	10	1	9	3	3	2	3	
64	0	9	2	8	3	2	0	3	
65	6	11	1	5	2	3	0	2	
66	8	16	1	6	3	3	2	1	
67	4	12	1	5	3	2	1	2	
68	11	16	2	5	3	4	2	1	
69	10	16	1	6	3	4	1	1	
70	11	16	2	7	3	3	2	2	
71	6	12	1	8	2	4	1	3	
72	6	14	1	5	3	2	1	1	
73	10	16	2	5	2	4	1	1	
74	1	9	1	6	3	4	1	2	
75	0	6	2	9	2	3	0	2	
76	7	15	2	7	3	4	1	2	
77	11	16	1	8	3	2	0	2	
78	9	16	1	6	3	3	2	2	
79	2	8	1	7	2	4	1	1	
80	1	7	2	9	2	4	0	1	
81	2	8	2	8	2	2	1	3	
82	11	16	2	6	2	2	0	1	
83	6	14	2	7	3	4	1	2	
84	9	15	1	5	2	2	2	1	
85	7	13	2	9	2	3	1	3	
86	6	15	2	7	3	4	1	3	
87	11	16	2	8	3	2	1	3	
88	4	11	1	7	3	3	1	1	
89	7	13	1	6	2	3	1	3	
90	6	13	1	5	3	2	1	2	
91	7	16	2	5	3	3	1	3	
92	8	16	2	5	3	4	1	1	
93	6	13	1	8	3	2	0	1	
94	1	6	1	5	2	2	0	2	
95	3	11	1	6	3	2	2	1	
96	6	14	2	8	3	4	0	2	
97	9	16	1	6	3	4	1	3	
98	7	15	2	8	3	2	1	3	
99	6	11	1	5	2	3	0	1	
100	9	15	2	9	2	3	1	1	
101	0	8	2	9	3	3	1	2	
102	9	16	2	6	3	3	1	2	
103	11	16	1	9	3	4	0	1	
104	10	16	1	8	2	2	0	2	
105	8	15	2	8	2	3	0	3	
106	0	5	1	6	2	3	0	2	
107	6	13	2	7	2	4	0	1	
108	9	16	2	6	3	2	0	3	
109	11	16	2	6	3	4	1	1	
110	11	16	2	6	3	3	1	2	
111	9	15	2	6	2	4	2	1	
112	9	15	2	6	2	2	0	3	
113	2	8	1	6	2	3	0	3	
114	7	16	2	8	3	3	1	2	
115	3	12	2	6	3	4	2	2	
116	3	8	1	5	2	2	2	2	
117	6	13	2	6	2	3	0	1	
118	3	11	1	5	3	3	0	2	
119	5	13	2	5	3	3	0	3	
120	3	12	2	6	3	2	2	2	
121	8	14	1	6	2	3	0	2	
122	1	8	2	8	2	3	0	3	
123	2	8	2	6	2	3	0	1	
124	9	16	1	9	3	4	0	2	
125	1	7	2	9	2	3	0	3	
126	3	11	2	8	3	4	0	1	
127	0	9	2	7	3	3	1	2	
128	2	9	2	8	2	4	0	1	
129	1	8	1	7	3	3	1	2	
130	2	10	2	6	3	4	0	3	
131	5	10	1	9	2	2	0	3	
132	4	12	2	9	3	4	1	1	
133	7	13	1	9	2	2	2	2	
134	5	11	2	5	2	2	0	1	
135	5	10	1	9	2	2	2	3	
136	9	15	1	8	2	3	1	2	
137	7	14	1	7	3	2	0	3	
138	10	16	2	7	2	4	2	3	
139	5	12	1	7	3	4	2	2	
140	1	10	2	7	3	4	2	1	
end{Tasks}
