begin{nbTrucks}
104
end{nbTrucks}
begin{nbDocks}
28
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
24
end{nbResourcePersonel}
begin{nbResourceEquipment}
7
end{nbResourceEquipment}
begin{nbResourceVehicule}
10
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	7	14	1	6	3	3	2	3	
2	1	8	2	6	2	3	1	2	
3	0	9	2	8	3	2	0	1	
4	10	16	1	9	2	2	2	2	
5	10	16	2	6	2	2	0	1	
6	6	13	2	7	2	3	1	3	
7	8	15	2	5	2	2	0	2	
8	10	16	2	6	2	2	0	3	
9	4	11	1	9	3	2	2	1	
10	11	16	1	6	2	2	0	1	
11	1	6	1	6	2	2	2	3	
12	1	9	1	7	3	3	0	1	
13	8	15	1	8	3	3	0	3	
14	7	15	2	8	3	4	1	1	
15	4	9	1	7	2	2	1	3	
16	3	11	2	7	3	3	0	2	
17	5	11	1	6	2	4	2	2	
18	2	11	2	7	3	3	0	1	
19	0	5	1	7	2	4	0	1	
20	5	13	1	7	3	2	2	1	
21	8	16	1	7	3	4	1	2	
22	5	10	1	9	2	2	1	1	
23	0	8	1	8	3	4	1	3	
24	7	15	2	6	3	2	1	3	
25	5	11	2	8	2	3	0	1	
26	2	9	2	5	2	3	2	3	
27	4	11	2	9	2	3	1	2	
28	0	6	2	6	2	2	0	3	
29	8	16	1	7	3	2	2	2	
30	9	16	1	6	3	3	1	1	
31	0	5	1	6	2	4	2	1	
32	0	7	1	9	3	3	1	2	
33	2	9	1	7	3	2	2	1	
34	2	9	1	8	3	3	2	1	
35	0	6	2	7	2	4	0	3	
36	6	14	2	7	3	3	2	3	
37	3	11	1	8	3	2	1	1	
38	6	13	1	9	3	2	0	1	
39	0	7	1	7	3	2	1	3	
40	1	7	2	7	2	2	1	3	
41	5	14	2	6	3	2	2	3	
42	10	15	1	9	2	3	1	1	
43	5	12	1	6	3	2	0	2	
44	4	13	2	7	3	4	2	1	
45	9	16	1	5	3	3	2	1	
46	8	14	2	9	2	3	1	1	
47	7	14	2	5	2	3	0	1	
48	5	10	1	5	2	4	0	2	
49	5	10	1	7	2	3	0	3	
50	3	9	1	7	2	4	2	1	
51	2	10	1	8	3	3	2	1	
52	11	16	1	6	2	3	0	2	
53	11	16	2	7	3	2	1	1	
54	11	16	1	7	3	2	0	1	
55	8	13	1	8	2	3	1	1	
56	11	16	1	6	3	2	0	1	
57	7	13	2	9	2	2	2	1	
58	8	14	2	8	2	2	1	1	
59	7	15	1	6	3	4	2	3	
60	8	16	1	8	3	3	1	2	
61	1	8	1	5	3	2	0	2	
62	11	16	1	6	3	4	1	2	
63	4	12	2	7	3	3	1	2	
64	2	8	2	7	2	2	2	3	
65	5	14	2	6	3	3	1	2	
66	2	9	1	6	3	4	0	2	
67	7	16	2	7	3	2	2	2	
68	8	14	2	5	2	2	1	1	
69	11	16	2	5	2	4	2	1	
70	4	11	1	6	3	2	0	2	
71	6	15	2	6	3	4	0	2	
72	5	10	1	5	2	3	0	3	
73	9	16	2	6	2	2	1	2	
74	2	9	1	9	3	2	1	3	
75	10	16	1	8	3	4	2	2	
76	5	13	2	5	3	2	1	1	
77	5	12	2	6	2	3	2	3	
78	4	9	1	7	2	3	0	2	
79	2	10	2	6	3	3	1	1	
80	4	10	2	9	2	3	0	2	
81	6	14	1	7	3	2	1	3	
82	4	11	1	6	3	2	1	3	
83	6	15	2	8	3	4	2	2	
84	4	12	1	9	3	4	0	1	
85	5	12	2	6	2	3	1	2	
86	1	7	2	6	2	4	2	2	
87	0	5	1	8	2	2	1	2	
88	11	16	2	7	3	3	2	2	
89	4	11	1	5	3	4	0	3	
90	4	13	2	8	3	4	1	3	
91	4	9	1	8	2	2	1	2	
92	5	10	1	5	2	3	1	1	
93	4	11	2	5	2	2	1	1	
94	7	14	2	5	2	2	1	2	
95	11	16	2	7	2	2	0	2	
96	9	16	1	6	3	2	0	2	
97	9	16	2	6	2	3	0	3	
98	0	8	2	8	3	4	2	1	
99	11	16	2	6	3	3	2	1	
100	1	6	1	8	2	3	1	2	
101	10	16	2	8	2	2	0	2	
102	10	16	2	6	3	4	1	2	
103	6	11	1	7	2	3	0	1	
104	5	14	2	6	3	2	1	3	
end{Tasks}
