begin{nbTrucks}
148
end{nbTrucks}
begin{nbDocks}
36
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
30
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	0	5	1	8	2	2	0	3	
2	7	14	1	8	3	3	2	2	
3	11	16	2	6	3	3	0	3	
4	0	9	2	6	3	2	2	3	
5	6	13	2	9	2	4	2	3	
6	9	16	2	5	2	3	2	2	
7	4	12	2	9	3	2	1	1	
8	4	12	1	7	3	3	2	1	
9	1	9	2	9	3	3	0	1	
10	7	13	2	5	2	3	2	3	
11	6	14	1	6	3	3	2	1	
12	9	15	2	8	2	2	2	3	
13	8	14	2	7	2	2	0	3	
14	5	13	2	5	3	3	1	2	
15	4	12	1	6	3	3	1	1	
16	3	11	1	5	3	3	1	3	
17	4	10	2	6	2	2	0	1	
18	11	16	2	9	3	4	2	2	
19	2	8	2	7	2	4	1	3	
20	10	15	1	5	2	2	1	2	
21	0	8	2	7	3	3	0	3	
22	9	15	1	9	2	3	1	2	
23	2	7	1	9	2	4	2	3	
24	10	16	1	6	3	3	2	3	
25	6	15	2	6	3	2	1	2	
26	0	7	1	5	3	2	0	3	
27	10	16	1	8	3	4	0	3	
28	4	13	2	5	3	4	2	3	
29	10	16	1	8	2	3	2	2	
30	5	13	2	8	3	2	0	2	
31	5	13	1	9	3	4	1	3	
32	7	12	1	5	2	3	0	1	
33	11	16	1	8	3	3	1	2	
34	11	16	1	8	2	3	0	1	
35	8	16	2	5	3	3	1	3	
36	3	12	2	6	3	2	2	1	
37	10	16	2	5	2	3	2	1	
38	5	11	1	9	2	3	2	2	
39	3	10	1	8	3	2	2	2	
40	1	8	1	5	3	2	2	3	
41	3	9	1	7	2	3	2	3	
42	2	9	2	7	2	3	1	1	
43	8	13	1	7	2	2	1	3	
44	4	10	1	7	2	4	1	2	
45	3	11	2	9	3	3	0	3	
46	9	16	2	6	3	3	1	3	
47	10	16	1	9	3	4	1	2	
48	0	8	1	8	3	2	0	1	
49	9	15	1	8	2	4	1	3	
50	2	9	2	5	2	2	2	1	
51	7	14	1	6	3	4	0	1	
52	6	13	1	9	3	3	1	3	
53	4	11	2	5	2	4	0	1	
54	8	13	1	5	2	2	1	3	
55	5	11	1	9	2	2	0	1	
56	4	10	2	9	2	3	1	3	
57	9	16	1	8	3	4	0	3	
58	10	16	2	5	2	2	2	1	
59	11	16	2	6	3	2	1	1	
60	2	10	2	8	3	2	2	2	
61	7	14	2	8	2	3	0	1	
62	11	16	2	7	2	3	1	2	
63	3	9	2	9	2	3	2	2	
64	9	15	1	9	2	2	1	3	
65	7	13	1	7	2	3	1	3	
66	5	13	2	8	3	4	2	3	
67	7	12	1	6	2	2	0	2	
68	11	16	2	7	2	4	0	2	
69	9	15	2	8	2	3	2	2	
70	6	13	2	8	2	3	0	2	
71	5	12	1	5	3	3	1	3	
72	2	9	1	9	3	3	2	3	
73	0	7	1	8	3	3	2	1	
74	0	9	2	5	3	4	0	2	
75	8	14	1	7	2	4	1	2	
76	7	13	2	8	2	4	2	3	
77	9	15	1	7	2	4	0	1	
78	11	16	2	5	3	4	0	3	
79	5	10	1	5	2	3	2	3	
80	0	8	1	6	3	3	0	2	
81	4	13	2	7	3	2	2	2	
82	2	11	2	9	3	2	0	2	
83	7	12	1	8	2	3	2	3	
84	5	12	2	7	2	2	0	3	
85	9	16	2	8	3	4	0	2	
86	2	10	1	7	3	3	0	3	
87	6	15	2	7	3	4	2	2	
88	3	8	1	5	2	2	1	2	
89	11	16	2	5	3	2	0	3	
90	3	9	1	9	2	3	0	2	
91	8	16	2	8	3	2	0	1	
92	5	10	1	9	2	3	0	3	
93	7	14	2	8	2	3	2	2	
94	4	11	1	7	3	3	2	1	
95	6	12	1	5	2	2	1	2	
96	11	16	1	8	2	4	0	1	
97	2	8	2	7	2	4	1	3	
98	6	11	1	6	2	3	0	3	
99	3	11	2	6	3	3	2	3	
100	6	12	2	6	2	2	2	1	
101	9	15	1	9	2	4	2	2	
102	4	12	2	9	3	3	2	2	
103	8	16	2	5	3	4	0	1	
104	8	15	1	6	3	2	2	1	
105	8	16	2	5	3	4	2	1	
106	9	16	2	7	2	3	2	1	
107	6	15	2	6	3	3	2	3	
108	8	14	1	9	2	3	1	3	
109	9	16	2	6	3	2	2	2	
110	8	14	1	6	2	2	0	2	
111	6	11	1	5	2	2	0	1	
112	4	11	1	7	3	2	0	2	
113	7	15	2	5	3	2	1	3	
114	1	6	1	6	2	4	0	1	
115	0	7	2	9	2	2	1	1	
116	4	12	2	5	3	3	1	2	
117	5	12	2	5	2	4	0	1	
118	7	13	2	7	2	3	2	1	
119	11	16	1	6	3	4	1	2	
120	4	11	2	9	2	4	2	3	
121	0	5	1	5	2	2	0	2	
122	9	15	1	7	2	2	1	1	
123	9	15	1	7	2	4	2	3	
124	6	12	1	6	2	4	1	1	
125	10	16	2	5	2	3	1	1	
126	2	8	1	9	2	4	0	1	
127	0	7	1	7	3	3	1	2	
128	9	16	1	7	3	4	1	1	
129	0	5	1	7	2	3	2	1	
130	8	14	1	5	2	3	1	1	
131	0	6	1	8	2	3	2	1	
132	9	15	1	9	2	2	0	1	
133	10	16	2	6	2	4	1	3	
134	4	9	1	9	2	2	2	2	
135	3	8	1	7	2	3	0	2	
136	6	14	2	9	3	2	2	3	
137	11	16	1	7	2	3	2	2	
138	6	15	2	9	3	4	0	3	
139	11	16	1	9	2	2	0	2	
140	3	11	2	8	3	4	1	2	
141	7	15	1	6	3	2	2	2	
142	4	9	1	7	2	3	2	3	
143	9	16	2	6	2	3	0	1	
144	0	6	2	5	2	4	1	1	
145	3	9	1	9	2	3	1	2	
146	6	13	2	7	2	2	2	3	
147	4	11	2	7	2	4	2	3	
148	5	11	1	5	2	3	2	1	
end{Tasks}
