begin{nbTrucks}
112
end{nbTrucks}
begin{nbDocks}
34
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
29
end{nbResourcePersonel}
begin{nbResourceEquipment}
9
end{nbResourceEquipment}
begin{nbResourceVehicule}
12
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	11	16	1	9	3	3	0	2	
2	11	16	1	5	3	2	1	2	
3	11	16	2	8	3	4	1	3	
4	2	9	1	5	3	2	0	2	
5	0	6	1	8	2	4	1	1	
6	7	13	2	6	2	3	2	1	
7	6	13	2	5	2	4	2	1	
8	5	13	1	8	3	2	2	1	
9	8	16	2	9	3	2	2	3	
10	2	9	2	9	2	2	2	2	
11	9	15	2	5	2	4	0	3	
12	6	15	2	5	3	2	1	1	
13	9	16	2	7	2	3	2	1	
14	7	14	2	6	2	2	1	1	
15	5	13	1	8	3	4	1	2	
16	0	6	2	5	2	4	2	2	
17	8	16	2	6	3	3	2	3	
18	3	11	2	6	3	2	1	1	
19	3	9	1	5	2	2	2	1	
20	10	15	1	7	2	3	1	1	
21	7	14	2	7	2	3	0	3	
22	5	10	1	9	2	2	0	2	
23	11	16	2	5	3	3	0	1	
24	5	10	1	8	2	4	1	3	
25	9	15	2	6	2	2	0	2	
26	3	11	1	7	3	2	2	3	
27	10	15	1	8	2	3	1	3	
28	6	13	2	5	2	4	1	1	
29	4	12	2	7	3	4	1	3	
30	4	10	1	9	2	3	2	2	
31	7	15	2	5	3	4	0	1	
32	2	9	1	5	3	3	2	3	
33	3	8	1	8	2	4	1	2	
34	10	16	2	9	3	2	1	3	
35	3	10	1	9	3	4	0	1	
36	8	15	2	9	2	4	2	1	
37	11	16	1	7	2	4	0	2	
38	11	16	2	5	2	2	2	3	
39	7	15	2	8	3	4	0	2	
40	4	12	2	6	3	3	1	1	
41	1	9	2	9	3	3	2	3	
42	2	10	1	5	3	2	0	1	
43	11	16	1	6	3	4	2	3	
44	2	8	2	5	2	3	2	1	
45	1	8	2	8	2	4	1	3	
46	1	7	2	8	2	3	0	3	
47	5	12	1	6	3	2	2	1	
48	3	10	2	8	2	4	2	1	
49	6	14	2	8	3	2	2	2	
50	4	10	2	9	2	3	1	3	
51	5	10	1	7	2	2	2	3	
52	5	12	1	6	3	2	0	2	
53	10	16	2	8	2	4	1	1	
54	2	10	1	8	3	2	1	3	
55	9	15	2	9	2	4	0	1	
56	6	12	2	8	2	2	0	1	
57	9	15	1	6	2	4	1	2	
58	4	9	1	6	2	4	2	1	
59	4	11	2	5	2	2	2	1	
60	6	11	1	9	2	4	2	1	
61	10	16	1	8	3	2	2	1	
62	6	15	2	9	3	4	0	3	
63	1	7	1	5	2	4	2	3	
64	1	7	2	6	2	3	1	1	
65	2	10	1	6	3	3	0	1	
66	3	11	2	9	3	3	2	2	
67	4	10	2	9	2	3	1	1	
68	5	12	2	7	2	2	2	3	
69	5	12	2	7	2	3	0	3	
70	11	16	1	9	3	3	2	1	
71	2	8	2	5	2	4	2	1	
72	9	16	1	8	3	2	1	3	
73	9	16	1	7	3	4	1	2	
74	3	10	2	8	2	3	0	3	
75	3	10	2	6	2	2	0	1	
76	9	16	1	6	3	3	2	2	
77	11	16	2	9	2	2	1	2	
78	1	8	1	9	3	4	2	1	
79	11	16	1	9	2	3	0	1	
80	5	12	2	5	2	4	1	1	
81	7	14	1	7	3	3	2	3	
82	11	16	2	5	2	2	0	2	
83	0	5	1	7	2	3	1	3	
84	4	11	2	8	2	3	0	3	
85	0	6	1	5	2	2	0	1	
86	2	8	2	5	2	3	0	2	
87	10	16	1	5	3	2	1	1	
88	5	14	2	7	3	3	1	1	
89	7	14	2	9	2	4	0	1	
90	1	8	2	6	2	2	1	2	
91	11	16	2	6	3	2	0	2	
92	2	10	2	5	3	4	2	2	
93	3	11	1	8	3	2	1	2	
94	3	11	2	9	3	4	2	3	
95	7	14	1	5	3	2	0	1	
96	11	16	1	6	2	2	0	3	
97	7	15	1	9	3	3	2	2	
98	10	16	2	5	3	3	0	2	
99	8	16	1	6	3	4	2	1	
100	10	16	2	9	2	4	1	2	
101	4	9	1	8	2	3	0	2	
102	0	6	2	8	2	3	2	1	
103	0	6	2	8	2	2	0	3	
104	8	16	2	5	3	3	1	2	
105	2	9	2	6	2	3	0	2	
106	3	10	2	6	2	2	2	1	
107	4	13	2	5	3	3	1	1	
108	0	7	2	7	2	4	1	2	
109	7	14	2	6	2	4	1	2	
110	7	12	1	9	2	3	0	2	
111	7	13	1	6	2	3	2	2	
112	8	16	2	9	3	2	0	3	
end{Tasks}
