begin{nbTrucks}
153
end{nbTrucks}
begin{nbDocks}
46
end{nbDocks}
begin{nbTF}
16
end{nbTF}
begin{nbScenarios}
1
end{nbScenarios}
begin{nbResourcePersonel}
39
end{nbResourcePersonel}
begin{nbResourceEquipment}
12
end{nbResourceEquipment}
begin{nbResourceVehicule}
16
end{nbResourceVehicule}
begin{Tasks}{n	r	d	delta	penalty	p0	resourcePersonel0	resourceEquipments0	resourceVehicle0
1	1	9	2	7	3	4	2	3	
2	11	16	1	6	3	3	0	2	
3	11	16	2	7	2	2	0	2	
4	10	16	1	5	3	3	1	1	
5	3	11	1	6	3	3	0	3	
6	8	14	1	6	2	3	2	3	
7	1	7	2	9	2	2	1	3	
8	9	16	2	8	3	3	1	3	
9	2	10	2	6	3	4	2	2	
10	11	16	2	9	3	2	0	2	
11	5	13	2	7	3	3	0	1	
12	7	15	1	5	3	4	2	1	
13	4	10	1	6	2	2	0	2	
14	7	14	2	9	2	3	2	1	
15	11	16	2	9	3	2	0	1	
16	5	13	1	9	3	3	2	1	
17	7	13	1	6	2	4	0	1	
18	7	12	1	6	2	2	2	2	
19	0	6	1	6	2	4	2	2	
20	1	7	2	8	2	3	1	3	
21	3	11	2	9	3	3	1	1	
22	6	14	2	6	3	4	0	1	
23	3	8	1	5	2	4	0	1	
24	6	12	1	8	2	3	2	3	
25	7	14	2	8	2	3	0	3	
26	1	8	1	9	3	2	0	2	
27	4	10	1	9	2	4	2	1	
28	4	10	1	7	2	3	2	1	
29	7	13	2	6	2	2	0	1	
30	8	15	1	6	3	4	0	3	
31	1	9	2	8	3	4	2	1	
32	11	16	1	6	3	3	1	3	
33	0	6	2	5	2	4	2	2	
34	0	7	2	8	2	3	0	3	
35	0	7	1	5	3	4	1	3	
36	1	7	1	8	2	3	1	2	
37	10	16	2	5	2	2	2	3	
38	11	16	1	7	3	3	2	1	
39	2	9	1	6	3	3	1	3	
40	9	16	1	5	3	2	2	2	
41	11	16	1	5	2	2	2	3	
42	7	14	1	9	3	3	0	3	
43	9	16	1	6	3	2	2	3	
44	7	16	2	8	3	4	2	1	
45	4	11	2	8	2	2	1	3	
46	2	8	1	6	2	2	2	3	
47	8	14	2	8	2	3	1	3	
48	8	13	1	8	2	2	1	2	
49	3	11	1	6	3	4	2	2	
50	8	16	2	7	3	4	2	2	
51	5	12	2	8	2	4	1	1	
52	5	12	1	9	3	4	1	3	
53	4	9	1	7	2	2	0	3	
